0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
NORTH,24,"PARGANAS,",WEST,BENGAL,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,286,31,11,61,244,91,68,121,143,151,45,181,221,211,99,241,371,271,193,,,,,,,,,
2,183,32,287,62,96,92,159,122,176,152,280,182,390,212,112,242,676,272,149,,,,,,,,,
3,600,33,170,63,369,93,574,123,111,153,288,183,59,213,11,243,525,273,111,,,,,,,,,
4,160,34,361,64,144,94,74,124,126,154,204,184,75,214,230,244,94,274,556,,,,,,,,,
5,201,35,87,65,460,95,223,125,233,155,145,185,150,215,191,245,53,275,310,,,,,,,,,
6,149,36,318,66,244,96,613,126,161,156,177,186,126,216,309,246,77,276,112,,,,,,,,,
7,113,37,309,67,71,97,240,127,90,157,298,187,215,217,305,247,77,277,365,,,,,,,,,
8,190,38,77,68,85,98,291,128,308,158,226,188,239,218,587,248,312,278,487,,,,,,,,,
9,363,39,207,69,161,99,44,129,30,159,194,189,60,219,212,249,195,279,190,,,,,,,,,
10,435,40,270,70,263,100,143,130,49,160,275,190,124,220,59,250,73,280,148,,,,,,,,,
11,424,41,50,71,112,101,117,131,113,161,61,191,65,221,89,251,364,281,135,,,,,,,,,
12,171,42,374,72,252,102,127,132,54,162,294,192,56,222,471,252,90,282,98,,,,,,,,,
13,93,43,266,73,443,103,130,133,40,163,603,193,319,223,317,253,82,283,259,,,,,,,,,
14,629,44,132,74,201,104,188,134,44,164,288,194,78,224,321,254,509,284,58,,,,,,,,,
15,315,45,77,75,285,105,466,135,152,165,93,195,226,225,67,255,487,285,242,,,,,,,,,
16,75,46,110,76,272,106,115,136,201,166,131,196,224,226,137,256,31,286,170,,,,,,,,,
17,119,47,71,77,39,107,110,137,4,167,116,197,20,227,170,257,92,287,314,,,,,,,,,
18,482,48,28,78,147,108,69,138,90,168,144,198,252,228,96,258,28,288,35,,,,,,,,,
19,80,49,322,79,241,109,36,139,50,169,394,199,157,229,69,259,449,289,28,,,,,,,,,
20,241,50,119,80,70,110,182,140,173,170,686,200,35,230,39,260,97,290,30,,,,,,,,,
21,299,51,30,81,96,111,305,141,103,171,74,201,187,231,278,261,461,291,485,,,,,,,,,
22,481,52,154,82,102,112,221,142,258,172,324,202,36,232,95,262,204,292,271,,,,,,,,,
23,633,53,136,83,5,113,357,143,66,173,115,203,108,233,112,263,239,293,341,,,,,,,,,
24,66,54,100,84,294,114,106,144,137,174,73,204,348,234,164,264,245,294,73,,,,,,,,,
25,220,55,35,85,25,115,95,145,177,175,183,205,175,235,616,265,312,295,268,,,,,,,,,
26,286,56,348,86,93,116,232,146,90,176,89,206,234,236,298,266,83,296,116,,,,,,,,,
27,512,57,409,87,167,117,65,147,60,177,219,207,169,237,206,267,399,297,5,,,,,,,,,
28,536,58,25,88,590,118,167,148,91,178,109,208,89,238,120,268,132,298,52,,,,,,,,,
29,263,59,261,89,517,119,224,149,78,179,22,209,34,239,93,269,157,299,157,,,,,,,,,
30,282,60,159,90,700,120,146,150,531,180,132,210,52,240,73,270,130,300,83,,,,,,,,,
Centre:,460111,INFOCUS,INDIA,PUBLIC,SCHOOL,"BARASAT,",BIRA:BALISHA,P.O.,-,BIRA,BALLAVPARA,P.S.,-,ASHOKENAGAR,NORTH,24,PGS,WEST,BENGAL,PIN,-,"743234,",NEET,(UG),2024,Page,No.,2
NORTH,24,"PARGANAS,",WEST,BENGAL,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,
301,573,331,109,361,105,391,493,421,72,451,146,,,,,,,,,,,,,,,,,
302,277,332,243,362,51,392,91,422,49,452,94,,,,,,,,,,,,,,,,,
303,413,333,35,363,377,393,122,423,544,453,28,,,,,,,,,,,,,,,,,
304,245,334,269,364,416,394,224,424,101,454,48,,,,,,,,,,,,,,,,,
305,226,335,66,365,154,395,144,425,75,455,90,,,,,,,,,,,,,,,,,
306,426,336,387,366,528,396,367,426,54,456,315,,,,,,,,,,,,,,,,,
307,208,337,56,367,422,397,380,427,119,457,164,,,,,,,,,,,,,,,,,
308,75,338,84,368,320,398,58,428,112,458,450,,,,,,,,,,,,,,,,,
309,228,339,19,369,147,399,419,429,34,459,159,,,,,,,,,,,,,,,,,
310,378,340,154,370,123,400,53,430,35,460,276,,,,,,,,,,,,,,,,,
311,4,341,168,371,331,401,616,431,131,461,406,,,,,,,,,,,,,,,,,
312,472,342,423,372,117,402,110,432,112,462,82,,,,,,,,,,,,,,,,,
313,108,343,15,373,282,403,396,433,292,463,65,,,,,,,,,,,,,,,,,
314,66,344,439,374,58,404,19,434,76,464,107,,,,,,,,,,,,,,,,,
315,303,345,57,375,303,405,145,435,101,465,135,,,,,,,,,,,,,,,,,
316,110,346,572,376,139,406,238,436,295,466,309,,,,,,,,,,,,,,,,,
317,133,347,110,377,273,407,119,437,147,,,,,,,,,,,,,,,,,,,
318,2,348,128,378,92,408,203,438,143,,,,,,,,,,,,,,,,,,,
319,353,349,154,379,227,409,129,439,429,,,,,,,,,,,,,,,,,,,
320,71,350,43,380,32,410,40,440,81,,,,,,,,,,,,,,,,,,,
321,265,351,106,381,135,411,86,441,44,,,,,,,,,,,,,,,,,,,
322,123,352,617,382,257,412,61,442,640,,,,,,,,,,,,,,,,,,,
323,463,353,472,383,627,413,51,443,420,,,,,,,,,,,,,,,,,,,
324,167,354,59,384,58,414,104,444,439,,,,,,,,,,,,,,,,,,,
325,155,355,73,385,77,415,274,445,85,,,,,,,,,,,,,,,,,,,
326,183,356,249,386,124,416,242,446,129,,,,,,,,,,,,,,,,,,,
327,67,357,501,387,117,417,16,447,13,,,,,,,,,,,,,,,,,,,
328,242,358,548,388,312,418,117,448,177,,,,,,,,,,,,,,,,,,,
329,562,359,45,389,389,419,506,449,95,,,,,,,,,,,,,,,,,,,
330,50,360,116,390,152,420,201,450,184,,,,,,,,,,,,,,,,,,,
