0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,608,31,150,61,411,91,178,121,172,151,35,181,75
2,116,32,219,62,68,92,240,122,69,152,53,182,95
3,92,33,90,63,496,93,551,123,50,153,115,183,85
4,564,34,57,64,133,94,61,124,307,154,60,184,338
5,191,35,25,65,681,95,342,125,248,155,115,185,171
6,70,36,253,66,619,96,514,126,326,156,120,186,525
7,80,37,177,67,119,97,369,127,356,157,49,187,195
8,161,38,90,68,98,98,-10,128,335,158,553,188,116
9,648,39,151,69,217,99,165,129,70,159,654,189,115
10,45,40,53,70,139,100,204,130,61,160,59,190,54
11,266,41,144,71,325,101,180,131,388,161,110,191,216
12,114,42,81,72,169,102,27,132,120,162,140,192,141
13,163,43,183,73,205,103,122,133,237,163,185,193,225
14,76,44,144,74,206,104,158,134,208,164,245,194,218
15,532,45,460,75,260,105,411,135,66,165,229,195,182
16,260,46,98,76,445,106,174,136,373,166,49,196,185
17,140,47,187,77,100,107,141,137,434,167,230,197,66
18,300,48,200,78,193,108,227,138,162,168,353,198,281
19,156,49,21,79,94,109,233,139,260,169,225,199,89
20,35,50,65,80,217,110,18,140,194,170,109,200,75
21,117,51,106,81,116,111,179,141,92,171,172,201,125
22,113,52,153,82,85,112,212,142,190,172,303,202,250
23,149,53,167,83,135,113,125,143,171,173,434,203,174
24,168,54,125,84,91,114,87,144,429,174,188,204,65
25,176,55,152,85,225,115,567,145,225,175,56,205,488
26,197,56,455,86,61,116,190,146,172,176,116,206,251
27,75,57,204,87,65,117,66,147,140,177,140,207,482
28,77,58,316,88,177,118,75,148,413,178,61,208,153
29,297,59,149,89,109,119,94,149,71,179,262,209,149
30,90,60,310,90,158,120,61,150,159,180,132,,
