0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,117,31,125,61,177,91,428,121,288,151,141,181,322,211,469,241,25,271,182,
2,151,32,216,62,134,92,286,122,106,152,179,182,601,212,105,242,181,272,156,
3,40,33,181,63,63,93,201,123,59,153,77,183,181,213,66,243,512,273,312,
4,99,34,234,64,194,94,174,124,61,154,538,184,10,214,52,244,366,274,391,
5,141,35,26,65,79,95,230,125,306,155,202,185,149,215,-2,245,319,275,442,
6,98,36,233,66,9,96,115,126,72,156,96,186,100,216,102,246,153,276,105,
7,54,37,243,67,574,97,233,127,113,157,19,187,125,217,16,247,84,277,388,
8,495,38,234,68,54,98,375,128,151,158,100,188,139,218,341,248,40,278,47,
9,75,39,115,69,269,99,581,129,290,159,282,189,88,219,256,249,93,279,124,
10,264,40,34,70,366,100,128,130,171,160,303,190,155,220,128,250,84,280,191,
11,209,41,15,71,89,101,80,131,57,161,258,191,65,221,191,251,58,281,142,
12,167,42,216,72,178,102,418,132,318,162,46,192,343,222,66,252,82,282,265,
13,112,43,80,73,76,103,139,133,109,163,210,193,102,223,81,253,646,283,184,
14,203,44,19,74,302,104,242,134,105,164,215,194,35,224,127,254,95,284,48,
15,160,45,329,75,95,105,148,135,594,165,65,195,138,225,89,255,55,285,65,
16,61,46,77,76,149,106,70,136,113,166,429,196,82,226,180,256,274,286,278,
17,40,47,168,77,66,107,442,137,196,167,117,197,79,227,145,257,213,287,594,
18,388,48,325,78,46,108,73,138,200,168,125,198,10,228,163,258,274,288,213,
19,515,49,337,79,418,109,187,139,267,169,548,199,101,229,206,259,31,289,242,
20,188,50,137,80,124,110,189,140,32,170,556,200,134,230,129,260,247,290,129,
21,81,51,267,81,117,111,75,141,145,171,180,201,105,231,109,261,79,291,172,
22,101,52,101,82,179,112,136,142,34,172,444,202,66,232,15,262,100,292,135,
23,30,53,154,83,28,113,219,143,215,173,159,203,57,233,206,263,396,293,112,
24,158,54,230,84,60,114,377,144,458,174,83,204,99,234,7,264,132,294,25,
25,125,55,499,85,95,115,21,145,69,175,318,205,258,235,157,265,386,295,157,
26,48,56,42,86,244,116,282,146,220,176,402,206,138,236,72,266,344,296,262,
27,56,57,181,87,316,117,372,147,25,177,106,207,108,237,312,267,122,297,40,
28,273,58,112,88,127,118,297,148,-4,178,61,208,327,238,195,268,416,298,246,
29,145,59,111,89,114,119,252,149,221,179,40,209,254,239,248,269,380,299,389,
30,225,60,123,90,72,120,67,150,128,180,89,210,47,240,39,270,270,300,275,
Centre:,250702,GOVT,BOYS,HR.,SECONDARY,"SCHOOL,",NEAR,JAMIA,MASJID,"KUPWARA,","KUPWARA,",JAMMU,&,KASHMIR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,
301,244,331,171,361,39,391,120,,,,,,,,,,,,,
302,33,332,167,362,298,392,90,,,,,,,,,,,,,
303,126,333,0,363,23,393,138,,,,,,,,,,,,,
304,196,334,328,364,228,394,140,,,,,,,,,,,,,
305,585,335,640,365,101,395,114,,,,,,,,,,,,,
306,102,336,284,366,329,396,175,,,,,,,,,,,,,
307,86,337,119,367,178,397,179,,,,,,,,,,,,,
308,102,338,68,368,235,398,301,,,,,,,,,,,,,
309,116,339,222,369,468,399,70,,,,,,,,,,,,,
310,80,340,226,370,389,400,336,,,,,,,,,,,,,
311,490,341,116,371,25,,,,,,,,,,,,,,,
312,257,342,252,372,53,,,,,,,,,,,,,,,
313,204,343,21,373,317,,,,,,,,,,,,,,,
314,106,344,58,374,282,,,,,,,,,,,,,,,
315,236,345,10,375,32,,,,,,,,,,,,,,,
316,131,346,64,376,166,,,,,,,,,,,,,,,
317,3,347,379,377,100,,,,,,,,,,,,,,,
318,60,348,185,378,199,,,,,,,,,,,,,,,
319,419,349,452,379,105,,,,,,,,,,,,,,,
320,103,350,91,380,392,,,,,,,,,,,,,,,
321,156,351,159,381,283,,,,,,,,,,,,,,,
322,432,352,342,382,45,,,,,,,,,,,,,,,
323,256,353,75,383,76,,,,,,,,,,,,,,,
324,166,354,194,384,365,,,,,,,,,,,,,,,
325,349,355,169,385,132,,,,,,,,,,,,,,,
326,190,356,353,386,36,,,,,,,,,,,,,,,
327,302,357,45,387,166,,,,,,,,,,,,,,,
328,154,358,71,388,407,,,,,,,,,,,,,,,
329,17,359,88,389,98,,,,,,,,,,,,,,,
330,167,360,71,390,193,,,,,,,,,,,,,,,
