0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,140,31,96,61,50,91,69,121,593,151,58,181,158,211,309,241,269,271,75,,,
2,95,32,133,62,40,92,50,122,220,152,126,182,267,212,39,242,242,272,50,,,
3,13,33,143,63,451,93,67,123,172,153,33,183,607,213,132,243,234,273,373,,,
4,134,34,52,64,25,94,114,124,452,154,31,184,99,214,26,244,98,274,217,,,
5,76,35,155,65,71,95,89,125,200,155,85,185,355,215,53,245,28,275,590,,,
6,632,36,45,66,106,96,102,126,55,156,473,186,47,216,250,246,29,276,531,,,
7,82,37,82,67,35,97,-13,127,73,157,95,187,118,217,113,247,431,277,371,,,
8,180,38,267,68,65,98,585,128,327,158,91,188,57,218,44,248,137,278,360,,,
9,122,39,44,69,316,99,32,129,87,159,351,189,173,219,240,249,79,279,412,,,
10,111,40,50,70,509,100,345,130,105,160,292,190,120,220,164,250,419,280,200,,,
11,36,41,373,71,46,101,68,131,207,161,55,191,25,221,87,251,217,281,63,,,
12,163,42,268,72,80,102,86,132,151,162,63,192,140,222,180,252,70,282,57,,,
13,381,43,463,73,377,103,95,133,548,163,113,193,652,223,162,253,28,283,229,,,
14,93,44,268,74,107,104,331,134,365,164,310,194,314,224,90,254,172,284,615,,,
15,172,45,201,75,58,105,38,135,189,165,146,195,93,225,151,255,304,285,141,,,
16,114,46,53,76,406,106,301,136,340,166,39,196,53,226,47,256,178,286,34,,,
17,380,47,73,77,147,107,125,137,112,167,142,197,140,227,57,257,134,287,235,,,
18,52,48,41,78,602,108,78,138,138,168,56,198,133,228,50,258,76,288,65,,,
19,53,49,101,79,63,109,108,139,108,169,393,199,51,229,254,259,90,289,48,,,
20,321,50,183,80,39,110,106,140,38,170,232,200,519,230,100,260,22,290,390,,,
21,245,51,285,81,59,111,117,141,95,171,245,201,188,231,302,261,78,291,283,,,
22,140,52,35,82,90,112,197,142,35,172,172,202,495,232,100,262,286,292,130,,,
23,95,53,531,83,230,113,247,143,24,173,219,203,37,233,93,263,480,293,105,,,
24,299,54,55,84,257,114,90,144,35,174,108,204,18,234,161,264,95,294,184,,,
25,415,55,82,85,95,115,298,145,149,175,75,205,60,235,125,265,208,295,189,,,
26,221,56,209,86,191,116,90,146,77,176,145,206,315,236,45,266,173,296,174,,,
27,46,57,277,87,36,117,331,147,180,177,68,207,60,237,268,267,273,297,77,,,
28,192,58,157,88,356,118,506,148,653,178,170,208,55,238,68,268,107,298,440,,,
29,538,59,63,89,192,119,633,149,197,179,183,209,501,239,39,269,45,299,102,,,
30,75,60,65,90,50,120,74,150,101,180,183,210,19,240,204,270,362,300,132,,,
Centre:,150603,SRI,RADHA,KRISHNA,GOENKA,"COLLEGE,",DEEPAK,STORE,GALI,PROFESSOR,COLONY,KVJ,NAGAR,"BHABDEPUR,","SITAMARHI,",BIHAR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
301,69,331,634,361,126,391,77,421,168,451,70,481,337,511,256,,,,,,,
302,97,332,60,362,267,392,169,422,398,452,70,482,363,512,179,,,,,,,
303,165,333,559,363,35,393,24,423,97,453,254,483,128,513,365,,,,,,,
304,174,334,242,364,214,394,64,424,265,454,18,484,71,514,101,,,,,,,
305,85,335,172,365,398,395,28,425,66,455,30,485,297,515,215,,,,,,,
306,172,336,536,366,481,396,10,426,496,456,44,486,271,,,,,,,,,
307,387,337,125,367,238,397,225,427,507,457,65,487,105,,,,,,,,,
308,-13,338,42,368,-12,398,71,428,55,458,87,488,126,,,,,,,,,
309,193,339,54,369,97,399,300,429,55,459,106,489,34,,,,,,,,,
310,377,340,37,370,82,400,144,430,85,460,56,490,28,,,,,,,,,
311,72,341,443,371,182,401,47,431,322,461,417,491,118,,,,,,,,,
312,77,342,40,372,43,402,90,432,63,462,50,492,102,,,,,,,,,
313,187,343,78,373,90,403,90,433,115,463,-4,493,533,,,,,,,,,
314,185,344,62,374,114,404,94,434,137,464,79,494,11,,,,,,,,,
315,160,345,190,375,345,405,89,435,12,465,293,495,60,,,,,,,,,
316,354,346,74,376,95,406,84,436,89,466,57,496,452,,,,,,,,,
317,38,347,80,377,34,407,628,437,131,467,305,497,98,,,,,,,,,
318,156,348,306,378,499,408,46,438,34,468,60,498,44,,,,,,,,,
319,204,349,82,379,87,409,104,439,128,469,280,499,35,,,,,,,,,
320,73,350,588,380,115,410,88,440,425,470,70,500,165,,,,,,,,,
321,326,351,596,381,68,411,198,441,276,471,28,501,269,,,,,,,,,
322,31,352,368,382,298,412,374,442,56,472,73,502,270,,,,,,,,,
323,90,353,399,383,27,413,45,443,175,473,54,503,80,,,,,,,,,
324,463,354,30,384,398,414,527,444,229,474,68,504,150,,,,,,,,,
325,126,355,26,385,13,415,106,445,48,475,206,505,167,,,,,,,,,
326,56,356,520,386,215,416,173,446,260,476,75,506,61,,,,,,,,,
327,316,357,140,387,551,417,186,447,438,477,26,507,11,,,,,,,,,
328,30,358,85,388,97,418,140,448,221,478,90,508,204,,,,,,,,,
329,112,359,66,389,37,419,40,449,62,479,32,509,336,,,,,,,,,
330,70,360,56,390,319,420,186,450,192,480,137,510,110,,,,,,,,,
