0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
26,102,56,23,86,258,116,115,146,250,176,221,206,274,236,58,266,210,296,53,,,,,,,,,,,
27,314,57,214,87,180,117,109,147,68,177,526,207,247,237,252,267,152,297,517,,,,,,,,,,,
28,499,58,236,88,308,118,227,148,402,178,267,208,129,238,76,268,176,298,362,,,,,,,,,,,
29,415,59,230,89,445,119,477,149,365,179,306,209,35,239,202,269,200,299,87,,,,,,,,,,,
30,142,60,104,90,531,120,125,150,126,180,526,210,24,240,225,270,266,300,20,,,,,,,,,,,
Centre:,170310,SHRI,GUJRATI,ENG,MED,HR,SEC,SCHOOL,RAIPUR,"CG,",SHRI,GUJRATI,ENG,MED,HR,SEC,SCHOOL,SECTOR,-,4,DEVENDRA,NAGAR,RAIPUR,"CHHATTISGARH,",NEET,(UG),2024,Page,No.,2
"RAIPUR,",CHHATTISGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,
301,95,331,398,361,606,391,198,421,633,451,99,,,,,,,,,,,,,,,,,,,
302,31,332,330,362,596,392,89,422,337,452,348,,,,,,,,,,,,,,,,,,,
303,211,333,129,363,69,393,52,423,402,453,271,,,,,,,,,,,,,,,,,,,
304,125,334,160,364,625,394,380,424,107,454,210,,,,,,,,,,,,,,,,,,,
305,594,335,84,365,100,395,81,425,183,455,26,,,,,,,,,,,,,,,,,,,
306,81,336,292,366,197,396,487,426,222,456,347,,,,,,,,,,,,,,,,,,,
307,406,337,475,367,557,397,71,427,325,457,50,,,,,,,,,,,,,,,,,,,
308,80,338,244,368,66,398,272,428,107,458,383,,,,,,,,,,,,,,,,,,,
309,316,339,121,369,48,399,434,429,310,459,13,,,,,,,,,,,,,,,,,,,
310,309,340,215,370,8,400,225,430,466,460,181,,,,,,,,,,,,,,,,,,,
311,73,341,90,371,81,401,18,431,154,461,532,,,,,,,,,,,,,,,,,,,
312,143,342,110,372,216,402,148,432,37,462,121,,,,,,,,,,,,,,,,,,,
313,176,343,146,373,272,403,77,433,202,463,340,,,,,,,,,,,,,,,,,,,
314,447,344,255,374,51,404,323,434,156,464,69,,,,,,,,,,,,,,,,,,,
315,116,345,256,375,35,405,171,435,300,465,197,,,,,,,,,,,,,,,,,,,
316,255,346,95,376,218,406,42,436,65,466,556,,,,,,,,,,,,,,,,,,,
317,144,347,320,377,301,407,207,437,109,467,396,,,,,,,,,,,,,,,,,,,
318,97,348,80,378,92,408,102,438,224,468,449,,,,,,,,,,,,,,,,,,,
319,41,349,58,379,375,409,471,439,330,469,61,,,,,,,,,,,,,,,,,,,
320,88,350,235,380,230,410,166,440,123,470,144,,,,,,,,,,,,,,,,,,,
321,566,351,45,381,240,411,86,441,302,,,,,,,,,,,,,,,,,,,,,
322,340,352,58,382,135,412,48,442,418,,,,,,,,,,,,,,,,,,,,,
323,201,353,176,383,86,413,163,443,492,,,,,,,,,,,,,,,,,,,,,
324,221,354,156,384,158,414,429,444,261,,,,,,,,,,,,,,,,,,,,,
325,39,355,484,385,104,415,200,445,491,,,,,,,,,,,,,,,,,,,,,
326,207,356,69,386,146,416,280,446,152,,,,,,,,,,,,,,,,,,,,,
327,104,357,45,387,203,417,219,447,479,,,,,,,,,,,,,,,,,,,,,
328,254,358,327,388,140,418,307,448,273,,,,,,,,,,,,,,,,,,,,,
329,72,359,52,389,153,419,157,449,68,,,,,,,,,,,,,,,,,,,,,
330,221,360,246,390,109,420,565,450,162,,,,,,,,,,,,,,,,,,,,,
