0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"RAIPUR,",CHHATTISGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,219,31,448,61,68,91,153,121,175,151,345,181,527,211,489,241,453,271,210,,,,,,,,,,,
2,339,32,338,62,271,92,210,122,389,152,638,182,93,212,135,242,549,272,114,,,,,,,,,,,
3,242,33,556,63,534,93,388,123,476,153,52,183,273,213,142,243,301,273,60,,,,,,,,,,,
4,410,34,188,64,345,94,292,124,90,154,271,184,65,214,20,244,50,274,273,,,,,,,,,,,
5,211,35,256,65,26,95,397,125,-8,155,71,185,107,215,148,245,214,275,68,,,,,,,,,,,
6,35,36,311,66,165,96,56,126,259,156,496,186,205,216,48,246,52,276,107,,,,,,,,,,,
7,303,37,554,67,81,97,109,127,86,157,472,187,206,217,208,247,278,277,75,,,,,,,,,,,
8,311,38,249,68,124,98,88,128,65,158,337,188,58,218,110,248,546,278,125,,,,,,,,,,,
9,95,39,66,69,301,99,346,129,34,159,87,189,155,219,90,249,121,279,527,,,,,,,,,,,
10,656,40,186,70,45,100,191,130,191,160,306,190,479,220,53,250,298,280,171,,,,,,,,,,,
11,244,41,50,71,518,101,120,131,-1,161,80,191,404,221,210,251,433,281,476,,,,,,,,,,,
12,559,42,482,72,156,102,230,132,236,162,192,192,71,222,167,252,264,282,185,,,,,,,,,,,
13,136,43,624,73,101,103,417,133,262,163,427,193,163,223,485,253,47,283,582,,,,,,,,,,,
14,106,44,512,74,588,104,292,134,198,164,190,194,70,224,309,254,532,284,338,,,,,,,,,,,
15,120,45,374,75,67,105,471,135,343,165,114,195,313,225,401,255,34,285,161,,,,,,,,,,,
16,113,46,362,76,288,106,481,136,113,166,257,196,114,226,50,256,38,286,293,,,,,,,,,,,
17,71,47,556,77,171,107,36,137,378,167,65,197,10,227,153,257,593,287,291,,,,,,,,,,,
18,299,48,391,78,490,108,152,138,248,168,285,198,302,228,30,258,295,288,89,,,,,,,,,,,
19,237,49,376,79,225,109,521,139,513,169,420,199,263,229,279,259,136,289,546,,,,,,,,,,,
20,296,50,305,80,257,110,209,140,454,170,467,200,108,230,160,260,211,290,166,,,,,,,,,,,
21,51,51,446,81,58,111,157,141,338,171,100,201,98,231,281,261,224,291,535,,,,,,,,,,,
22,115,52,86,82,311,112,332,142,122,172,192,202,70,232,502,262,218,292,190,,,,,,,,,,,
23,157,53,70,83,457,113,305,143,192,173,516,203,127,233,325,263,101,293,628,,,,,,,,,,,
24,439,54,164,84,288,114,83,144,122,174,358,204,123,234,120,264,212,294,55,,,,,,,,,,,
25,266,55,206,85,320,115,192,145,32,175,38,205,268,235,552,265,287,295,106,,,,,,,,,,,
