0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,149,31,95,61,310,91,332,121,45,151,22,181,458,211,68,241,90,271,573,,,,,,
2,398,32,401,62,239,92,173,122,271,152,453,182,324,212,213,242,267,272,358,,,,,,
3,151,33,39,63,213,93,429,123,178,153,597,183,486,213,130,243,352,273,484,,,,,,
4,95,34,296,64,257,94,61,124,61,154,87,184,63,214,135,244,225,274,185,,,,,,
5,115,35,49,65,208,95,431,125,93,155,411,185,418,215,145,245,105,275,186,,,,,,
6,232,36,222,66,56,96,528,126,39,156,30,186,65,216,101,246,70,276,14,,,,,,
7,107,37,55,67,80,97,190,127,392,157,637,187,165,217,152,247,144,277,122,,,,,,
8,38,38,197,68,236,98,270,128,87,158,185,188,262,218,121,248,76,278,75,,,,,,
9,260,39,514,69,122,99,32,129,91,159,72,189,230,219,166,249,297,279,85,,,,,,
10,93,40,194,70,29,100,163,130,256,160,53,190,141,220,165,250,72,280,120,,,,,,
11,129,41,350,71,105,101,166,131,83,161,324,191,220,221,249,251,60,281,231,,,,,,
12,184,42,214,72,320,102,374,132,416,162,91,192,158,222,656,252,116,282,101,,,,,,
13,515,43,635,73,378,103,293,133,27,163,190,193,283,223,200,253,145,283,407,,,,,,
14,179,44,407,74,471,104,322,134,18,164,154,194,232,224,256,254,387,284,143,,,,,,
15,155,45,257,75,95,105,608,135,226,165,243,195,149,225,265,255,170,285,278,,,,,,
16,78,46,112,76,320,106,30,136,291,166,55,196,72,226,57,256,219,286,26,,,,,,
17,207,47,222,77,138,107,127,137,272,167,255,197,209,227,541,257,290,287,99,,,,,,
18,130,48,209,78,235,108,26,138,303,168,447,198,86,228,325,258,179,288,303,,,,,,
19,268,49,128,79,79,109,359,139,131,169,326,199,57,229,79,259,161,289,432,,,,,,
20,175,50,221,80,163,110,595,140,330,170,141,200,403,230,190,260,265,290,71,,,,,,
21,96,51,179,81,156,111,320,141,163,171,166,201,67,231,223,261,80,291,548,,,,,,
22,336,52,35,82,397,112,41,142,200,172,60,202,61,232,373,262,179,292,60,,,,,,
23,225,53,54,83,462,113,105,143,11,173,105,203,235,233,152,263,53,293,74,,,,,,
24,105,54,258,84,111,114,-7,144,484,174,378,204,212,234,247,264,33,294,135,,,,,,
25,175,55,88,85,167,115,348,145,95,175,16,205,363,235,70,265,169,295,227,,,,,,
26,45,56,122,86,59,116,75,146,368,176,115,206,206,236,185,266,190,296,207,,,,,,
27,91,57,12,87,102,117,148,147,265,177,296,207,262,237,351,267,242,297,394,,,,,,
28,104,58,131,88,366,118,65,148,321,178,338,208,229,238,87,268,95,298,478,,,,,,
29,47,59,155,89,283,119,78,149,313,179,59,209,81,239,163,269,153,299,81,,,,,,
30,619,60,164,90,63,120,88,150,193,180,101,210,469,240,333,270,155,300,295,,,,,,
Centre:,250601,DELHI,PUBLIC,SCHOOL,"KATHUA,",VILLAGE:,KRANDI,RAJBAGH,TEHSIL:,MARHEEN,DISTRICT:,KATHUA,JAMMU,AND,"KASHMIR,","KATHUA,",JAMMU,&,KASHMIR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,
301,207,331,96,361,329,391,449,421,121,451,182,,,,,,,,,,,,,,
302,81,332,55,362,498,392,174,422,222,452,100,,,,,,,,,,,,,,
303,60,333,54,363,85,393,273,423,149,453,387,,,,,,,,,,,,,,
304,67,334,140,364,249,394,140,424,228,454,464,,,,,,,,,,,,,,
305,59,335,350,365,138,395,98,425,31,455,558,,,,,,,,,,,,,,
306,75,336,267,366,339,396,200,426,318,456,139,,,,,,,,,,,,,,
307,153,337,409,367,142,397,46,427,255,457,372,,,,,,,,,,,,,,
308,301,338,599,368,96,398,100,428,157,458,186,,,,,,,,,,,,,,
309,483,339,73,369,134,399,233,429,84,459,132,,,,,,,,,,,,,,
310,223,340,227,370,301,400,347,430,127,460,305,,,,,,,,,,,,,,
311,307,341,135,371,143,401,359,431,271,461,98,,,,,,,,,,,,,,
312,60,342,397,372,89,402,163,432,565,462,120,,,,,,,,,,,,,,
313,109,343,62,373,146,403,110,433,12,463,89,,,,,,,,,,,,,,
314,429,344,177,374,330,404,92,434,268,464,237,,,,,,,,,,,,,,
315,120,345,454,375,61,405,509,435,46,465,505,,,,,,,,,,,,,,
316,595,346,42,376,111,406,42,436,209,466,273,,,,,,,,,,,,,,
317,140,347,70,377,201,407,53,437,110,467,411,,,,,,,,,,,,,,
318,132,348,210,378,128,408,175,438,191,468,65,,,,,,,,,,,,,,
319,227,349,232,379,342,409,60,439,132,469,94,,,,,,,,,,,,,,
320,80,350,86,380,112,410,443,440,564,470,368,,,,,,,,,,,,,,
321,111,351,329,381,134,411,58,441,104,471,85,,,,,,,,,,,,,,
322,555,352,123,382,206,412,20,442,594,472,45,,,,,,,,,,,,,,
323,85,353,136,383,218,413,199,443,107,473,122,,,,,,,,,,,,,,
324,122,354,65,384,289,414,264,444,196,,,,,,,,,,,,,,,,
325,337,355,576,385,63,415,306,445,134,,,,,,,,,,,,,,,,
326,60,356,106,386,107,416,181,446,60,,,,,,,,,,,,,,,,
327,113,357,196,387,2,417,69,447,560,,,,,,,,,,,,,,,,
328,70,358,525,388,62,418,213,448,125,,,,,,,,,,,,,,,,
329,200,359,55,389,133,419,449,449,151,,,,,,,,,,,,,,,,
330,123,360,183,390,54,420,280,450,225,,,,,,,,,,,,,,,,
