0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,0,31,254,61,90,91,350,121,63,151,5,181,63,211,173,241,464,271,61,,,,
2,122,32,142,62,90,92,58,122,415,152,229,182,133,212,36,242,135,272,123,,,,
3,57,33,528,63,140,93,31,123,557,153,127,183,66,213,131,243,316,273,55,,,,
4,214,34,189,64,116,94,127,124,118,154,87,184,113,214,66,244,87,274,185,,,,
5,49,35,60,65,45,95,120,125,105,155,60,185,378,215,95,245,79,275,659,,,,
6,77,36,513,66,222,96,143,126,117,156,83,186,104,216,491,246,71,276,107,,,,
7,137,37,120,67,238,97,174,127,441,157,135,187,480,217,279,247,359,277,235,,,,
8,234,38,503,68,20,98,128,128,155,158,129,188,217,218,435,248,302,278,53,,,,
9,88,39,430,69,143,99,50,129,143,159,236,189,324,219,49,249,6,279,521,,,,
10,470,40,154,70,138,100,129,130,51,160,222,190,289,220,75,250,81,280,357,,,,
11,63,41,158,71,614,101,77,131,81,161,515,191,46,221,29,251,147,281,46,,,,
12,99,42,172,72,78,102,30,132,51,162,31,192,260,222,372,252,405,282,40,,,,
13,82,43,114,73,90,103,66,133,187,163,198,193,392,223,68,253,644,283,153,,,,
14,99,44,68,74,213,104,53,134,478,164,110,194,128,224,114,254,227,284,282,,,,
15,128,45,99,75,135,105,100,135,148,165,218,195,15,225,332,255,96,285,82,,,,
16,230,46,432,76,94,106,354,136,163,166,99,196,609,226,153,256,149,286,381,,,,
17,40,47,299,77,34,107,167,137,380,167,353,197,145,227,336,257,286,287,230,,,,
18,384,48,59,78,32,108,85,138,66,168,309,198,256,228,324,258,489,288,88,,,,
19,290,49,175,79,222,109,219,139,187,169,248,199,1,229,151,259,100,289,60,,,,
20,452,50,269,80,228,110,75,140,350,170,459,200,115,230,346,260,35,290,314,,,,
21,69,51,206,81,121,111,13,141,107,171,523,201,587,231,173,261,353,291,16,,,,
22,311,52,604,82,185,112,96,142,15,172,80,202,261,232,92,262,101,292,179,,,,
23,55,53,255,83,287,113,450,143,37,173,10,203,50,233,62,263,72,293,566,,,,
24,563,54,301,84,587,114,466,144,55,174,49,204,536,234,222,264,170,294,89,,,,
25,154,55,45,85,124,115,100,145,23,175,24,205,130,235,78,265,9,295,229,,,,
26,102,56,488,86,325,116,106,146,32,176,102,206,390,236,13,266,423,296,115,,,,
27,124,57,39,87,55,117,89,147,50,177,394,207,150,237,202,267,74,297,67,,,,
28,106,58,65,88,419,118,484,148,493,178,105,208,117,238,426,268,351,298,255,,,,
29,153,59,216,89,166,119,215,149,319,179,90,209,110,239,80,269,83,299,81,,,,
30,144,60,65,90,160,120,363,150,56,180,102,210,266,240,142,270,219,300,181,,,,
Centre:,460110,NARULA,INSTITUTE,OF,"TECHNOLOGY,",81,NILGUNJ,ROAD,AGARPARA,KOLKATA,-,"700109,",NORTH,24,"PARGANAS,",WEST,BENGAL,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
301,121,331,29,361,119,391,315,421,143,451,193,,,,,,,,,,,,
302,147,332,338,362,122,392,45,422,378,452,80,,,,,,,,,,,,
303,77,333,147,363,176,393,230,423,149,453,559,,,,,,,,,,,,
304,222,334,106,364,613,394,166,424,60,454,2,,,,,,,,,,,,
305,135,335,172,365,311,395,112,425,557,455,345,,,,,,,,,,,,
306,218,336,423,366,645,396,83,426,58,456,116,,,,,,,,,,,,
307,479,337,147,367,83,397,579,427,243,457,296,,,,,,,,,,,,
308,478,338,59,368,75,398,117,428,138,458,239,,,,,,,,,,,,
309,95,339,270,369,95,399,61,429,80,459,476,,,,,,,,,,,,
310,172,340,86,370,263,400,257,430,52,460,87,,,,,,,,,,,,
311,316,341,82,371,65,401,130,431,305,,,,,,,,,,,,,,
312,69,342,8,372,41,402,56,432,606,,,,,,,,,,,,,,
313,70,343,624,373,251,403,55,433,67,,,,,,,,,,,,,,
314,566,344,485,374,172,404,67,434,122,,,,,,,,,,,,,,
315,123,345,79,375,36,405,300,435,120,,,,,,,,,,,,,,
316,10,346,142,376,72,406,115,436,518,,,,,,,,,,,,,,
317,55,347,322,377,74,407,174,437,458,,,,,,,,,,,,,,
318,31,348,77,378,48,408,128,438,409,,,,,,,,,,,,,,
319,609,349,57,379,53,409,277,439,127,,,,,,,,,,,,,,
320,467,350,32,380,232,410,338,440,105,,,,,,,,,,,,,,
321,18,351,56,381,84,411,209,441,109,,,,,,,,,,,,,,
322,42,352,46,382,595,412,79,442,66,,,,,,,,,,,,,,
323,115,353,154,383,188,413,151,443,105,,,,,,,,,,,,,,
324,154,354,192,384,101,414,45,444,468,,,,,,,,,,,,,,
325,83,355,99,385,100,415,149,445,243,,,,,,,,,,,,,,
326,485,356,198,386,377,416,341,446,406,,,,,,,,,,,,,,
327,90,357,59,387,68,417,234,447,63,,,,,,,,,,,,,,
328,622,358,43,388,61,418,39,448,40,,,,,,,,,,,,,,
329,407,359,123,389,315,419,91,449,127,,,,,,,,,,,,,,
330,39,360,548,390,164,420,90,450,91,,,,,,,,,,,,,,
