0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,24,31,458,61,15,91,141,121,336,151,37,181,531,211,237,241,145
2,105,32,90,62,250,92,135,122,21,152,80,182,55,212,70,242,114
3,24,33,65,63,191,93,120,123,1,153,490,183,86,213,58,243,40
4,-17,34,63,64,102,94,91,124,16,154,228,184,223,214,142,244,-9
5,121,35,86,65,91,95,76,125,264,155,41,185,100,215,303,245,90
6,373,36,324,66,76,96,298,126,343,156,450,186,-5,216,33,246,228
7,362,37,246,67,291,97,281,127,434,157,158,187,145,217,50,247,98
8,157,38,95,68,354,98,173,128,118,158,72,188,384,218,75,248,10
9,89,39,157,69,65,99,127,129,151,159,171,189,350,219,163,249,353
10,25,40,77,70,22,100,600,130,451,160,199,190,137,220,16,250,505
11,149,41,181,71,-30,101,189,131,270,161,76,191,121,221,222,251,316
12,255,42,106,72,242,102,30,132,77,162,35,192,105,222,135,252,373
13,34,43,139,73,135,103,99,133,65,163,41,193,115,223,84,253,8
14,555,44,440,74,164,104,104,134,94,164,98,194,226,224,93,254,84
15,388,45,84,75,59,105,100,135,211,165,157,195,373,225,384,255,125
16,292,46,233,76,267,106,60,136,124,166,76,196,42,226,55,256,206
17,75,47,233,77,249,107,202,137,76,167,20,197,263,227,55,257,75
18,43,48,79,78,33,108,184,138,340,168,400,198,120,228,127,258,167
19,122,49,154,79,74,109,380,139,203,169,141,199,248,229,163,259,36
20,7,50,43,80,384,110,591,140,438,170,474,200,88,230,173,260,28
21,103,51,16,81,8,111,476,141,333,171,252,201,92,231,597,261,84
22,69,52,311,82,154,112,376,142,4,172,119,202,69,232,479,262,55
23,190,53,138,83,80,113,34,143,87,173,96,203,238,233,128,,
24,200,54,112,84,159,114,225,144,356,174,35,204,40,234,376,,
25,155,55,317,85,35,115,442,145,109,175,107,205,81,235,27,,
26,81,56,330,86,-7,116,88,146,8,176,36,206,96,236,50,,
27,289,57,204,87,60,117,90,147,83,177,273,207,218,237,40,,
28,423,58,119,88,20,118,81,148,142,178,211,208,119,238,55,,
29,179,59,191,89,24,119,45,149,60,179,349,209,605,239,190,,
30,66,60,45,90,582,120,602,150,141,180,42,210,35,240,351,,
