0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,171,31,595,61,218,91,547,121,237,151,665,181,268,211,564
2,189,32,356,62,26,92,98,122,211,152,202,182,111,212,71
3,183,33,46,63,78,93,224,123,167,153,60,183,140,213,131
4,502,34,124,64,193,94,432,124,449,154,556,184,255,214,501
5,253,35,134,65,232,95,98,125,617,155,264,185,47,215,279
6,39,36,687,66,97,96,169,126,321,156,108,186,559,216,626
7,398,37,40,67,86,97,127,127,36,157,334,187,132,217,228
8,100,38,102,68,73,98,368,128,116,158,603,188,287,218,135
9,519,39,331,69,125,99,69,129,532,159,507,189,269,219,34
10,117,40,487,70,105,100,489,130,306,160,301,190,80,220,122
11,99,41,306,71,246,101,116,131,84,161,630,191,159,221,45
12,137,42,262,72,500,102,193,132,151,162,231,192,420,222,163
13,70,43,169,73,139,103,585,133,435,163,96,193,95,223,100
14,214,44,434,74,159,104,110,134,306,164,163,194,91,224,160
15,364,45,253,75,563,105,216,135,298,165,631,195,77,225,256
16,255,46,155,76,583,106,88,136,605,166,467,196,450,226,196
17,55,47,295,77,88,107,64,137,187,167,80,197,653,227,126
18,311,48,328,78,175,108,126,138,151,168,362,198,644,228,80
19,328,49,509,79,103,109,250,139,73,169,269,199,58,229,31
20,112,50,255,80,72,110,164,140,52,170,483,200,95,230,142
21,206,51,119,81,266,111,345,141,145,171,476,201,490,231,466
22,314,52,586,82,52,112,430,142,601,172,244,202,335,232,36
23,247,53,235,83,302,113,476,143,228,173,185,203,493,233,336
24,626,54,329,84,219,114,168,144,242,174,22,204,390,234,327
25,199,55,645,85,98,115,671,145,206,175,138,205,355,235,80
26,499,56,135,86,564,116,299,146,59,176,35,206,0,236,154
27,50,57,311,87,156,117,30,147,505,177,109,207,38,,
28,276,58,403,88,13,118,262,148,173,178,400,208,150,,
29,222,59,486,89,85,119,74,149,230,179,217,209,225,,
30,103,60,460,90,524,120,126,150,78,180,137,210,445,,
