0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,597,31,288,61,87,91,430,121,121,151,39,181,337,211,368,241,19,271,91,,,,,,,,,
2,141,32,110,62,402,92,193,122,135,152,186,182,33,212,203,242,90,272,257,,,,,,,,,
3,60,33,95,63,440,93,252,123,178,153,121,183,67,213,105,243,45,273,432,,,,,,,,,
4,64,34,411,64,209,94,289,124,60,154,145,184,99,214,222,244,193,274,261,,,,,,,,,
5,672,35,169,65,245,95,162,125,95,155,96,185,48,215,80,245,129,275,80,,,,,,,,,
6,285,36,102,66,45,96,502,126,146,156,192,186,18,216,224,246,198,276,169,,,,,,,,,
7,125,37,18,67,612,97,155,127,287,157,198,187,39,217,64,247,70,277,72,,,,,,,,,
8,196,38,158,68,60,98,85,128,254,158,187,188,260,218,192,248,78,278,134,,,,,,,,,
9,35,39,350,69,46,99,53,129,190,159,26,189,519,219,187,249,38,279,46,,,,,,,,,
10,146,40,88,70,160,100,22,130,86,160,85,190,428,220,222,250,142,280,313,,,,,,,,,
11,105,41,5,71,120,101,378,131,97,161,257,191,53,221,410,251,178,281,130,,,,,,,,,
12,88,42,117,72,74,102,270,132,324,162,71,192,336,222,123,252,435,282,111,,,,,,,,,
13,31,43,355,73,383,103,77,133,108,163,408,193,102,223,70,253,95,283,130,,,,,,,,,
14,80,44,65,74,1,104,59,134,77,164,207,194,482,224,97,254,65,284,114,,,,,,,,,
15,137,45,56,75,37,105,125,135,55,165,406,195,22,225,289,255,48,285,123,,,,,,,,,
16,150,46,99,76,48,106,153,136,80,166,111,196,347,226,94,256,648,286,153,,,,,,,,,
17,117,47,110,77,115,107,259,137,300,167,147,197,153,227,323,257,196,287,221,,,,,,,,,
18,76,48,84,78,58,108,143,138,158,168,70,198,81,228,446,258,55,288,182,,,,,,,,,
19,-23,49,252,79,73,109,83,139,177,169,80,199,55,229,295,259,68,289,159,,,,,,,,,
