0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,268,31,50,61,64,91,50,121,127,151,159,181,102,211,58
2,231,32,125,62,123,92,197,122,11,152,84,182,176,212,78
3,62,33,86,63,37,93,187,123,55,153,443,183,64,213,392
4,46,34,40,64,181,94,174,124,61,154,55,184,83,214,155
5,137,35,85,65,96,95,25,125,86,155,46,185,344,215,269
6,466,36,64,66,417,96,105,126,71,156,146,186,81,216,79
7,260,37,43,67,155,97,94,127,9,157,111,187,30,217,31
8,281,38,211,68,304,98,27,128,470,158,78,188,539,218,112
9,378,39,172,69,122,99,54,129,40,159,289,189,280,219,116
10,578,40,262,70,500,100,359,130,123,160,162,190,15,220,294
11,146,41,20,71,80,101,120,131,72,161,269,191,186,221,196
12,25,42,76,72,40,102,143,132,47,162,407,192,118,222,78
13,71,43,34,73,75,103,283,133,159,163,75,193,165,223,90
14,35,44,133,74,71,104,128,134,13,164,35,194,167,224,199
15,452,45,48,75,140,105,150,135,44,165,148,195,79,225,124
16,78,46,70,76,34,106,174,136,80,166,60,196,46,226,152
17,300,47,22,77,165,107,165,137,25,167,62,197,135,227,253
18,161,48,75,78,148,108,268,138,45,168,135,198,54,228,37
19,75,49,378,79,129,109,59,139,24,169,162,199,251,229,99
20,570,50,131,80,306,110,283,140,105,170,80,200,45,230,160
21,338,51,62,81,113,111,335,141,73,171,76,201,357,,
22,109,52,65,82,130,112,71,142,151,172,41,202,122,,
23,71,53,401,83,80,113,93,143,232,173,145,203,181,,
24,97,54,98,84,126,114,80,144,28,174,121,204,112,,
25,436,55,45,85,124,115,154,145,96,175,45,205,284,,
26,255,56,73,86,257,116,90,146,110,176,227,206,73,,
27,161,57,84,87,429,117,58,147,355,177,296,207,164,,
28,329,58,50,88,79,118,50,148,218,178,225,208,110,,
29,72,59,177,89,204,119,265,149,174,179,14,209,69,,
30,88,60,50,90,234,120,40,150,77,180,-17,210,138,,
