0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,388,31,379,61,74,91,11,121,75,151,124,181,97
2,81,32,276,62,20,92,97,122,145,152,100,182,37
3,177,33,49,63,89,93,61,123,126,153,82,183,252
4,91,34,91,64,587,94,366,124,86,154,545,184,85
5,56,35,115,65,211,95,96,125,275,155,258,185,70
6,105,36,231,66,159,96,62,126,48,156,517,186,132
7,190,37,336,67,340,97,485,127,111,157,58,187,594
8,41,38,474,68,236,98,362,128,415,158,53,188,375
9,295,39,110,69,30,99,78,129,275,159,62,189,145
10,508,40,348,70,44,100,638,130,105,160,18,190,78
11,20,41,260,71,471,101,95,131,580,161,147,191,215
12,372,42,26,72,534,102,47,132,115,162,50,192,223
13,51,43,170,73,108,103,390,133,245,163,31,193,25
14,498,44,366,74,208,104,285,134,-5,164,138,194,89
15,241,45,48,75,323,105,82,135,40,165,45,195,95
16,120,46,373,76,140,106,419,136,167,166,233,196,70
17,-10,47,230,77,67,107,103,137,443,167,521,197,375
18,263,48,91,78,270,108,615,138,128,168,83,198,260
19,136,49,340,79,45,109,217,139,261,169,91,199,369
20,257,50,269,80,227,110,266,140,36,170,30,200,86
21,76,51,100,81,423,111,436,141,163,171,49,201,56
22,82,52,270,82,90,112,159,142,215,172,51,202,29
23,79,53,538,83,145,113,18,143,315,173,83,203,635
24,477,54,80,84,637,114,446,144,279,174,211,204,326
25,25,55,164,85,36,115,94,145,543,175,35,205,100
26,151,56,260,86,79,116,53,146,512,176,421,206,61
27,141,57,115,87,239,117,445,147,32,177,385,207,487
28,98,58,215,88,501,118,264,148,122,178,436,208,178
29,76,59,97,89,23,119,262,149,88,179,194,,
30,217,60,126,90,104,120,134,150,95,180,449,,
