0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,474,31,80,61,37,91,61,121,406,151,591,181,590,211,90,241,303,271,76,,,,,,,,,
2,172,32,309,62,630,92,73,122,255,152,60,182,588,212,59,242,230,272,26,,,,,,,,,
3,50,33,45,63,102,93,35,123,116,153,316,183,164,213,357,243,123,273,46,,,,,,,,,
4,221,34,563,64,136,94,225,124,622,154,180,184,466,214,206,244,44,274,40,,,,,,,,,
5,114,35,120,65,500,95,232,125,65,155,476,185,311,215,167,245,282,275,354,,,,,,,,,
6,106,36,568,66,366,96,123,126,291,156,221,186,234,216,383,246,340,276,85,,,,,,,,,
7,615,37,87,67,480,97,74,127,546,157,87,187,147,217,-22,247,203,277,237,,,,,,,,,
8,43,38,77,68,594,98,430,128,60,158,509,188,121,218,67,248,55,278,472,,,,,,,,,
9,260,39,317,69,5,99,50,129,178,159,97,189,110,219,336,249,370,279,114,,,,,,,,,
10,126,40,129,70,493,100,360,130,64,160,77,190,284,220,182,250,60,280,31,,,,,,,,,
11,65,41,218,71,67,101,39,131,37,161,122,191,142,221,150,251,94,281,116,,,,,,,,,
12,184,42,40,72,105,102,90,132,55,162,478,192,100,222,39,252,644,282,204,,,,,,,,,
13,41,43,284,73,290,103,360,133,11,163,175,193,122,223,477,253,404,283,111,,,,,,,,,
14,264,44,80,74,467,104,358,134,661,164,187,194,142,224,40,254,55,284,191,,,,,,,,,
15,163,45,360,75,29,105,385,135,60,165,76,195,255,225,431,255,189,285,125,,,,,,,,,
16,78,46,162,76,64,106,418,136,533,166,169,196,330,226,199,256,282,286,103,,,,,,,,,
17,74,47,57,77,655,107,690,137,73,167,234,197,376,227,108,257,305,287,106,,,,,,,,,
18,48,48,49,78,153,108,345,138,10,168,373,198,117,228,230,258,29,288,100,,,,,,,,,
19,29,49,37,79,635,109,206,139,50,169,506,199,266,229,445,259,110,289,66,,,,,,,,,
20,179,50,214,80,355,110,39,140,100,170,451,200,418,230,676,260,335,290,166,,,,,,,,,
21,91,51,169,81,71,111,133,141,115,171,457,201,500,231,99,261,392,291,607,,,,,,,,,
22,68,52,512,82,92,112,211,142,485,172,198,202,135,232,61,262,25,292,507,,,,,,,,,
23,289,53,182,83,264,113,26,143,12,173,391,203,221,233,690,263,271,293,118,,,,,,,,,
24,640,54,539,84,514,114,566,144,92,174,375,204,415,234,75,264,-5,294,169,,,,,,,,,
25,656,55,499,85,185,115,27,145,34,175,75,205,231,235,635,265,615,295,661,,,,,,,,,
26,554,56,372,86,74,116,50,146,144,176,449,206,48,236,105,266,122,296,250,,,,,,,,,
27,107,57,140,87,661,117,252,147,161,177,502,207,15,237,390,267,70,297,40,,,,,,,,,
28,176,58,285,88,397,118,136,148,480,178,411,208,55,238,670,268,106,298,453,,,,,,,,,
29,50,59,38,89,587,119,249,149,58,179,80,209,675,239,52,269,536,299,186,,,,,,,,,
30,61,60,15,90,90,120,217,150,42,180,362,210,110,240,15,270,179,300,322,,,,,,,,,
Centre:,360310,K,C,PUBLIC,SCHOOL,GIRI,RD,BERHAMPUR,"OD,",K,C,PUBLIC,SCHOOL,TATA,BENZ,SQUARE,GIRI,ROAD,BERHAMPUR,"ODISHA,","BERHAMPUR/GANJAM,",ODISHA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
