0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,58,31,251,61,47,91,57,121,315,151,169,181,185,211,227
2,122,32,233,62,188,92,63,122,271,152,322,182,432,,
3,178,33,110,63,143,93,186,123,89,153,77,183,96,,
4,234,34,87,64,165,94,153,124,316,154,78,184,92,,
5,95,35,243,65,159,95,102,125,157,155,46,185,473,,
6,208,36,171,66,209,96,164,126,146,156,141,186,278,,
7,306,37,453,67,47,97,269,127,53,157,116,187,89,,
8,85,38,87,68,98,98,164,128,272,158,225,188,373,,
9,86,39,143,69,141,99,110,129,98,159,162,189,68,,
10,305,40,88,70,207,100,83,130,141,160,242,190,115,,
11,248,41,232,71,165,101,149,131,131,161,119,191,132,,
12,93,42,146,72,94,102,392,132,93,162,70,192,26,,
13,177,43,109,73,88,103,121,133,265,163,177,193,130,,
14,166,44,240,74,79,104,110,134,58,164,47,194,135,,
15,15,45,115,75,172,105,70,135,68,165,170,195,124,,
16,466,46,161,76,240,106,110,136,163,166,279,196,190,,
17,164,47,286,77,237,107,117,137,303,167,96,197,160,,
18,61,48,58,78,192,108,143,138,244,168,39,198,82,,
19,208,49,265,79,334,109,290,139,72,169,127,199,301,,
20,201,50,261,80,164,110,358,140,45,170,287,200,92,,
21,227,51,178,81,52,111,160,141,472,171,133,201,318,,
22,387,52,121,82,119,112,409,142,120,172,81,202,385,,
23,174,53,301,83,30,113,174,143,375,173,81,203,121,,
24,130,54,239,84,216,114,112,144,110,174,383,204,185,,
25,62,55,110,85,114,115,145,145,75,175,205,205,300,,
26,354,56,362,86,145,116,215,146,55,176,92,206,388,,
27,177,57,152,87,118,117,180,147,112,177,325,207,80,,
28,238,58,224,88,96,118,300,148,131,178,344,208,67,,
29,247,59,84,89,88,119,121,149,301,179,119,209,75,,
30,69,60,70,90,75,120,49,150,66,180,172,210,314,,
