0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,206,31,143,61,591,91,217,121,130,151,408,181,528,211,590
2,142,32,84,62,92,92,546,122,206,152,157,182,134,212,168
3,516,33,336,63,126,93,672,123,272,153,27,183,86,213,389
4,330,34,529,64,73,94,63,124,75,154,79,184,80,214,569
5,78,35,527,65,539,95,87,125,16,155,484,185,426,215,59
6,439,36,413,66,347,96,257,126,414,156,158,186,50,216,183
7,106,37,479,67,63,97,416,127,132,157,417,187,-6,217,57
8,117,38,22,68,151,98,124,128,220,158,120,188,268,218,162
9,172,39,259,69,62,99,255,129,165,159,177,189,319,219,9
10,105,40,282,70,277,100,161,130,260,160,405,190,35,220,38
11,474,41,175,71,125,101,115,131,406,161,444,191,95,221,166
12,548,42,123,72,323,102,65,132,440,162,108,192,319,222,107
13,32,43,469,73,68,103,424,133,271,163,112,193,72,223,84
14,166,44,159,74,36,104,97,134,272,164,465,194,95,224,330
15,52,45,277,75,308,105,261,135,104,165,210,195,68,225,387
16,607,46,33,76,450,106,597,136,57,166,65,196,38,226,458
17,206,47,139,77,19,107,10,137,499,167,508,197,569,227,53
18,357,48,414,78,379,108,60,138,32,168,223,198,660,228,661
19,396,49,620,79,304,109,213,139,31,169,29,199,229,229,88
20,130,50,410,80,91,110,203,140,45,170,98,200,142,230,191
21,520,51,579,81,167,111,26,141,59,171,11,201,70,231,210
22,302,52,478,82,426,112,160,142,124,172,159,202,414,232,61
23,30,53,440,83,336,113,33,143,111,173,88,203,576,233,115
24,300,54,493,84,124,114,362,144,64,174,446,204,283,234,390
25,36,55,62,85,113,115,326,145,180,175,10,205,495,235,225
26,147,56,152,86,326,116,473,146,47,176,22,206,26,236,313
27,206,57,240,87,2,117,136,147,2,177,44,207,25,,
28,77,58,243,88,259,118,200,148,207,178,543,208,87,,
29,66,59,77,89,68,119,362,149,53,179,264,209,537,,
30,474,60,95,90,110,120,357,150,209,180,80,210,362,,
