0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,114,31,183,61,170,91,266,121,108,151,325,181,26,211,136,241,117
2,331,32,320,62,86,92,79,122,166,152,219,182,88,212,70,242,116
3,81,33,97,63,516,93,232,123,-8,153,124,183,448,213,343,243,169
4,84,34,87,64,379,94,29,124,170,154,85,184,297,214,119,244,452
5,140,35,128,65,408,95,158,125,58,155,61,185,248,215,198,245,111
6,142,36,509,66,144,96,66,126,146,156,153,186,390,216,174,246,350
7,147,37,389,67,130,97,236,127,266,157,131,187,177,217,213,247,210
8,84,38,316,68,65,98,60,128,126,158,119,188,84,218,321,248,62
9,172,39,333,69,45,99,180,129,70,159,105,189,168,219,406,249,170
10,353,40,339,70,80,100,203,130,114,160,59,190,254,220,190,250,270
11,81,41,105,71,50,101,293,131,130,161,280,191,235,221,55,251,261
12,435,42,618,72,162,102,200,132,116,162,284,192,544,222,192,252,311
13,501,43,110,73,53,103,174,133,142,163,169,193,90,223,131,253,105
14,228,44,285,74,92,104,78,134,380,164,193,194,160,224,160,254,130
15,193,45,109,75,97,105,100,135,134,165,82,195,99,225,205,255,86
16,130,46,71,76,43,106,211,136,87,166,159,196,91,226,476,256,121
17,114,47,447,77,239,107,83,137,179,167,144,197,15,227,182,,
18,625,48,129,78,55,108,224,138,155,168,280,198,117,228,297,,
19,243,49,290,79,310,109,289,139,98,169,120,199,76,229,340,,
20,115,50,-11,80,131,110,84,140,450,170,55,200,137,230,173,,
21,332,51,358,81,68,111,81,141,82,171,81,201,14,231,136,,
22,275,52,450,82,148,112,267,142,94,172,99,202,149,232,129,,
23,143,53,180,83,275,113,107,143,92,173,185,203,45,233,587,,
24,95,54,43,84,109,114,495,144,155,174,382,204,198,234,317,,
25,108,55,35,85,111,115,100,145,171,175,105,205,207,235,452,,
26,112,56,100,86,44,116,115,146,151,176,235,206,333,236,107,,
27,228,57,307,87,44,117,96,147,98,177,144,207,166,237,98,,
28,125,58,115,88,333,118,141,148,573,178,90,208,193,238,346,,
29,214,59,485,89,191,119,285,149,63,179,123,209,133,239,121,,
30,117,60,246,90,59,120,85,150,109,180,137,210,155,240,45,,
