0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,548,31,298,61,123,91,3,121,109,151,362,181,58
2,138,32,15,62,142,92,87,122,18,152,33,182,217
3,130,33,71,63,65,93,108,123,285,153,240,183,80
4,125,34,75,64,262,94,128,124,459,154,60,184,41
5,57,35,55,65,117,95,16,125,33,155,29,185,115
6,202,36,63,66,426,96,395,126,206,156,100,186,-2
7,481,37,77,67,51,97,82,127,211,157,56,187,59
8,125,38,600,68,104,98,55,128,343,158,76,188,174
9,41,39,420,69,348,99,601,129,171,159,98,189,125
10,271,40,47,70,61,100,221,130,65,160,315,190,42
11,163,41,144,71,259,101,48,131,105,161,129,191,114
12,88,42,547,72,651,102,117,132,360,162,35,192,115
13,84,43,337,73,239,103,572,133,67,163,227,193,341
14,-14,44,152,74,41,104,126,134,230,164,115,194,389
15,87,45,149,75,306,105,55,135,273,165,244,195,112
16,394,46,271,76,90,106,258,136,190,166,96,196,75
17,314,47,153,77,92,107,30,137,131,167,12,197,81
18,72,48,248,78,117,108,380,138,66,168,134,198,73
19,16,49,237,79,208,109,60,139,196,169,74,199,120
20,85,50,77,80,56,110,243,140,28,170,85,200,195
21,65,51,531,81,59,111,49,141,60,171,132,201,55
22,250,52,97,82,-5,112,147,142,80,172,82,202,109
23,283,53,159,83,636,113,73,143,40,173,179,203,368
24,52,54,483,84,107,114,215,144,87,174,95,204,321
25,104,55,188,85,305,115,51,145,501,175,48,205,71
26,84,56,125,86,72,116,71,146,112,176,21,206,159
27,411,57,362,87,329,117,252,147,88,177,201,207,67
28,125,58,301,88,96,118,55,148,55,178,340,208,184
29,321,59,57,89,20,119,119,149,73,179,152,209,52
30,37,60,124,90,50,120,249,150,17,180,16,210,676
