0,1,2,3,4,5,6,7,8,9,10,11,12,13
"HIGHWAY,","MUMBAI,",MAHARASHTRA,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,22,31,108,61,332,91,670,121,462,151,40,181,176
2,79,32,208,62,16,92,199,122,209,152,80,182,120
3,186,33,75,63,95,93,188,123,282,153,80,183,78
4,79,34,115,64,368,94,238,124,329,154,635,184,46
5,217,35,490,65,63,95,56,125,469,155,351,185,248
6,81,36,239,66,105,96,200,126,290,156,160,186,101
7,98,37,200,67,87,97,133,127,315,157,338,187,99
8,138,38,560,68,294,98,493,128,120,158,72,188,60
9,339,39,269,69,594,99,164,129,574,159,517,189,78
10,45,40,256,70,505,100,635,130,514,160,565,190,42
11,532,41,158,71,83,101,404,131,528,161,113,191,234
12,171,42,93,72,387,102,553,132,103,162,271,192,502
13,46,43,179,73,199,103,655,133,59,163,273,193,77
14,191,44,96,74,366,104,166,134,652,164,69,194,157
15,227,45,407,75,392,105,337,135,299,165,-4,195,49
16,119,46,33,76,100,106,147,136,96,166,156,196,417
17,78,47,166,77,136,107,146,137,109,167,60,197,575
18,46,48,48,78,193,108,329,138,309,168,298,198,105
19,297,49,71,79,600,109,255,139,55,169,246,199,15
20,109,50,185,80,62,110,153,140,341,170,121,200,182
21,118,51,56,81,51,111,256,141,74,171,70,201,491
22,126,52,77,82,150,112,128,142,437,172,355,202,272
23,160,53,111,83,222,113,339,143,131,173,191,203,253
24,157,54,335,84,353,114,283,144,68,174,103,204,368
25,254,55,132,85,152,115,142,145,186,175,498,205,199
26,317,56,214,86,53,116,69,146,73,176,268,206,287
27,319,57,106,87,326,117,39,147,197,177,65,207,214
28,366,58,269,88,95,118,182,148,361,178,206,,
29,479,59,81,89,632,119,238,149,440,179,148,,
30,106,60,82,90,85,120,35,150,67,180,256,,
