0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,351,31,243,61,134,91,294,121,133,151,46,181,155,211,163,241,85
2,82,32,49,62,389,92,32,122,270,152,57,182,222,212,119,242,159
3,49,33,69,63,121,93,188,123,165,153,5,183,111,213,126,243,30
4,86,34,110,64,108,94,76,124,151,154,131,184,172,214,112,244,105
5,69,35,206,65,95,95,123,125,127,155,147,185,156,215,155,245,100
6,93,36,243,66,88,96,140,126,78,156,256,186,129,216,56,246,75
7,161,37,78,67,118,97,220,127,63,157,64,187,333,217,56,247,202
8,110,38,25,68,53,98,272,128,93,158,74,188,48,218,260,248,123
9,82,39,31,69,279,99,332,129,162,159,308,189,43,219,112,249,397
10,55,40,17,70,281,100,435,130,207,160,109,190,495,220,125,250,219
11,243,41,42,71,377,101,590,131,90,161,540,191,65,221,0,251,382
12,171,42,207,72,99,102,180,132,80,162,288,192,249,222,104,252,44
13,132,43,271,73,96,103,51,133,46,163,293,193,76,223,70,253,415
14,76,44,80,74,81,104,83,134,77,164,42,194,98,224,51,254,55
15,303,45,95,75,45,105,250,135,66,165,439,195,275,225,54,255,182
16,520,46,506,76,181,106,477,136,15,166,70,196,90,226,241,256,225
17,77,47,90,77,371,107,69,137,641,167,325,197,616,227,95,257,125
18,82,48,322,78,166,108,324,138,288,168,156,198,44,228,93,258,140
19,60,49,83,79,92,109,158,139,90,169,223,199,54,229,392,259,171
20,89,50,263,80,371,110,50,140,82,170,193,200,380,230,208,,
21,195,51,404,81,144,111,82,141,53,171,27,201,300,231,45,,
22,75,52,244,82,74,112,103,142,217,172,70,202,192,232,78,,
23,98,53,198,83,38,113,67,143,513,173,226,203,80,233,114,,
24,57,54,251,84,79,114,56,144,52,174,123,204,79,234,404,,
25,144,55,185,85,95,115,111,145,123,175,350,205,24,235,169,,
26,472,56,78,86,17,116,94,146,588,176,29,206,149,236,121,,
27,237,57,235,87,96,117,84,147,84,177,166,207,214,237,80,,
28,176,58,111,88,163,118,354,148,129,178,301,208,110,238,347,,
29,117,59,65,89,49,119,491,149,62,179,95,209,191,239,76,,
30,150,60,126,90,455,120,-5,150,15,180,384,210,164,240,66,,
