0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,134,31,183,61,462,91,142,121,335,151,121
2,74,32,138,62,65,92,125,122,178,152,114
3,179,33,605,63,218,93,102,123,390,153,284
4,510,34,240,64,186,94,129,124,200,154,262
5,184,35,473,65,236,95,254,125,59,155,239
6,275,36,287,66,353,96,87,126,216,156,164
7,102,37,316,67,61,97,314,127,107,157,194
8,135,38,128,68,30,98,106,128,120,158,218
9,231,39,291,69,359,99,243,129,249,159,376
10,192,40,226,70,130,100,111,130,46,160,222
11,161,41,161,71,136,101,365,131,144,161,227
12,100,42,177,72,108,102,215,132,124,162,163
13,82,43,232,73,318,103,84,133,72,163,474
14,57,44,159,74,302,104,533,134,184,164,76
15,199,45,178,75,265,105,211,135,610,165,165
16,221,46,498,76,87,106,247,136,152,166,111
17,322,47,45,77,199,107,200,137,338,167,532
18,267,48,82,78,313,108,133,138,213,168,251
19,274,49,143,79,98,109,79,139,259,169,440
20,338,50,106,80,139,110,268,140,230,170,278
21,275,51,81,81,205,111,247,141,270,171,310
22,78,52,47,82,461,112,56,142,202,172,250
23,417,53,136,83,257,113,593,143,40,173,126
24,165,54,162,84,126,114,87,144,88,174,533
25,49,55,86,85,325,115,387,145,453,175,260
26,395,56,224,86,197,116,671,146,67,176,138
27,407,57,229,87,220,117,573,147,71,177,329
28,165,58,148,88,243,118,200,148,119,,
29,197,59,172,89,370,119,150,149,144,,
30,336,60,96,90,140,120,52,150,574,,
