0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
"DELHI,",DELHI,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,139,31,551,61,289,91,337,121,130,151,387,181,86,211,148,241,62,271,392,,,,,,,
2,256,32,605,62,207,92,234,122,206,152,365,182,267,212,395,242,267,272,407,,,,,,,
3,457,33,82,63,205,93,264,123,46,153,299,183,247,213,140,243,609,273,145,,,,,,,
4,667,34,132,64,161,94,380,124,622,154,328,184,142,214,69,244,316,274,390,,,,,,,
5,437,35,284,65,287,95,152,125,19,155,94,185,124,215,85,245,525,275,162,,,,,,,
6,457,36,347,66,149,96,310,126,163,156,145,186,101,216,212,246,179,276,636,,,,,,,
7,56,37,219,67,335,97,168,127,440,157,145,187,208,217,70,247,481,277,418,,,,,,,
8,680,38,542,68,198,98,442,128,146,158,159,188,381,218,510,248,227,278,207,,,,,,,
9,29,39,518,69,302,99,90,129,97,159,619,189,209,219,556,249,357,279,376,,,,,,,
10,33,40,144,70,178,100,413,130,256,160,72,190,561,220,110,250,155,280,203,,,,,,,
11,165,41,149,71,336,101,116,131,377,161,281,191,129,221,593,251,311,281,147,,,,,,,
12,385,42,306,72,63,102,179,132,405,162,101,192,119,222,126,252,101,282,535,,,,,,,
13,321,43,176,73,457,103,312,133,410,163,571,193,161,223,127,253,61,283,415,,,,,,,
14,67,44,246,74,206,104,143,134,252,164,140,194,35,224,161,254,342,284,99,,,,,,,
15,255,45,229,75,150,105,215,135,92,165,91,195,179,225,348,255,29,285,188,,,,,,,
16,75,46,83,76,656,106,173,136,48,166,80,196,63,226,636,256,237,286,129,,,,,,,
17,200,47,45,77,238,107,73,137,160,167,389,197,335,227,154,257,18,287,56,,,,,,,
18,412,48,616,78,246,108,55,138,295,168,339,198,121,228,391,258,262,288,333,,,,,,,
19,493,49,126,79,239,109,50,139,278,169,246,199,290,229,128,259,146,289,107,,,,,,,
20,132,50,354,80,204,110,529,140,245,170,197,200,333,230,366,260,313,290,99,,,,,,,
21,354,51,305,81,105,111,346,141,610,171,102,201,70,231,163,261,664,291,159,,,,,,,
22,256,52,225,82,545,112,170,142,157,172,374,202,591,232,663,262,277,292,113,,,,,,,
23,119,53,569,83,72,113,183,143,74,173,137,203,457,233,186,263,90,293,439,,,,,,,
24,159,54,319,84,374,114,90,144,620,174,479,204,336,234,503,264,488,294,92,,,,,,,
25,385,55,173,85,146,115,209,145,247,175,175,205,264,235,347,265,155,295,141,,,,,,,
26,184,56,89,86,157,116,156,146,68,176,60,206,107,236,231,266,144,296,187,,,,,,,
27,265,57,143,87,209,117,71,147,162,177,592,207,115,237,462,267,87,297,253,,,,,,,
28,553,58,290,88,210,118,350,148,75,178,706,208,244,238,89,268,335,298,389,,,,,,,
29,566,59,199,89,140,119,150,149,218,179,232,209,264,239,147,269,309,299,236,,,,,,,
30,119,60,50,90,253,120,182,150,60,180,655,210,248,240,370,270,167,300,365,,,,,,,
Centre:,200107,LANCERS,CONVENT,SSS,PRASHANT,VIHAR,ROHINI,"DLI,",LANCER`S,CONVENT,SR,SEC,SCHOOL,PRASHANT,VIHAR,OUTER,RING,ROAD,"ROHINI,",DELHI/NEW,NEET,(UG),2024,Page,No.,2
"DELHI,",DELHI,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
301,605,331,373,361,554,391,110,421,115,451,162,481,186,511,292,541,158,571,251,,,,,,,
302,109,332,667,362,75,392,561,422,143,452,253,482,139,512,289,542,86,572,97,,,,,,,
303,252,333,574,363,332,393,152,423,246,453,304,483,466,513,145,543,122,573,265,,,,,,,
304,237,334,69,364,64,394,464,424,430,454,502,484,85,514,168,544,98,574,96,,,,,,,
305,130,335,85,365,511,395,158,425,83,455,104,485,285,515,366,545,280,575,279,,,,,,,
306,631,336,455,366,147,396,161,426,48,456,516,486,105,516,157,546,218,576,251,,,,,,,
307,416,337,120,367,552,397,147,427,96,457,502,487,36,517,170,547,467,577,126,,,,,,,
308,305,338,328,368,101,398,147,428,91,458,388,488,426,518,137,548,76,578,149,,,,,,,
309,196,339,654,369,238,399,408,429,421,459,90,489,29,519,65,549,105,579,192,,,,,,,
310,542,340,187,370,155,400,139,430,152,460,303,490,102,520,301,550,572,580,485,,,,,,,
311,104,341,257,371,243,401,121,431,165,461,163,491,129,521,154,551,570,581,214,,,,,,,
312,288,342,169,372,325,402,279,432,169,462,479,492,112,522,579,552,327,582,601,,,,,,,
313,491,343,151,373,310,403,181,433,482,463,173,493,45,523,456,553,165,583,634,,,,,,,
314,408,344,96,374,125,404,178,434,92,464,69,494,386,524,196,554,153,584,480,,,,,,,
315,266,345,465,375,246,405,213,435,315,465,397,495,164,525,619,555,365,585,173,,,,,,,
316,194,346,251,376,127,406,170,436,296,466,141,496,222,526,234,556,100,586,42,,,,,,,
317,243,347,105,377,606,407,362,437,193,467,172,497,324,527,271,557,27,587,305,,,,,,,
318,251,348,161,378,141,408,327,438,110,468,290,498,118,528,656,558,356,588,141,,,,,,,
319,399,349,42,379,183,409,393,439,285,469,269,499,140,529,234,559,323,589,676,,,,,,,
320,680,350,224,380,261,410,423,440,207,470,282,500,114,530,213,560,422,590,78,,,,,,,
321,98,351,187,381,93,411,492,441,177,471,603,501,367,531,119,561,175,591,498,,,,,,,
322,210,352,448,382,55,412,245,442,197,472,176,502,61,532,131,562,94,592,451,,,,,,,
323,205,353,98,383,607,413,455,443,552,473,41,503,235,533,148,563,204,593,165,,,,,,,
324,280,354,565,384,44,414,545,444,175,474,45,504,264,534,414,564,55,594,548,,,,,,,
325,139,355,186,385,124,415,167,445,141,475,171,505,176,535,148,565,89,595,611,,,,,,,
326,576,356,672,386,345,416,116,446,273,476,143,506,440,536,337,566,308,596,158,,,,,,,
327,202,357,305,387,50,417,389,447,189,477,83,507,150,537,136,567,361,597,618,,,,,,,
328,268,358,226,388,140,418,217,448,524,478,139,508,167,538,620,568,146,598,215,,,,,,,
329,189,359,342,389,120,419,210,449,153,479,40,509,24,539,506,569,332,599,375,,,,,,,
330,314,360,387,390,130,420,298,450,69,480,335,510,85,540,83,570,443,600,512,,,,,,,
Centre:,200107,LANCERS,CONVENT,SSS,PRASHANT,VIHAR,ROHINI,"DLI,",LANCER`S,CONVENT,SR,SEC,SCHOOL,PRASHANT,VIHAR,OUTER,RING,ROAD,"ROHINI,",DELHI/NEW,NEET,(UG),2024,Page,No.,3
"DELHI,",DELHI,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,
601,149,631,246,661,123,691,47,,,,,,,,,,,,,,,,,,,
602,181,632,97,662,333,692,112,,,,,,,,,,,,,,,,,,,
603,285,633,367,663,300,693,351,,,,,,,,,,,,,,,,,,,
604,32,634,191,664,296,694,181,,,,,,,,,,,,,,,,,,,
605,484,635,438,665,324,695,234,,,,,,,,,,,,,,,,,,,
606,114,636,477,666,213,,,,,,,,,,,,,,,,,,,,,
607,86,637,434,667,232,,,,,,,,,,,,,,,,,,,,,
608,85,638,153,668,106,,,,,,,,,,,,,,,,,,,,,
609,217,639,212,669,248,,,,,,,,,,,,,,,,,,,,,
610,70,640,15,670,140,,,,,,,,,,,,,,,,,,,,,
611,142,641,661,671,24,,,,,,,,,,,,,,,,,,,,,
612,293,642,110,672,244,,,,,,,,,,,,,,,,,,,,,
613,152,643,94,673,134,,,,,,,,,,,,,,,,,,,,,
614,464,644,97,674,206,,,,,,,,,,,,,,,,,,,,,
615,504,645,364,675,141,,,,,,,,,,,,,,,,,,,,,
616,28,646,80,676,359,,,,,,,,,,,,,,,,,,,,,
617,120,647,670,677,482,,,,,,,,,,,,,,,,,,,,,
618,96,648,350,678,28,,,,,,,,,,,,,,,,,,,,,
619,187,649,487,679,161,,,,,,,,,,,,,,,,,,,,,
620,89,650,447,680,280,,,,,,,,,,,,,,,,,,,,,
621,597,651,165,681,415,,,,,,,,,,,,,,,,,,,,,
622,153,652,322,682,522,,,,,,,,,,,,,,,,,,,,,
623,199,653,203,683,90,,,,,,,,,,,,,,,,,,,,,
624,50,654,205,684,343,,,,,,,,,,,,,,,,,,,,,
625,95,655,329,685,350,,,,,,,,,,,,,,,,,,,,,
626,535,656,636,686,85,,,,,,,,,,,,,,,,,,,,,
627,125,657,163,687,421,,,,,,,,,,,,,,,,,,,,,
628,30,658,654,688,117,,,,,,,,,,,,,,,,,,,,,
629,359,659,95,689,245,,,,,,,,,,,,,,,,,,,,,
630,44,660,229,690,150,,,,,,,,,,,,,,,,,,,,,
