0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"AHMEDABAD,",GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,116,31,159,61,67,91,138,121,120,151,111,181,360,211,85,241,-5,271,292,,,,,
2,137,32,167,62,182,92,387,122,141,152,157,182,136,212,356,242,75,272,525,,,,,
3,524,33,93,63,72,93,168,123,150,153,119,183,681,213,323,243,209,273,118,,,,,
4,50,34,101,64,310,94,494,124,378,154,165,184,204,214,378,244,560,274,195,,,,,
5,298,35,521,65,302,95,583,125,387,155,37,185,583,215,178,245,288,275,96,,,,,
6,177,36,182,66,5,96,130,126,209,156,86,186,385,216,176,246,171,276,103,,,,,
7,156,37,136,67,666,97,218,127,145,157,224,187,45,217,103,247,287,277,487,,,,,
8,93,38,202,68,374,98,215,128,448,158,520,188,68,218,298,248,323,278,167,,,,,
9,103,39,214,69,530,99,105,129,142,159,528,189,238,219,273,249,74,279,275,,,,,
10,174,40,120,70,129,100,56,130,284,160,367,190,393,220,200,250,96,280,215,,,,,
11,168,41,339,71,238,101,57,131,246,161,70,191,36,221,290,251,100,281,152,,,,,
12,91,42,88,72,159,102,150,132,122,162,254,192,252,222,501,252,128,282,124,,,,,
13,237,43,81,73,252,103,212,133,287,163,330,193,191,223,110,253,141,283,607,,,,,
14,111,44,191,74,123,104,499,134,68,164,138,194,85,224,115,254,350,284,245,,,,,
15,151,45,95,75,474,105,172,135,202,165,181,195,101,225,307,255,57,285,138,,,,,
16,161,46,48,76,332,106,427,136,311,166,545,196,434,226,110,256,267,286,497,,,,,
17,135,47,121,77,86,107,437,137,193,167,171,197,302,227,141,257,115,287,399,,,,,
18,219,48,226,78,118,108,214,138,78,168,41,198,210,228,371,258,255,288,184,,,,,
19,169,49,519,79,472,109,88,139,157,169,57,199,60,229,170,259,383,289,200,,,,,
