0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MAHARASHTRA,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,190,31,206,61,152,91,8,121,87,151,155,181,407,211,254
2,56,32,138,62,95,92,280,122,622,152,245,182,142,212,67
3,40,33,145,63,74,93,297,123,54,153,277,183,562,213,20
4,518,34,263,64,25,94,143,124,290,154,251,184,190,214,116
5,10,35,282,65,111,95,14,125,334,155,31,185,51,215,84
6,188,36,77,66,149,96,72,126,56,156,100,186,87,216,15
7,36,37,236,67,104,97,84,127,-2,157,445,187,132,217,299
8,45,38,84,68,258,98,70,128,115,158,18,188,138,218,251
9,50,39,163,69,488,99,47,129,45,159,53,189,42,219,471
10,71,40,73,70,364,100,35,130,350,160,154,190,202,220,6
11,139,41,138,71,502,101,435,131,175,161,109,191,79,221,509
12,572,42,161,72,110,102,213,132,166,162,159,192,57,222,123
13,206,43,56,73,81,103,68,133,35,163,451,193,112,223,390
14,214,44,373,74,195,104,338,134,296,164,79,194,395,224,461
15,64,45,415,75,94,105,160,135,318,165,45,195,78,225,359
16,132,46,45,76,258,106,154,136,235,166,106,196,-3,226,198
17,111,47,199,77,35,107,108,137,96,167,115,197,61,227,15
18,108,48,48,78,323,108,514,138,481,168,14,198,16,228,195
19,289,49,73,79,70,109,60,139,184,169,140,199,267,229,675
20,105,50,271,80,251,110,18,140,77,170,329,200,238,230,20
21,89,51,403,81,222,111,160,141,382,171,104,201,370,231,124
22,59,52,104,82,411,112,512,142,-21,172,43,202,27,232,54
23,41,53,85,83,119,113,66,143,200,173,92,203,177,233,350
24,78,54,454,84,588,114,104,144,123,174,255,204,59,234,456
25,28,55,63,85,139,115,95,145,106,175,364,205,76,235,155
26,208,56,11,86,53,116,512,146,210,176,75,206,54,,
27,68,57,96,87,37,117,66,147,98,177,40,207,82,,
28,13,58,73,88,370,118,177,148,66,178,640,208,105,,
29,443,59,378,89,453,119,378,149,18,179,7,209,538,,
30,46,60,62,90,281,120,195,150,-33,180,133,210,27,,
