0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,351,31,22,61,64,91,52,121,81,151,78,181,199
2,137,32,70,62,431,92,55,122,129,152,31,182,20
3,670,33,198,63,42,93,211,123,223,153,97,183,10
4,124,34,80,64,35,94,72,124,165,154,55,184,80
5,137,35,115,65,107,95,104,125,197,155,67,185,49
6,55,36,-10,66,156,96,580,126,40,156,26,186,26
7,213,37,45,67,72,97,37,127,100,157,184,187,78
8,100,38,125,68,105,98,205,128,84,158,104,188,40
9,338,39,48,69,123,99,12,129,49,159,26,189,83
10,50,40,39,70,48,100,15,130,51,160,45,190,36
11,26,41,159,71,49,101,108,131,264,161,618,191,37
12,36,42,135,72,257,102,43,132,70,162,21,192,36
13,153,43,25,73,60,103,142,133,64,163,480,193,91
14,72,44,60,74,90,104,53,134,32,164,83,194,152
15,50,45,176,75,141,105,64,135,136,165,39,,
16,63,46,227,76,80,106,100,136,7,166,137,,
17,118,47,105,77,445,107,107,137,32,167,35,,
18,99,48,72,78,138,108,76,138,30,168,277,,
19,5,49,95,79,112,109,120,139,8,169,80,,
20,186,50,26,80,248,110,219,140,55,170,156,,
21,209,51,414,81,200,111,45,141,40,171,87,,
22,56,52,37,82,432,112,91,142,90,172,57,,
23,58,53,44,83,120,113,67,143,100,173,31,,
24,79,54,32,84,650,114,46,144,447,174,131,,
25,209,55,32,85,55,115,30,145,368,175,100,,
26,70,56,220,86,39,116,81,146,87,176,100,,
27,92,57,50,87,126,117,16,147,136,177,100,,
28,216,58,19,88,120,118,77,148,140,178,88,,
29,246,59,65,89,173,119,70,149,57,179,335,,
30,197,60,64,90,326,120,115,150,104,180,90,,
