0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"PORT,","CUDDALORE,",TAMIL,NADU,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,95,31,91,61,87,91,55,121,125,151,70,181,70,211,191,241,78
2,424,32,12,62,35,92,114,122,53,152,474,182,77,212,84,242,105
3,132,33,132,63,131,93,282,123,95,153,183,183,-5,213,175,243,20
4,125,34,94,64,92,94,343,124,84,154,112,184,29,214,74,244,75
5,464,35,39,65,73,95,70,125,125,155,54,185,266,215,406,245,127
6,136,36,289,66,112,96,401,126,79,156,80,186,97,216,79,246,170
7,60,37,278,67,71,97,65,127,51,157,175,187,80,217,82,247,55
8,95,38,64,68,136,98,60,128,50,158,155,188,362,218,55,248,63
9,84,39,87,69,130,99,174,129,118,159,69,189,135,219,70,249,85
10,82,40,388,70,86,100,53,130,93,160,125,190,110,220,85,250,188
11,234,41,206,71,297,101,53,131,239,161,131,191,151,221,85,251,187
12,91,42,48,72,184,102,332,132,77,162,58,192,95,222,143,252,182
13,112,43,162,73,24,103,22,133,46,163,130,193,112,223,71,253,60
14,158,44,68,74,5,104,83,134,38,164,98,194,56,224,101,254,65
15,73,45,133,75,169,105,346,135,94,165,630,195,137,225,116,255,162
16,63,46,47,76,386,106,159,136,64,166,86,196,58,226,78,256,397
17,188,47,39,77,50,107,195,137,70,167,97,197,118,227,505,257,279
18,45,48,127,78,65,108,70,138,137,168,135,198,30,228,126,258,187
19,20,49,83,79,75,109,71,139,311,169,148,199,141,229,53,259,91
20,30,50,145,80,95,110,85,140,45,170,130,200,43,230,143,260,72
21,85,51,583,81,18,111,247,141,25,171,96,201,264,231,30,261,50
22,150,52,105,82,410,112,155,142,115,172,92,202,69,232,242,262,127
23,161,53,94,83,207,113,97,143,71,173,28,203,75,233,-28,263,64
24,71,54,41,84,300,114,20,144,76,174,50,204,74,234,110,,
25,67,55,64,85,465,115,256,145,89,175,305,205,75,235,120,,
26,356,56,114,86,70,116,63,146,300,176,12,206,516,236,54,,
27,81,57,130,87,46,117,44,147,17,177,55,207,163,237,113,,
28,437,58,46,88,30,118,292,148,175,178,251,208,303,238,226,,
29,433,59,106,89,67,119,86,149,60,179,145,209,584,239,72,,
30,118,60,27,90,47,120,148,150,107,180,81,210,85,240,277,,
