0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,18,31,189,61,223,91,90,121,209,151,137,181,55,211,254,241,154,271,269,,,,,,,
2,128,32,189,62,89,92,115,122,105,152,203,182,48,212,157,242,316,272,62,,,,,,,
3,368,33,620,63,152,93,27,123,117,153,101,183,77,213,91,243,373,273,534,,,,,,,
4,165,34,70,64,40,94,56,124,310,154,10,184,485,214,525,244,457,274,83,,,,,,,
5,45,35,146,65,516,95,278,125,22,155,70,185,84,215,168,245,166,275,87,,,,,,,
6,245,36,345,66,289,96,124,126,41,156,84,186,111,216,108,246,19,276,109,,,,,,,
7,43,37,256,67,234,97,110,127,510,157,276,187,204,217,413,247,23,277,237,,,,,,,
8,64,38,146,68,122,98,378,128,102,158,145,188,131,218,32,248,20,278,80,,,,,,,
9,-15,39,90,69,233,99,120,129,39,159,267,189,254,219,50,249,420,279,90,,,,,,,
10,175,40,77,70,120,100,26,130,11,160,427,190,49,220,361,250,75,280,173,,,,,,,
11,63,41,182,71,53,101,50,131,179,161,185,191,511,221,247,251,444,281,190,,,,,,,
12,456,42,27,72,77,102,125,132,80,162,200,192,320,222,614,252,46,282,60,,,,,,,
13,85,43,369,73,154,103,110,133,108,163,75,193,70,223,112,253,145,283,126,,,,,,,
14,289,44,83,74,621,104,296,134,112,164,68,194,43,224,272,254,80,284,87,,,,,,,
15,241,45,538,75,119,105,53,135,134,165,42,195,207,225,251,255,37,285,448,,,,,,,
16,277,46,242,76,141,106,629,136,374,166,58,196,134,226,311,256,297,286,143,,,,,,,
17,331,47,422,77,64,107,105,137,60,167,47,197,-19,227,187,257,95,287,257,,,,,,,
18,43,48,113,78,550,108,511,138,305,168,122,198,31,228,132,258,214,288,41,,,,,,,
19,84,49,256,79,27,109,130,139,383,169,201,199,220,229,345,259,31,289,138,,,,,,,
20,49,50,31,80,114,110,155,140,166,170,130,200,497,230,422,260,528,290,102,,,,,,,
21,413,51,423,81,375,111,278,141,51,171,56,201,457,231,68,261,478,291,84,,,,,,,
22,227,52,35,82,113,112,422,142,125,172,94,202,69,232,162,262,426,292,9,,,,,,,
23,581,53,41,83,161,113,326,143,55,173,109,203,303,233,657,263,149,293,35,,,,,,,
24,82,54,392,84,242,114,293,144,77,174,114,204,41,234,456,264,83,294,149,,,,,,,
25,104,55,143,85,191,115,112,145,168,175,175,205,39,235,181,265,161,295,185,,,,,,,
26,203,56,249,86,301,116,459,146,205,176,434,206,256,236,350,266,89,296,191,,,,,,,
27,30,57,62,87,155,117,257,147,213,177,241,207,140,237,202,267,282,297,43,,,,,,,
28,40,58,146,88,22,118,150,148,499,178,221,208,273,238,46,268,130,298,60,,,,,,,
29,34,59,369,89,199,119,78,149,125,179,469,209,240,239,43,269,215,299,111,,,,,,,
30,107,60,139,90,471,120,180,150,51,180,312,210,372,240,55,270,108,300,409,,,,,,,
Centre:,311120,MODERN,"SCHOOL,",OPP,SUNDER,BISCUIT,FACTORY,8TH,MILES,STONE,VIDYA,NAGAR,KORADI,ROAD,BOKHARA,NAGPUR,441,"111,","NAGPUR,",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,
301,105,331,107,361,80,391,292,421,522,451,453,,,,,,,,,,,,,,,
302,150,332,93,362,261,392,56,422,481,452,286,,,,,,,,,,,,,,,
303,287,333,159,363,111,393,227,423,388,453,60,,,,,,,,,,,,,,,
304,262,334,81,364,29,394,578,424,93,454,102,,,,,,,,,,,,,,,
305,110,335,311,365,297,395,184,425,51,455,10,,,,,,,,,,,,,,,
306,20,336,226,366,252,396,591,426,179,456,232,,,,,,,,,,,,,,,
307,331,337,24,367,218,397,132,427,564,457,154,,,,,,,,,,,,,,,
308,434,338,380,368,156,398,142,428,386,458,563,,,,,,,,,,,,,,,
309,36,339,290,369,666,399,294,429,128,459,283,,,,,,,,,,,,,,,
310,157,340,322,370,543,400,238,430,120,460,720,,,,,,,,,,,,,,,
311,546,341,57,371,16,401,292,431,58,461,172,,,,,,,,,,,,,,,
312,54,342,219,372,353,402,273,432,59,462,119,,,,,,,,,,,,,,,
313,210,343,106,373,395,403,234,433,494,463,336,,,,,,,,,,,,,,,
314,107,344,285,374,140,404,198,434,459,464,121,,,,,,,,,,,,,,,
315,459,345,531,375,178,405,20,435,29,,,,,,,,,,,,,,,,,
316,631,346,286,376,174,406,401,436,179,,,,,,,,,,,,,,,,,
317,100,347,59,377,147,407,191,437,457,,,,,,,,,,,,,,,,,
318,110,348,152,378,135,408,73,438,173,,,,,,,,,,,,,,,,,
319,95,349,645,379,645,409,210,439,172,,,,,,,,,,,,,,,,,
320,395,350,516,380,83,410,171,440,66,,,,,,,,,,,,,,,,,
321,260,351,31,381,114,411,142,441,44,,,,,,,,,,,,,,,,,
322,267,352,202,382,75,412,39,442,20,,,,,,,,,,,,,,,,,
323,43,353,480,383,260,413,652,443,173,,,,,,,,,,,,,,,,,
324,293,354,95,384,217,414,124,444,260,,,,,,,,,,,,,,,,,
325,229,355,409,385,234,415,129,445,111,,,,,,,,,,,,,,,,,
326,110,356,452,386,103,416,43,446,339,,,,,,,,,,,,,,,,,
327,140,357,46,387,201,417,166,447,13,,,,,,,,,,,,,,,,,
328,89,358,146,388,175,418,81,448,148,,,,,,,,,,,,,,,,,
329,42,359,285,389,257,419,59,449,76,,,,,,,,,,,,,,,,,
330,99,360,502,390,123,420,99,450,145,,,,,,,,,,,,,,,,,
