0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,169,31,92,61,46,91,94,121,68,151,84
2,421,32,103,62,413,92,6,122,307,152,44
3,316,33,419,63,55,93,191,123,53,153,65
4,55,34,228,64,99,94,152,124,44,154,90
5,160,35,191,65,235,95,24,125,174,155,398
6,140,36,249,66,206,96,168,126,119,156,362
7,-15,37,120,67,272,97,68,127,142,157,69
8,143,38,151,68,66,98,81,128,405,158,117
9,252,39,64,69,93,99,313,129,650,159,140
10,447,40,103,70,70,100,266,130,279,160,137
11,190,41,304,71,190,101,64,131,60,161,235
12,98,42,260,72,303,102,69,132,71,162,183
13,410,43,86,73,11,103,473,133,302,163,132
14,245,44,28,74,402,104,518,134,397,164,128
15,55,45,232,75,49,105,96,135,197,165,96
16,599,46,365,76,119,106,271,136,548,,
17,337,47,553,77,16,107,382,137,310,,
18,32,48,238,78,73,108,181,138,90,,
19,5,49,229,79,258,109,316,139,307,,
20,140,50,15,80,63,110,300,140,346,,
21,452,51,107,81,450,111,213,141,52,,
22,385,52,330,82,258,112,25,142,104,,
23,299,53,519,83,218,113,196,143,334,,
24,66,54,323,84,152,114,281,144,37,,
25,28,55,83,85,398,115,498,145,217,,
26,295,56,204,86,337,116,309,146,409,,
27,67,57,35,87,79,117,80,147,75,,
28,487,58,99,88,50,118,198,148,209,,
29,41,59,349,89,250,119,104,149,388,,
30,450,60,137,90,150,120,70,150,8,,
