0,1,2,3,4,5,6,7,8,9,10,11,12,13
PRADESH,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,47,31,216,61,40,91,112,121,98,151,94,181,47
2,25,32,21,62,40,92,45,122,28,152,79,182,202
3,48,33,148,63,25,93,-16,123,35,153,62,183,202
4,61,34,51,64,72,94,42,124,80,154,75,,
5,45,35,187,65,125,95,60,125,89,155,62,,
6,105,36,116,66,55,96,79,126,84,156,30,,
7,43,37,309,67,70,97,45,127,49,157,66,,
8,47,38,113,68,70,98,133,128,50,158,57,,
9,47,39,230,69,68,99,31,129,52,159,145,,
10,79,40,90,70,147,100,39,130,37,160,159,,
11,120,41,88,71,95,101,101,131,100,161,197,,
12,49,42,184,72,80,102,43,132,155,162,186,,
13,108,43,81,73,153,103,42,133,45,163,75,,
14,60,44,45,74,111,104,77,134,42,164,91,,
15,16,45,55,75,126,105,256,135,196,165,0,,
16,111,46,148,76,57,106,155,136,103,166,87,,
17,47,47,75,77,331,107,176,137,212,167,64,,
18,45,48,89,78,66,108,73,138,37,168,27,,
19,45,49,80,79,42,109,316,139,93,169,155,,
20,66,50,57,80,222,110,32,140,60,170,29,,
21,18,51,90,81,72,111,80,141,71,171,189,,
22,153,52,90,82,102,112,85,142,60,172,168,,
23,171,53,120,83,50,113,167,143,114,173,187,,
24,66,54,55,84,177,114,32,144,20,174,65,,
25,41,55,191,85,56,115,95,145,46,175,30,,
26,100,56,346,86,26,116,26,146,63,176,74,,
27,69,57,73,87,60,117,95,147,60,177,19,,
28,145,58,80,88,55,118,40,148,62,178,85,,
29,44,59,188,89,320,119,215,149,63,179,66,,
30,37,60,26,90,345,120,229,150,100,180,66,,
