0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
ANDHRA,"PRADESH-533107.,","RAJAHMUNDRY,",ANDHRA,PRADESH,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,228,31,121,61,182,91,98,121,108,151,402,181,280,211,637,241,115,271,70,
2,129,32,142,62,462,92,139,122,277,152,371,182,55,212,-15,242,370,272,285,
3,163,33,554,63,572,93,544,123,360,153,305,183,73,213,299,243,564,273,70,
4,473,34,37,64,428,94,219,124,185,154,226,184,54,214,587,244,353,274,351,
5,434,35,47,65,64,95,200,125,497,155,433,185,289,215,339,245,113,275,286,
6,407,36,276,66,156,96,124,126,520,156,104,186,213,216,67,246,37,276,44,
7,212,37,80,67,232,97,455,127,242,157,74,187,365,217,249,247,88,277,32,
8,57,38,465,68,37,98,107,128,162,158,455,188,53,218,259,248,516,278,570,
9,97,39,117,69,107,99,209,129,43,159,225,189,101,219,343,249,533,279,148,
10,235,40,171,70,319,100,111,130,306,160,531,190,615,220,209,250,577,280,490,
11,234,41,498,71,101,101,617,131,289,161,249,191,69,221,444,251,203,281,34,
12,280,42,152,72,552,102,131,132,483,162,300,192,359,222,589,252,156,282,473,
13,286,43,573,73,559,103,236,133,135,163,279,193,92,223,578,253,104,283,73,
14,72,44,601,74,175,104,390,134,83,164,71,194,190,224,589,254,156,284,404,
15,389,45,52,75,87,105,119,135,226,165,107,195,194,225,417,255,67,285,187,
16,676,46,141,76,211,106,108,136,363,166,148,196,118,226,38,256,91,286,417,
17,115,47,250,77,487,107,194,137,181,167,216,197,352,227,61,257,510,287,274,
18,287,48,228,78,346,108,592,138,256,168,108,198,110,228,122,258,25,288,227,
19,277,49,182,79,120,109,390,139,123,169,79,199,5,229,212,259,441,289,182,
20,297,50,261,80,342,110,84,140,75,170,525,200,300,230,273,260,25,290,344,
21,65,51,50,81,353,111,356,141,52,171,216,201,95,231,116,261,219,291,168,
22,126,52,94,82,35,112,53,142,506,172,326,202,58,232,241,262,481,292,303,
23,91,53,85,83,292,113,129,143,110,173,235,203,23,233,136,263,20,293,339,
24,25,54,42,84,517,114,319,144,283,174,72,204,259,234,448,264,20,294,151,
25,690,55,91,85,72,115,267,145,245,175,680,205,87,235,251,265,264,295,229,
26,427,56,500,86,154,116,93,146,458,176,301,206,43,236,298,266,175,296,41,
27,75,57,90,87,48,117,414,147,220,177,80,207,427,237,288,267,205,297,135,
28,194,58,358,88,125,118,63,148,35,178,94,208,640,238,114,268,346,298,449,
29,256,59,210,89,340,119,352,149,242,179,113,209,342,239,40,269,431,299,556,
30,181,60,61,90,400,120,149,150,89,180,78,210,70,240,170,270,571,300,122,
Centre:,122401,RAJAMAHENDRI,INSTITUTE,OF,ENGINEERING,AND,"TECHNOLOGY,",BHOOPALAPATANM,NEAR,PIDIMGOYYI,RAJAHMUNDRY,EAST,GODAVARI,DISTRICT,NEET,(UG),2024,Page,No.,2
ANDHRA,"PRADESH-533107.,","RAJAHMUNDRY,",ANDHRA,PRADESH,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
301,276,331,276,361,78,391,385,421,120,451,269,481,622,511,591,,,,,
302,313,332,71,362,492,392,126,422,445,452,137,482,375,512,40,,,,,
303,315,333,459,363,86,393,88,423,146,453,70,483,99,513,563,,,,,
304,90,334,631,364,78,394,148,424,399,454,119,484,525,514,184,,,,,
305,86,335,136,365,554,395,655,425,331,455,193,485,555,515,407,,,,,
306,97,336,565,366,179,396,295,426,363,456,639,486,517,516,162,,,,,
307,379,337,155,367,187,397,354,427,370,457,352,487,427,,,,,,,
308,451,338,252,368,255,398,57,428,106,458,242,488,144,,,,,,,
309,240,339,222,369,61,399,82,429,76,459,485,489,497,,,,,,,
310,563,340,320,370,465,400,107,430,255,460,105,490,225,,,,,,,
311,92,341,618,371,72,401,221,431,399,461,154,491,208,,,,,,,
312,115,342,540,372,459,402,503,432,242,462,480,492,111,,,,,,,
313,100,343,55,373,142,403,158,433,85,463,258,493,139,,,,,,,
314,196,344,67,374,39,404,325,434,514,464,51,494,461,,,,,,,
315,132,345,31,375,546,405,339,435,115,465,343,495,254,,,,,,,
316,308,346,426,376,84,406,66,436,186,466,112,496,221,,,,,,,
317,612,347,25,377,0,407,66,437,605,467,450,497,199,,,,,,,
318,225,348,404,378,349,408,204,438,248,468,416,498,35,,,,,,,
319,199,349,161,379,134,409,420,439,101,469,89,499,430,,,,,,,
320,206,350,70,380,245,410,103,440,419,470,373,500,5,,,,,,,
321,634,351,97,381,594,411,379,441,-16,471,45,501,-10,,,,,,,
322,130,352,93,382,303,412,403,442,436,472,113,502,365,,,,,,,
323,185,353,465,383,545,413,608,443,134,473,423,503,296,,,,,,,
324,637,354,41,384,487,414,632,444,236,474,279,504,166,,,,,,,
325,590,355,140,385,548,415,599,445,431,475,280,505,150,,,,,,,
326,40,356,145,386,596,416,595,446,326,476,598,506,118,,,,,,,
327,120,357,348,387,130,417,364,447,72,477,74,507,511,,,,,,,
328,127,358,401,388,177,418,50,448,115,478,427,508,484,,,,,,,
329,425,359,161,389,345,419,541,449,97,479,347,509,136,,,,,,,
330,306,360,468,390,30,420,97,450,300,480,416,510,172,,,,,,,
