0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"NALANDA,",BIHAR,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,342,31,159,61,316,91,156,121,212,151,69,181,188,211,332,241,260,271,221,,,,
2,46,32,81,62,95,92,450,122,85,152,304,182,99,212,630,242,74,272,261,,,,
3,310,33,516,63,30,93,126,123,316,153,111,183,89,213,191,243,337,273,188,,,,
4,515,34,249,64,235,94,69,124,123,154,67,184,58,214,118,244,265,274,108,,,,
5,70,35,130,65,139,95,35,125,455,155,113,185,72,215,253,245,174,275,349,,,,
6,61,36,46,66,170,96,108,126,484,156,396,186,471,216,11,246,52,276,55,,,,
7,65,37,154,67,152,97,133,127,166,157,185,187,263,217,680,247,55,277,174,,,,
8,46,38,108,68,112,98,56,128,71,158,167,188,405,218,168,248,88,278,552,,,,
9,73,39,130,69,262,99,101,129,354,159,146,189,39,219,305,249,377,279,102,,,,
10,157,40,46,70,260,100,105,130,165,160,91,190,405,220,29,250,347,280,129,,,,
11,223,41,320,71,17,101,24,131,9,161,157,191,550,221,251,251,137,281,219,,,,
12,153,42,47,72,60,102,270,132,182,162,241,192,123,222,494,252,180,282,11,,,,
13,303,43,584,73,84,103,60,133,248,163,135,193,67,223,195,253,564,283,185,,,,
14,175,44,206,74,43,104,92,134,177,164,70,194,95,224,143,254,36,284,416,,,,
15,31,45,176,75,93,105,294,135,56,165,68,195,280,225,90,255,76,285,99,,,,
16,125,46,631,76,287,106,78,136,306,166,227,196,138,226,281,256,147,286,173,,,,
17,89,47,644,77,158,107,469,137,45,167,504,197,38,227,600,257,286,287,197,,,,
18,46,48,126,78,-15,108,196,138,110,168,75,198,262,228,446,258,129,288,442,,,,
19,408,49,322,79,327,109,161,139,180,169,-8,199,193,229,12,259,261,289,85,,,,
20,267,50,185,80,419,110,2,140,418,170,465,200,153,230,206,260,65,290,42,,,,
21,195,51,151,81,217,111,406,141,224,171,134,201,71,231,287,261,497,291,152,,,,
22,142,52,262,82,468,112,102,142,392,172,250,202,318,232,472,262,99,292,20,,,,
23,139,53,305,83,106,113,118,143,85,173,83,203,633,233,553,263,165,293,131,,,,
24,159,54,384,84,72,114,70,144,299,174,385,204,465,234,568,264,110,294,333,,,,
25,307,55,55,85,19,115,99,145,105,175,133,205,81,235,230,265,66,295,155,,,,
26,47,56,524,86,423,116,64,146,79,176,175,206,482,236,308,266,156,296,129,,,,
27,56,57,251,87,55,117,500,147,656,177,123,207,85,237,94,267,164,297,91,,,,
28,68,58,88,88,311,118,53,148,315,178,-5,208,134,238,46,268,14,298,206,,,,
29,187,59,30,89,64,119,140,149,487,179,661,209,99,239,180,269,124,299,377,,,,
30,324,60,658,90,422,120,104,150,179,180,138,210,171,240,197,270,67,300,503,,,,
Centre:,150504,SADAR,ALAM,MEMORIAL,SECONDARY,"SCHOOL,",SADAR,ALAM,MEMORIAL,SECONDARY,SCHOOL,MOHANPUR,DINKAR,NAGAR,NALANDA,PIN,"803111,",NEET,(UG),2024,Page,No.,2
"NALANDA,",BIHAR,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,53,331,35,361,220,391,239,421,158,451,52,481,408,,,,,,,,,,
302,344,332,257,362,262,392,256,422,55,452,387,482,90,,,,,,,,,,
303,189,333,112,363,236,393,553,423,370,453,125,483,81,,,,,,,,,,
304,101,334,219,364,18,394,43,424,53,454,152,484,53,,,,,,,,,,
305,380,335,358,365,116,395,373,425,672,455,142,485,513,,,,,,,,,,
306,262,336,61,366,55,396,347,426,497,456,271,486,120,,,,,,,,,,
307,214,337,95,367,22,397,78,427,430,457,60,487,39,,,,,,,,,,
308,182,338,22,368,186,398,94,428,110,458,85,488,169,,,,,,,,,,
309,68,339,162,369,-9,399,121,429,12,459,46,489,100,,,,,,,,,,
310,119,340,56,370,40,400,55,430,235,460,61,490,164,,,,,,,,,,
311,420,341,666,371,173,401,148,431,438,461,126,491,74,,,,,,,,,,
312,571,342,537,372,112,402,506,432,174,462,105,,,,,,,,,,,,
313,151,343,375,373,120,403,68,433,249,463,110,,,,,,,,,,,,
314,53,344,175,374,257,404,314,434,82,464,125,,,,,,,,,,,,
315,90,345,74,375,466,405,422,435,124,465,153,,,,,,,,,,,,
316,190,346,38,376,56,406,317,436,30,466,312,,,,,,,,,,,,
317,484,347,201,377,123,407,579,437,220,467,74,,,,,,,,,,,,
318,607,348,97,378,145,408,601,438,80,468,94,,,,,,,,,,,,
319,510,349,69,379,89,409,140,439,218,469,381,,,,,,,,,,,,
320,3,350,99,380,190,410,97,440,123,470,249,,,,,,,,,,,,
321,87,351,601,381,156,411,204,441,498,471,505,,,,,,,,,,,,
322,594,352,175,382,420,412,31,442,181,472,120,,,,,,,,,,,,
323,147,353,501,383,427,413,321,443,133,473,419,,,,,,,,,,,,
324,581,354,133,384,527,414,59,444,169,474,173,,,,,,,,,,,,
325,186,355,140,385,684,415,105,445,95,475,112,,,,,,,,,,,,
326,233,356,271,386,-24,416,145,446,291,476,86,,,,,,,,,,,,
327,108,357,309,387,24,417,79,447,191,477,379,,,,,,,,,,,,
328,83,358,244,388,95,418,222,448,114,478,45,,,,,,,,,,,,
329,248,359,186,389,73,419,99,449,160,479,50,,,,,,,,,,,,
330,29,360,550,390,48,420,254,450,-3,480,680,,,,,,,,,,,,
