0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,115,31,290,61,25,91,289,121,83,151,55,181,110,211,97,241,254,271,646,
2,53,32,78,62,45,92,43,122,539,152,407,182,115,212,155,242,345,272,446,
3,234,33,197,63,225,93,609,123,21,153,41,183,256,213,260,243,474,273,44,
4,10,34,378,64,395,94,99,124,152,154,89,184,35,214,256,244,40,274,172,
5,70,35,167,65,62,95,38,125,13,155,15,185,130,215,48,245,316,275,197,
6,110,36,167,66,136,96,2,126,-4,156,59,186,284,216,240,246,267,276,207,
7,60,37,39,67,106,97,210,127,136,157,206,187,396,217,120,247,314,277,420,
8,163,38,93,68,64,98,255,128,522,158,123,188,451,218,290,248,350,278,149,
9,311,39,125,69,365,99,337,129,97,159,360,189,98,219,177,249,177,279,42,
10,85,40,158,70,67,100,76,130,65,160,77,190,55,220,263,250,272,280,64,
11,178,41,70,71,218,101,104,131,681,161,27,191,85,221,181,251,-20,281,453,
12,133,42,78,72,43,102,70,132,574,162,149,192,329,222,125,252,461,282,166,
13,355,43,118,73,561,103,36,133,201,163,37,193,127,223,141,253,427,283,321,
14,111,44,224,74,90,104,65,134,193,164,235,194,415,224,288,254,106,284,185,
15,44,45,173,75,55,105,591,135,496,165,-4,195,125,225,146,255,243,285,115,
16,230,46,163,76,133,106,45,136,536,166,303,196,89,226,115,256,96,286,87,
17,88,47,569,77,11,107,379,137,223,167,51,197,211,227,5,257,211,287,80,
18,110,48,96,78,396,108,418,138,102,168,284,198,406,228,299,258,161,288,78,
19,123,49,332,79,437,109,482,139,397,169,133,199,137,229,45,259,13,289,487,
20,205,50,192,80,106,110,45,140,206,170,24,200,62,230,94,260,37,290,155,
21,398,51,69,81,381,111,35,141,105,171,50,201,212,231,40,261,37,291,266,
22,495,52,65,82,145,112,25,142,101,172,70,202,347,232,210,262,367,292,86,
23,50,53,80,83,127,113,146,143,330,173,417,203,354,233,426,263,148,293,149,
24,572,54,130,84,181,114,335,144,98,174,197,204,35,234,118,264,253,294,572,
25,301,55,74,85,125,115,264,145,76,175,531,205,195,235,336,265,175,295,281,
26,140,56,56,86,62,116,74,146,111,176,-10,206,64,236,55,266,48,296,214,
27,102,57,578,87,50,117,417,147,161,177,27,207,168,237,38,267,347,297,199,
28,-12,58,0,88,157,118,60,148,132,178,229,208,209,238,195,268,63,298,164,
29,20,59,98,89,305,119,-2,149,230,179,182,209,319,239,115,269,341,299,80,
30,89,60,256,90,210,120,85,150,150,180,612,210,5,240,311,270,407,300,50,
Centre:,310418,SHIVCHHATRAPATI,"COLLEGE,","AURANGABAD,",N-3,CIDCO,CIDCO,NEAR,HIGH,"COURT,","AURANGABAD,",AURANGABAD,"(MR),",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,77,331,80,361,45,391,184,421,428,451,428,,,,,,,,,
302,618,332,39,362,128,392,7,422,101,452,205,,,,,,,,,
303,57,333,122,363,97,393,574,423,239,453,182,,,,,,,,,
304,53,334,69,364,509,394,136,424,21,454,159,,,,,,,,,
305,-3,335,58,365,87,395,25,425,332,455,64,,,,,,,,,
306,277,336,67,366,217,396,28,426,15,456,59,,,,,,,,,
307,218,337,141,367,21,397,304,427,453,457,326,,,,,,,,,
308,45,338,95,368,142,398,206,428,15,458,331,,,,,,,,,
309,46,339,30,369,225,399,469,429,192,459,125,,,,,,,,,
310,162,340,272,370,105,400,317,430,279,460,333,,,,,,,,,
311,184,341,32,371,196,401,83,431,224,461,160,,,,,,,,,
312,55,342,514,372,50,402,395,432,56,462,438,,,,,,,,,
313,47,343,210,373,109,403,340,433,25,463,64,,,,,,,,,
314,690,344,665,374,177,404,32,434,104,464,93,,,,,,,,,
315,22,345,106,375,314,405,69,435,262,465,374,,,,,,,,,
316,174,346,182,376,82,406,135,436,115,466,135,,,,,,,,,
317,85,347,272,377,62,407,104,437,88,467,75,,,,,,,,,
318,58,348,8,378,49,408,127,438,202,468,252,,,,,,,,,
319,200,349,390,379,121,409,54,439,311,469,115,,,,,,,,,
320,109,350,42,380,35,410,493,440,63,470,121,,,,,,,,,
321,71,351,96,381,176,411,101,441,82,471,311,,,,,,,,,
322,25,352,79,382,41,412,491,442,114,472,425,,,,,,,,,
323,261,353,586,383,163,413,249,443,88,473,165,,,,,,,,,
324,66,354,113,384,152,414,230,444,95,474,118,,,,,,,,,
325,122,355,180,385,188,415,118,445,136,,,,,,,,,,,
326,155,356,226,386,47,416,287,446,605,,,,,,,,,,,
327,70,357,34,387,213,417,344,447,213,,,,,,,,,,,
328,157,358,57,388,83,418,175,448,613,,,,,,,,,,,
329,176,359,332,389,296,419,85,449,356,,,,,,,,,,,
330,379,360,272,390,422,420,282,450,470,,,,,,,,,,,
