0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,133,31,165,61,34,91,161,121,358,151,161,181,228,211,157
2,177,32,457,62,174,92,203,122,213,152,177,182,49,212,341
3,48,33,60,63,23,93,74,123,1,153,95,183,165,213,15
4,256,34,175,64,153,94,343,124,18,154,109,184,67,214,617
5,212,35,517,65,406,95,333,125,123,155,121,185,277,215,508
6,119,36,38,66,179,96,147,126,257,156,42,186,153,216,76
7,102,37,235,67,95,97,109,127,280,157,141,187,230,217,33
8,14,38,84,68,125,98,459,128,239,158,134,188,286,218,299
9,144,39,43,69,64,99,516,129,118,159,94,189,80,219,94
10,192,40,326,70,214,100,64,130,125,160,294,190,108,220,199
11,438,41,269,71,275,101,96,131,501,161,219,191,284,221,165
12,501,42,122,72,219,102,129,132,81,162,220,192,197,222,77
13,189,43,33,73,232,103,275,133,170,163,261,193,409,223,442
14,104,44,115,74,50,104,66,134,317,164,547,194,200,224,185
15,334,45,-56,75,198,105,82,135,417,165,183,195,421,225,123
16,102,46,43,76,250,106,44,136,275,166,227,196,178,226,282
17,397,47,239,77,186,107,454,137,91,167,152,197,216,227,196
18,190,48,40,78,205,108,525,138,123,168,72,198,115,228,198
19,15,49,50,79,52,109,314,139,88,169,229,199,96,229,174
20,9,50,403,80,136,110,157,140,221,170,85,200,546,230,576
21,90,51,189,81,153,111,197,141,42,171,95,201,106,231,507
22,80,52,228,82,543,112,116,142,194,172,147,202,290,232,35
23,156,53,291,83,141,113,81,143,140,173,415,203,137,233,160
24,598,54,144,84,150,114,532,144,125,174,115,204,108,234,578
25,1,55,153,85,95,115,113,145,127,175,25,205,63,,
26,225,56,28,86,100,116,266,146,179,176,108,206,354,,
27,125,57,248,87,112,117,83,147,48,177,79,207,33,,
28,183,58,53,88,215,118,305,148,220,178,124,208,535,,
29,62,59,71,89,65,119,125,149,551,179,307,209,281,,
30,176,60,118,90,156,120,291,150,73,180,125,210,13,,
