0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,31,31,366,61,356,91,31,121,104,151,44
2,60,32,129,62,89,92,249,122,69,152,68
3,148,33,232,63,75,93,275,123,215,153,40
4,86,34,166,64,98,94,123,124,443,154,450
5,22,35,39,65,40,95,27,125,1,155,119
6,68,36,68,66,208,96,258,126,81,156,25
7,72,37,63,67,73,97,291,127,221,157,90
8,35,38,237,68,331,98,250,128,76,158,95
9,196,39,104,69,170,99,36,129,85,159,305
10,488,40,213,70,170,100,213,130,300,160,139
11,56,41,131,71,32,101,121,131,28,161,49
12,172,42,38,72,476,102,70,132,419,162,41
13,137,43,444,73,622,103,76,133,363,163,198
14,219,44,344,74,152,104,113,134,174,164,-5
15,91,45,446,75,115,105,244,135,202,165,365
16,203,46,411,76,236,106,155,136,65,166,110
17,295,47,185,77,71,107,151,137,266,167,102
18,119,48,76,78,116,108,354,138,43,168,75
19,175,49,118,79,105,109,414,139,143,169,181
20,137,50,160,80,60,110,41,140,165,170,237
21,25,51,35,81,199,111,213,141,334,171,98
22,71,52,88,82,59,112,105,142,188,172,39
23,332,53,145,83,87,113,280,143,87,,
24,388,54,75,84,437,114,175,144,268,,
25,20,55,106,85,7,115,174,145,6,,
26,190,56,202,86,29,116,13,146,206,,
27,279,57,492,87,249,117,50,147,412,,
28,92,58,452,88,250,118,144,148,357,,
29,16,59,112,89,450,119,145,149,132,,
30,449,60,153,90,267,120,129,150,80,,
