0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,336,31,55,61,67,91,286,121,70,151,250,181,435,211,378,241,141,271,505,,
2,476,32,478,62,106,92,187,122,413,152,269,182,37,212,287,242,-9,272,116,,
3,94,33,80,63,642,93,334,123,145,153,176,183,129,213,125,243,199,273,444,,
4,32,34,239,64,522,94,221,124,300,154,312,184,600,214,79,244,40,274,197,,
5,30,35,40,65,74,95,301,125,166,155,68,185,133,215,90,245,353,275,91,,
6,123,36,32,66,432,96,348,126,153,156,635,186,120,216,247,246,102,276,285,,
7,447,37,122,67,170,97,415,127,394,157,65,187,384,217,97,247,420,277,332,,
8,412,38,72,68,138,98,535,128,105,158,73,188,105,218,61,248,130,278,86,,
9,292,39,23,69,430,99,504,129,144,159,154,189,83,219,117,249,187,279,238,,
10,115,40,124,70,553,100,227,130,252,160,188,190,220,220,309,250,41,280,78,,
11,12,41,4,71,-10,101,283,131,525,161,256,191,164,221,562,251,447,281,58,,
12,192,42,622,72,441,102,379,132,489,162,403,192,121,222,530,252,66,282,560,,
13,274,43,131,73,341,103,93,133,117,163,521,193,665,223,129,253,83,283,414,,
14,516,44,408,74,318,104,84,134,194,164,122,194,233,224,134,254,64,284,541,,
15,132,45,517,75,235,105,149,135,616,165,114,195,364,225,143,255,125,285,391,,
16,418,46,462,76,79,106,101,136,239,166,34,196,541,226,276,256,360,286,235,,
17,123,47,23,77,477,107,389,137,30,167,322,197,178,227,-1,257,514,287,108,,
18,93,48,242,78,235,108,597,138,136,168,3,198,139,228,507,258,236,288,454,,
19,221,49,215,79,284,109,267,139,34,169,76,199,442,229,647,259,556,289,485,,
20,51,50,324,80,218,110,364,140,538,170,156,200,198,230,645,260,322,290,626,,
21,107,51,108,81,55,111,33,141,660,171,101,201,75,231,424,261,450,291,545,,
22,85,52,50,82,409,112,135,142,70,172,118,202,153,232,-1,262,365,292,101,,
23,309,53,478,83,358,113,471,143,79,173,118,203,545,233,95,263,242,293,66,,
24,173,54,136,84,513,114,215,144,356,174,414,204,90,234,126,264,91,294,365,,
25,236,55,203,85,612,115,91,145,38,175,395,205,85,235,50,265,115,295,15,,
26,78,56,312,86,263,116,541,146,70,176,368,206,79,236,72,266,594,296,158,,
27,57,57,512,87,61,117,269,147,75,177,299,207,378,237,339,267,50,297,507,,
28,-6,58,99,88,531,118,280,148,169,178,545,208,67,238,40,268,465,298,356,,
29,584,59,618,89,67,119,55,149,105,179,45,209,208,239,30,269,509,299,125,,
30,57,60,90,90,427,120,205,150,327,180,130,210,401,240,337,270,379,300,251,,
Centre:,440726,WOODBINE,GARDENIA,"SCHOOL,",2-B,NEW,AZAD,NAGAR,G.T.,ROAD,KALYANPUR,"KANPUR,","KANPUR,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
301,142,331,223,361,252,391,137,421,80,451,454,481,406,511,601,541,165,571,54,,
302,204,332,61,362,165,392,249,422,603,452,376,482,54,512,237,542,352,572,51,,
303,-27,333,202,363,585,393,165,423,53,453,376,483,165,513,385,543,33,573,43,,
304,381,334,361,364,126,394,140,424,327,454,51,484,80,514,265,544,281,574,30,,
305,150,335,592,365,255,395,455,425,426,455,88,485,42,515,399,545,187,575,232,,
306,141,336,393,366,341,396,168,426,607,456,42,486,233,516,65,546,390,576,282,,
307,158,337,87,367,208,397,275,427,253,457,108,487,20,517,162,547,650,577,651,,
308,248,338,405,368,135,398,80,428,630,458,110,488,79,518,95,548,57,578,359,,
309,638,339,232,369,130,399,64,429,228,459,87,489,64,519,82,549,64,579,25,,
310,495,340,83,370,513,400,327,430,132,460,210,490,134,520,627,550,351,580,109,,
311,181,341,302,371,433,401,19,431,503,461,389,491,238,521,287,551,150,581,488,,
312,350,342,3,372,484,402,415,432,73,462,88,492,74,522,680,552,555,582,47,,
313,156,343,294,373,325,403,75,433,90,463,374,493,114,523,324,553,299,583,222,,
314,589,344,397,374,92,404,227,434,494,464,138,494,261,524,49,554,0,584,175,,
315,41,345,359,375,239,405,182,435,324,465,156,495,85,525,517,555,194,,,,
316,162,346,101,376,66,406,680,436,58,466,115,496,230,526,63,556,139,,,,
317,655,347,52,377,59,407,397,437,167,467,573,497,509,527,43,557,267,,,,
318,620,348,207,378,73,408,433,438,258,468,119,498,295,528,335,558,92,,,,
319,263,349,56,379,400,409,570,439,393,469,675,499,377,529,231,559,284,,,,
320,25,350,44,380,364,410,247,440,94,470,294,500,102,530,65,560,241,,,,
321,175,351,137,381,265,411,371,441,425,471,47,501,246,531,385,561,285,,,,
322,100,352,487,382,65,412,82,442,70,472,162,502,106,532,167,562,67,,,,
323,467,353,50,383,75,413,273,443,139,473,46,503,9,533,235,563,80,,,,
324,64,354,87,384,18,414,80,444,414,474,483,504,90,534,589,564,195,,,,
325,70,355,252,385,292,415,299,445,337,475,40,505,25,535,298,565,150,,,,
326,290,356,625,386,125,416,340,446,187,476,30,506,20,536,204,566,204,,,,
327,500,357,379,387,284,417,358,447,536,477,476,507,98,537,322,567,321,,,,
328,193,358,625,388,67,418,507,448,110,478,122,508,38,538,79,568,235,,,,
329,141,359,461,389,184,419,100,449,453,479,222,509,255,539,228,569,167,,,,
330,159,360,111,390,236,420,350,450,399,480,170,510,543,540,126,570,65,,,,
