0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,158,31,68,61,160,91,129,121,83,151,169
2,47,32,68,62,90,92,61,122,34,152,146
3,31,33,135,63,25,93,138,123,71,153,502
4,130,34,148,64,380,94,18,124,452,,
5,103,35,56,65,74,95,115,125,144,,
6,136,36,51,66,110,96,85,126,206,,
7,65,37,253,67,343,97,141,127,290,,
8,169,38,130,68,162,98,136,128,160,,
9,41,39,92,69,50,99,69,129,216,,
10,123,40,57,70,87,100,240,130,57,,
11,84,41,224,71,282,101,273,131,133,,
12,126,42,369,72,65,102,106,132,261,,
13,132,43,85,73,60,103,90,133,361,,
14,152,44,123,74,134,104,87,134,257,,
15,685,45,102,75,210,105,168,135,127,,
16,668,46,368,76,261,106,201,136,55,,
17,282,47,98,77,22,107,111,137,65,,
18,155,48,457,78,16,108,251,138,118,,
19,85,49,113,79,267,109,173,139,103,,
20,66,50,66,80,126,110,392,140,277,,
21,18,51,66,81,147,111,69,141,56,,
22,55,52,74,82,130,112,261,142,60,,
23,201,53,77,83,104,113,109,143,115,,
24,92,54,75,84,34,114,134,144,60,,
25,81,55,297,85,71,115,95,145,55,,
26,73,56,80,86,137,116,256,146,33,,
27,42,57,208,87,130,117,192,147,105,,
28,160,58,82,88,74,118,56,148,135,,
29,30,59,565,89,76,119,375,149,291,,
30,80,60,14,90,69,120,104,150,352,,
