0,1,2,3,4,5,6,7,8,9,10,11,12,13
GUJARAT,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,192,31,134,61,245,91,223,121,196,151,85,181,421
2,185,32,229,62,191,92,155,122,74,152,121,182,91
3,191,33,165,63,15,93,36,123,330,153,200,183,115
4,186,34,233,64,178,94,94,124,481,154,93,184,202
5,100,35,194,65,171,95,73,125,81,155,101,,
6,108,36,36,66,124,96,122,126,91,156,235,,
7,307,37,156,67,33,97,220,127,190,157,327,,
8,174,38,93,68,172,98,94,128,146,158,351,,
9,250,39,121,69,80,99,190,129,80,159,158,,
10,114,40,214,70,124,100,204,130,199,160,66,,
11,64,41,357,71,103,101,178,131,136,161,250,,
12,56,42,120,72,141,102,168,132,240,162,153,,
13,197,43,55,73,253,103,201,133,130,163,147,,
14,274,44,78,74,185,104,130,134,177,164,130,,
15,92,45,274,75,139,105,587,135,33,165,335,,
16,170,46,192,76,118,106,252,136,100,166,77,,
17,487,47,75,77,184,107,70,137,289,167,243,,
18,127,48,132,78,354,108,503,138,247,168,107,,
19,271,49,390,79,95,109,248,139,83,169,109,,
20,105,50,262,80,69,110,115,140,207,170,173,,
21,135,51,298,81,288,111,327,141,47,171,293,,
22,55,52,223,82,78,112,263,142,73,172,126,,
23,74,53,100,83,172,113,42,143,79,173,159,,
24,137,54,75,84,220,114,207,144,228,174,137,,
25,129,55,255,85,299,115,75,145,102,175,71,,
26,208,56,173,86,411,116,54,146,80,176,267,,
27,542,57,49,87,174,117,262,147,130,177,166,,
28,156,58,105,88,170,118,257,148,185,178,505,,
29,66,59,233,89,50,119,257,149,241,179,229,,
30,575,60,115,90,139,120,97,150,26,180,131,,
