0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,51,31,28,61,264,91,114,121,104,151,95,181,10
2,80,32,41,62,196,92,45,122,320,152,25,182,90
3,66,33,40,63,39,93,44,123,75,153,93,183,203
4,120,34,148,64,80,94,44,124,79,154,85,,
5,387,35,68,65,67,95,19,125,119,155,-5,,
6,5,36,288,66,39,96,95,126,48,156,114,,
7,81,37,37,67,291,97,120,127,90,157,81,,
8,46,38,121,68,112,98,87,128,44,158,107,,
9,60,39,158,69,49,99,-30,129,79,159,220,,
10,50,40,48,70,66,100,96,130,46,160,-5,,
11,25,41,206,71,46,101,267,131,67,161,183,,
12,66,42,180,72,49,102,14,132,80,162,179,,
13,81,43,55,73,90,103,31,133,93,163,63,,
14,129,44,75,74,73,104,50,134,327,164,95,,
15,14,45,62,75,55,105,56,135,95,165,55,,
16,44,46,20,76,141,106,28,136,41,166,65,,
17,28,47,54,77,282,107,321,137,50,167,52,,
18,19,48,101,78,37,108,5,138,7,168,36,,
19,46,49,53,79,47,109,81,139,85,169,87,,
20,92,50,26,80,32,110,20,140,50,170,125,,
21,69,51,55,81,81,111,67,141,360,171,79,,
22,46,52,26,82,21,112,187,142,142,172,52,,
23,37,53,112,83,-9,113,67,143,50,173,101,,
24,82,54,28,84,75,114,79,144,85,174,46,,
25,130,55,42,85,75,115,149,145,54,175,77,,
26,75,56,91,86,61,116,51,146,65,176,199,,
27,298,57,83,87,6,117,163,147,56,177,30,,
28,36,58,9,88,101,118,242,148,21,178,60,,
29,10,59,42,89,35,119,52,149,12,179,70,,
30,56,60,95,90,78,120,50,150,66,180,263,,
