0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,129,31,293,61,78,91,145,121,592,151,178,181,629,211,254,241,260,271,470,,,,,
2,275,32,108,62,431,92,118,122,150,152,180,182,90,212,192,242,68,272,116,,,,,
3,109,33,271,63,337,93,178,123,209,153,86,183,75,213,188,243,87,273,95,,,,,
4,315,34,76,64,634,94,80,124,153,154,209,184,350,214,193,244,70,274,145,,,,,
5,1,35,571,65,431,95,78,125,37,155,262,185,41,215,138,245,314,275,151,,,,,
6,108,36,250,66,399,96,279,126,176,156,276,186,568,216,102,246,370,276,125,,,,,
7,107,37,150,67,337,97,54,127,301,157,184,187,144,217,191,247,189,277,126,,,,,
8,435,38,89,68,238,98,272,128,69,158,188,188,181,218,230,248,122,278,54,,,,,
9,129,39,180,69,148,99,147,129,502,159,118,189,74,219,341,249,176,279,558,,,,,
10,542,40,415,70,272,100,-8,130,202,160,120,190,144,220,341,250,386,280,132,,,,,
11,198,41,413,71,72,101,149,131,200,161,439,191,55,221,396,251,71,281,179,,,,,
12,219,42,137,72,73,102,303,132,291,162,35,192,72,222,201,252,102,282,164,,,,,
13,190,43,382,73,211,103,165,133,267,163,304,193,381,223,190,253,35,283,616,,,,,
14,296,44,323,74,138,104,407,134,341,164,36,194,175,224,459,254,550,284,207,,,,,
15,463,45,82,75,81,105,332,135,-5,165,126,195,133,225,405,255,485,285,206,,,,,
16,371,46,97,76,232,106,36,136,259,166,120,196,626,226,307,256,106,286,421,,,,,
17,518,47,130,77,41,107,310,137,41,167,44,197,548,227,118,257,229,287,256,,,,,
18,57,48,423,78,468,108,156,138,160,168,9,198,150,228,162,258,96,288,326,,,,,
19,78,49,92,79,150,109,48,139,450,169,167,199,211,229,112,259,117,289,230,,,,,
20,101,50,626,80,308,110,111,140,98,170,140,200,602,230,79,260,64,290,275,,,,,
21,296,51,61,81,328,111,134,141,602,171,73,201,203,231,62,261,567,291,479,,,,,
22,71,52,245,82,97,112,173,142,106,172,288,202,230,232,517,262,508,292,60,,,,,
23,108,53,165,83,349,113,89,143,503,173,140,203,203,233,271,263,334,293,163,,,,,
24,450,54,59,84,603,114,21,144,164,174,273,204,251,234,643,264,254,294,603,,,,,
25,105,55,321,85,399,115,209,145,338,175,77,205,246,235,244,265,434,295,432,,,,,
26,38,56,375,86,152,116,629,146,166,176,138,206,253,236,85,266,462,296,547,,,,,
27,14,57,173,87,138,117,139,147,37,177,235,207,370,237,279,267,107,297,236,,,,,
28,173,58,192,88,71,118,121,148,160,178,23,208,483,238,61,268,211,298,228,,,,,
29,119,59,165,89,11,119,453,149,268,179,139,209,56,239,320,269,441,299,152,,,,,
30,123,60,242,90,130,120,177,150,58,180,585,210,62,240,147,270,22,300,618,,,,,
Centre:,260318,D.A.V.,ALOK,PUBLIC,"SCHOOL,",DAV,ALOK,PUBLIC,SCHOOL,ARGORA,NAYASARAI,ROAD,PUNDAG,RANCHI,JHARKHAND-,"834004,","RANCHI,",JHARKHAND,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,
301,377,331,34,361,369,391,483,421,71,451,132,,,,,,,,,,,,,
302,654,332,112,362,575,392,240,422,598,452,535,,,,,,,,,,,,,
303,471,333,411,363,298,393,171,423,296,453,542,,,,,,,,,,,,,
304,65,334,47,364,204,394,362,424,365,454,234,,,,,,,,,,,,,
305,56,335,611,365,218,395,74,425,208,455,253,,,,,,,,,,,,,
306,41,336,203,366,344,396,595,426,140,456,166,,,,,,,,,,,,,
307,527,337,574,367,208,397,384,427,260,457,79,,,,,,,,,,,,,
308,257,338,139,368,367,398,97,428,533,458,252,,,,,,,,,,,,,
309,370,339,27,369,218,399,209,429,43,459,335,,,,,,,,,,,,,
310,96,340,648,370,347,400,351,430,254,460,313,,,,,,,,,,,,,
311,41,341,47,371,259,401,548,431,208,461,592,,,,,,,,,,,,,
312,128,342,313,372,215,402,616,432,565,462,302,,,,,,,,,,,,,
313,135,343,161,373,61,403,86,433,171,463,58,,,,,,,,,,,,,
314,414,344,365,374,8,404,70,434,226,464,197,,,,,,,,,,,,,
315,135,345,193,375,675,405,252,435,652,,,,,,,,,,,,,,,
316,198,346,215,376,51,406,41,436,180,,,,,,,,,,,,,,,
317,29,347,468,377,231,407,104,437,333,,,,,,,,,,,,,,,
318,114,348,361,378,149,408,397,438,227,,,,,,,,,,,,,,,
319,311,349,169,379,76,409,105,439,275,,,,,,,,,,,,,,,
320,30,350,153,380,343,410,98,440,215,,,,,,,,,,,,,,,
321,251,351,38,381,63,411,630,441,274,,,,,,,,,,,,,,,
322,120,352,71,382,287,412,188,442,68,,,,,,,,,,,,,,,
323,97,353,112,383,321,413,101,443,135,,,,,,,,,,,,,,,
324,129,354,64,384,83,414,50,444,382,,,,,,,,,,,,,,,
325,73,355,160,385,162,415,136,445,32,,,,,,,,,,,,,,,
326,261,356,192,386,105,416,71,446,189,,,,,,,,,,,,,,,
327,123,357,623,387,252,417,152,447,188,,,,,,,,,,,,,,,
328,208,358,602,388,202,418,84,448,164,,,,,,,,,,,,,,,
329,232,359,197,389,170,419,247,449,104,,,,,,,,,,,,,,,
330,60,360,111,390,129,420,202,450,477,,,,,,,,,,,,,,,
