0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
UTTARAKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,218,31,192,61,222,91,403,121,84,151,536,181,124,211,26,241,494,271,160,,,,,,,,,
2,78,32,177,62,436,92,8,122,591,152,132,182,116,212,258,242,179,272,118,,,,,,,,,
3,163,33,153,63,508,93,51,123,303,153,344,183,115,213,84,243,150,273,151,,,,,,,,,
4,111,34,216,64,223,94,252,124,240,154,126,184,360,214,459,244,118,274,39,,,,,,,,,
5,176,35,51,65,78,95,48,125,338,155,43,185,144,215,310,245,163,275,137,,,,,,,,,
6,233,36,501,66,298,96,662,126,70,156,299,186,154,216,168,246,188,276,351,,,,,,,,,
7,241,37,59,67,156,97,111,127,619,157,478,187,78,217,393,247,69,277,537,,,,,,,,,
8,242,38,78,68,128,98,85,128,87,158,280,188,295,218,245,248,153,278,140,,,,,,,,,
9,425,39,60,69,229,99,554,129,202,159,185,189,42,219,103,249,210,279,293,,,,,,,,,
10,380,40,107,70,184,100,207,130,345,160,125,190,210,220,136,250,250,280,138,,,,,,,,,
11,32,41,161,71,509,101,250,131,528,161,321,191,150,221,212,251,168,281,66,,,,,,,,,
12,195,42,132,72,364,102,498,132,457,162,164,192,463,222,183,252,70,282,279,,,,,,,,,
13,145,43,155,73,247,103,525,133,67,163,94,193,201,223,158,253,294,283,104,,,,,,,,,
14,117,44,591,74,206,104,80,134,62,164,155,194,64,224,354,254,407,284,79,,,,,,,,,
15,369,45,645,75,177,105,522,135,136,165,140,195,191,225,120,255,523,285,269,,,,,,,,,
16,150,46,455,76,97,106,227,136,452,166,90,196,115,226,125,256,304,286,353,,,,,,,,,
17,32,47,278,77,677,107,51,137,316,167,51,197,575,227,36,257,82,287,141,,,,,,,,,
18,250,48,372,78,632,108,100,138,165,168,71,198,170,228,139,258,400,288,32,,,,,,,,,
19,40,49,339,79,83,109,61,139,271,169,246,199,444,229,469,259,117,289,204,,,,,,,,,
20,154,50,508,80,8,110,50,140,298,170,97,200,115,230,503,260,554,290,551,,,,,,,,,
21,267,51,602,81,233,111,319,141,115,171,397,201,392,231,350,261,60,291,526,,,,,,,,,
22,163,52,166,82,292,112,386,142,140,172,25,202,142,232,485,262,301,292,370,,,,,,,,,
23,245,53,372,83,461,113,219,143,307,173,332,203,260,233,236,263,134,293,-1,,,,,,,,,
24,131,54,116,84,103,114,286,144,278,174,203,204,531,234,342,264,101,294,215,,,,,,,,,
25,114,55,380,85,105,115,30,145,257,175,500,205,49,235,173,265,191,295,287,,,,,,,,,
26,95,56,206,86,136,116,446,146,50,176,189,206,443,236,57,266,227,296,175,,,,,,,,,
27,451,57,179,87,90,117,157,147,150,177,223,207,177,237,468,267,435,297,187,,,,,,,,,
28,284,58,288,88,78,118,183,148,130,178,97,208,287,238,585,268,43,298,460,,,,,,,,,
29,99,59,45,89,158,119,207,149,126,179,539,209,327,239,542,269,98,299,135,,,,,,,,,
30,157,60,149,90,165,120,173,150,405,180,220,210,319,240,149,270,108,300,126,,,,,,,,,
Centre:,450104,SHRI,GURU,RAM,RAI,PUBLIC,SCHOOL,[RACE,"COURSE],",SHRI,GURU,RAM,RAI,PUBLIC,SCHOOL,RACE,COURSE,NEAR,POLICE,LINE,"DEHRADUN,","DEHRADUN,",NEET,(UG),2024,Page,No.,2
UTTARAKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
