0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,47,31,146,61,311,91,267,121,125,151,230,181,177,211,76,241,34
2,41,32,162,62,298,92,91,122,120,152,484,182,396,212,360,242,90
3,331,33,106,63,346,93,25,123,134,153,179,183,59,213,147,243,223
4,356,34,51,64,70,94,80,124,9,154,70,184,242,214,232,244,154
5,71,35,50,65,71,95,427,125,122,155,460,185,327,215,200,245,180
6,192,36,232,66,94,96,46,126,120,156,330,186,77,216,521,246,79
7,62,37,548,67,112,97,164,127,130,157,308,187,421,217,328,247,219
8,273,38,312,68,241,98,72,128,120,158,119,188,127,218,45,248,96
9,70,39,286,69,260,99,155,129,463,159,75,189,344,219,116,249,478
10,191,40,86,70,70,100,75,130,404,160,56,190,70,220,283,250,165
11,145,41,158,71,290,101,77,131,161,161,300,191,12,221,141,251,380
12,116,42,140,72,22,102,111,132,239,162,356,192,55,222,308,252,57
13,30,43,196,73,75,103,117,133,60,163,200,193,55,223,95,253,253
14,155,44,80,74,416,104,306,134,414,164,217,194,84,224,368,254,121
15,135,45,105,75,170,105,45,135,24,165,175,195,439,225,182,255,32
16,367,46,215,76,142,106,60,136,267,166,245,196,292,226,67,256,50
17,146,47,121,77,95,107,50,137,139,167,120,197,113,227,107,257,24
18,335,48,72,78,242,108,530,138,533,168,86,198,35,228,85,258,283
19,93,49,139,79,392,109,182,139,213,169,601,199,482,229,91,259,30
20,58,50,151,80,368,110,142,140,171,170,383,200,412,230,60,260,80
21,20,51,447,81,158,111,256,141,95,171,81,201,129,231,175,261,65
22,122,52,45,82,99,112,110,142,111,172,92,202,197,232,81,262,225
23,328,53,66,83,179,113,508,143,587,173,105,203,135,233,51,263,63
24,73,54,195,84,263,114,219,144,218,174,241,204,70,234,191,264,60
25,372,55,193,85,121,115,411,145,419,175,91,205,311,235,385,265,16
26,45,56,91,86,16,116,406,146,45,176,389,206,135,236,80,266,100
27,249,57,133,87,57,117,196,147,90,177,310,207,40,237,113,267,20
28,69,58,50,88,391,118,50,148,433,178,60,208,126,238,357,268,181
29,310,59,87,89,180,119,134,149,271,179,225,209,29,239,80,269,72
30,59,60,493,90,291,120,91,150,53,180,89,210,195,240,185,270,27
