0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,109,31,509,61,77,91,20,121,573,151,15,181,625,211,230,241,138,271,175
2,106,32,78,62,200,92,58,122,559,152,617,182,76,212,382,242,300,272,403
3,57,33,142,63,74,93,49,123,110,153,51,183,277,213,134,243,68,273,59
4,559,34,140,64,415,94,196,124,74,154,201,184,53,214,100,244,70,274,524
5,581,35,120,65,302,95,290,125,462,155,68,185,96,215,568,245,50,275,185
6,688,36,156,66,273,96,162,126,526,156,242,186,68,216,365,246,138,276,135
7,93,37,261,67,67,97,274,127,107,157,80,187,503,217,666,247,239,277,88
8,214,38,505,68,449,98,34,128,471,158,568,188,592,218,60,248,321,278,82
9,60,39,10,69,122,99,46,129,212,159,118,189,17,219,154,249,230,279,307
10,120,40,356,70,136,100,330,130,25,160,95,190,347,220,94,250,241,280,86
11,104,41,390,71,191,101,104,131,189,161,339,191,97,221,104,251,175,281,394
12,184,42,101,72,79,102,65,132,240,162,23,192,58,222,395,252,226,282,48
13,424,43,232,73,590,103,362,133,474,163,321,193,191,223,247,253,297,283,144
14,73,44,227,74,433,104,503,134,358,164,116,194,269,224,316,254,112,284,212
15,248,45,308,75,345,105,50,135,46,165,116,195,252,225,186,255,522,285,24
16,53,46,101,76,285,106,438,136,70,166,538,196,25,226,602,256,55,286,210
17,320,47,104,77,303,107,587,137,76,167,52,197,358,227,427,257,189,287,103
18,501,48,44,78,292,108,257,138,207,168,47,198,8,228,138,258,227,288,127
19,98,49,405,79,57,109,215,139,101,169,244,199,307,229,398,259,50,289,125
20,118,50,340,80,-3,110,221,140,606,170,83,200,452,230,142,260,441,290,160
21,176,51,551,81,110,111,249,141,619,171,572,201,343,231,357,261,274,291,109
22,283,52,610,82,208,112,219,142,91,172,44,202,133,232,16,262,634,292,150
23,452,53,327,83,100,113,114,143,452,173,62,203,66,233,109,263,224,293,370
24,189,54,80,84,70,114,158,144,135,174,35,204,250,234,82,264,25,294,168
25,313,55,274,85,286,115,152,145,608,175,635,205,78,235,56,265,350,295,73
26,141,56,151,86,519,116,191,146,671,176,82,206,335,236,222,266,2,296,70
27,237,57,27,87,343,117,373,147,363,177,179,207,370,237,42,267,106,297,190
28,426,58,98,88,210,118,409,148,246,178,295,208,151,238,517,268,493,298,92
29,113,59,81,89,150,119,221,149,340,179,646,209,265,239,200,269,145,299,102
30,280,60,505,90,145,120,130,150,335,180,263,210,97,240,150,270,90,300,271
Centre:,150247,RPS,"COLLEGE,",NEW,BAILEY,ROAD,"DANAPUR,","PATNA,","PATNA,",BIHAR,NEET,(UG),2024,Page,No.,2,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
301,70,331,239,361,609,391,334,421,517,451,297,481,452,511,154,541,158,571,159
302,44,332,137,362,504,392,268,422,189,452,61,482,176,512,418,542,82,572,176
303,263,333,364,363,37,393,118,423,195,453,320,483,447,513,179,543,321,573,319
304,209,334,556,364,629,394,80,424,70,454,551,484,364,514,204,544,158,574,334
305,87,335,59,365,393,395,380,425,47,455,389,485,391,515,310,545,176,575,218
306,51,336,295,366,82,396,221,426,80,456,516,486,588,516,272,546,67,576,109
307,159,337,680,367,79,397,177,427,243,457,62,487,671,517,661,547,235,577,408
308,150,338,94,368,241,398,644,428,138,458,34,488,647,518,75,548,0,578,131
309,564,339,514,369,76,399,476,429,33,459,55,489,520,519,477,549,110,579,646
310,623,340,362,370,46,400,129,430,120,460,137,490,96,520,121,550,295,580,116
311,67,341,580,371,213,401,495,431,44,461,104,491,424,521,157,551,173,581,56
312,180,342,140,372,60,402,304,432,53,462,253,492,302,522,172,552,85,,
313,613,343,128,373,463,403,539,433,60,463,137,493,152,523,115,553,95,,
314,598,344,170,374,70,404,209,434,323,464,263,494,126,524,102,554,409,,
315,89,345,458,375,124,405,0,435,151,465,400,495,124,525,32,555,165,,
316,378,346,169,376,67,406,116,436,525,466,199,496,33,526,366,556,393,,
317,113,347,370,377,390,407,483,437,214,467,65,497,279,527,273,557,117,,
318,372,348,637,378,82,408,461,438,85,468,205,498,502,528,70,558,172,,
319,90,349,102,379,247,409,273,439,295,469,56,499,300,529,79,559,131,,
320,230,350,105,380,254,410,160,440,104,470,116,500,208,530,214,560,30,,
321,24,351,77,381,40,411,661,441,35,471,251,501,279,531,478,561,456,,
322,250,352,514,382,7,412,532,442,97,472,240,502,612,532,290,562,102,,
323,156,353,36,383,417,413,67,443,109,473,239,503,96,533,212,563,53,,
324,90,354,62,384,100,414,232,444,75,474,158,504,377,534,204,564,148,,
325,501,355,372,385,95,415,219,445,40,475,475,505,414,535,40,565,94,,
326,300,356,316,386,45,416,94,446,122,476,656,506,226,536,133,566,621,,
327,278,357,170,387,645,417,372,447,6,477,54,507,104,537,179,567,402,,
328,330,358,202,388,78,418,254,448,20,478,145,508,299,538,87,568,74,,
329,253,359,63,389,178,419,197,449,435,479,168,509,55,539,236,569,500,,
330,236,360,307,390,151,420,24,450,313,480,425,510,381,540,164,570,253,,
