0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,422,31,162,61,170,91,22,121,205,151,181,181,399
2,142,32,136,62,118,92,28,122,75,152,105,182,86
3,280,33,155,63,50,93,110,123,507,153,65,183,131
4,130,34,357,64,287,94,149,124,121,154,527,184,177
5,15,35,115,65,119,95,338,125,207,155,241,185,112
6,108,36,571,66,80,96,219,126,66,156,195,186,220
7,91,37,419,67,185,97,213,127,700,157,156,187,108
8,560,38,81,68,257,98,251,128,169,158,429,188,142
9,172,39,170,69,173,99,60,129,189,159,254,189,530
10,195,40,398,70,329,100,432,130,200,160,140,,
11,137,41,696,71,180,101,115,131,558,161,597,,
12,150,42,641,72,231,102,660,132,515,162,665,,
13,43,43,152,73,121,103,695,133,342,163,246,,
14,102,44,72,74,238,104,615,134,180,164,385,,
15,55,45,235,75,617,105,143,135,283,165,203,,
16,156,46,236,76,305,106,74,136,84,166,73,,
17,652,47,673,77,42,107,576,137,117,167,189,,
18,42,48,145,78,430,108,85,138,150,168,139,,
19,126,49,648,79,111,109,110,139,54,169,241,,
20,323,50,215,80,197,110,65,140,557,170,313,,
21,137,51,114,81,363,111,148,141,570,171,332,,
22,168,52,64,82,159,112,112,142,375,172,108,,
23,540,53,231,83,84,113,516,143,245,173,210,,
24,620,54,240,84,142,114,188,144,302,174,534,,
25,126,55,130,85,63,115,85,145,113,175,423,,
26,61,56,56,86,424,116,226,146,495,176,149,,
27,111,57,97,87,194,117,392,147,157,177,504,,
28,459,58,202,88,84,118,76,148,226,178,370,,
29,112,59,338,89,68,119,98,149,506,179,290,,
30,119,60,335,90,37,120,402,150,331,180,276,,
