0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"PRADESH,","KANPUR,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,428,31,92,61,118,91,522,121,117,151,182,181,284,211,365,241,326,271,135,,,,,,,,,,,
2,156,32,75,62,76,92,89,122,106,152,428,182,75,212,316,242,42,272,577,,,,,,,,,,,
3,20,33,140,63,158,93,244,123,378,153,424,183,166,213,313,243,514,273,85,,,,,,,,,,,
4,65,34,298,64,387,94,216,124,95,154,224,184,191,214,267,244,205,274,23,,,,,,,,,,,
5,156,35,444,65,185,95,41,125,50,155,383,185,627,215,185,245,180,275,132,,,,,,,,,,,
6,181,36,183,66,325,96,91,126,436,156,618,186,319,216,317,246,605,276,135,,,,,,,,,,,
7,465,37,178,67,172,97,540,127,191,157,30,187,70,217,77,247,267,277,57,,,,,,,,,,,
8,105,38,308,68,522,98,337,128,93,158,2,188,156,218,191,248,99,278,99,,,,,,,,,,,
9,118,39,52,69,597,99,365,129,418,159,100,189,81,219,117,249,234,279,80,,,,,,,,,,,
10,85,40,572,70,476,100,356,130,322,160,265,190,249,220,68,250,239,280,498,,,,,,,,,,,
11,377,41,70,71,237,101,126,131,250,161,211,191,130,221,153,251,561,281,397,,,,,,,,,,,
12,78,42,185,72,589,102,651,132,91,162,305,192,555,222,226,252,79,282,32,,,,,,,,,,,
13,74,43,71,73,133,103,68,133,141,163,125,193,163,223,281,253,666,283,340,,,,,,,,,,,
14,128,44,292,74,156,104,167,134,134,164,34,194,101,224,612,254,44,284,170,,,,,,,,,,,
15,167,45,204,75,165,105,162,135,506,165,234,195,341,225,166,255,257,285,75,,,,,,,,,,,
16,61,46,152,76,81,106,157,136,118,166,177,196,393,226,63,256,77,286,178,,,,,,,,,,,
17,102,47,245,77,46,107,595,137,87,167,171,197,331,227,473,257,40,287,81,,,,,,,,,,,
18,115,48,592,78,170,108,100,138,379,168,437,198,154,228,148,258,98,288,580,,,,,,,,,,,
19,297,49,377,79,148,109,73,139,57,169,222,199,494,229,111,259,576,289,239,,,,,,,,,,,
20,180,50,235,80,342,110,75,140,76,170,169,200,485,230,196,260,253,290,487,,,,,,,,,,,
21,215,51,226,81,52,111,92,141,325,171,80,201,361,231,18,261,92,291,427,,,,,,,,,,,
22,340,52,456,82,241,112,537,142,211,172,104,202,212,232,73,262,50,292,99,,,,,,,,,,,
23,142,53,62,83,454,113,660,143,63,173,235,203,187,233,190,263,111,293,149,,,,,,,,,,,
24,305,54,478,84,638,114,35,144,29,174,63,204,322,234,248,264,233,294,111,,,,,,,,,,,
25,196,55,316,85,190,115,297,145,289,175,317,205,89,235,104,265,156,295,108,,,,,,,,,,,
26,517,56,90,86,132,116,135,146,206,176,227,206,130,236,210,266,96,296,54,,,,,,,,,,,
27,680,57,324,87,85,117,626,147,581,177,133,207,337,237,83,267,70,297,321,,,,,,,,,,,
28,227,58,321,88,134,118,60,148,61,178,359,208,368,238,28,268,63,298,79,,,,,,,,,,,
29,284,59,248,89,64,119,148,149,281,179,210,209,372,239,138,269,154,299,83,,,,,,,,,,,
30,145,60,609,90,195,120,95,150,17,180,125,210,95,240,497,270,423,300,56,,,,,,,,,,,
Centre:,440704,D,P,VIDYA,NIKETAN,D,P,DUBEY,MARG,KANPUR,"UP,",DURGA,PRASAD,VIDYA,NIKETAN,S-11,G-BLOCK,GUJAINI,DURGA,PRASAD,DUBEY,MARG,KANPUR,UTTAR,NEET,(UG),2024,Page,No.,2
"PRADESH,","KANPUR,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
301,162,331,135,361,125,391,412,421,196,451,320,481,164,511,147,541,487,571,120,,,,,,,,,,,
302,134,332,138,362,256,392,475,422,277,452,99,482,105,512,679,542,261,572,138,,,,,,,,,,,
303,69,333,127,363,682,393,596,423,317,453,551,483,327,513,440,543,580,573,167,,,,,,,,,,,
304,51,334,319,364,63,394,488,424,304,454,163,484,207,514,18,544,160,574,91,,,,,,,,,,,
305,185,335,144,365,277,395,81,425,612,455,21,485,67,515,308,545,353,575,451,,,,,,,,,,,
306,71,336,558,366,42,396,238,426,257,456,80,486,357,516,108,546,597,576,146,,,,,,,,,,,
307,193,337,110,367,246,397,210,427,306,457,94,487,87,517,581,547,98,577,367,,,,,,,,,,,
308,105,338,451,368,60,398,521,428,537,458,354,488,372,518,360,548,109,578,185,,,,,,,,,,,
309,567,339,163,369,195,399,177,429,87,459,369,489,121,519,197,549,513,579,479,,,,,,,,,,,
310,155,340,310,370,79,400,194,430,222,460,191,490,80,520,256,550,365,580,393,,,,,,,,,,,
311,477,341,149,371,136,401,167,431,134,461,363,491,73,521,257,551,440,581,294,,,,,,,,,,,
312,50,342,356,372,559,402,110,432,303,462,179,492,106,522,80,552,120,582,432,,,,,,,,,,,
313,410,343,502,373,230,403,56,433,39,463,155,493,197,523,623,553,263,583,508,,,,,,,,,,,
314,75,344,75,374,154,404,221,434,286,464,202,494,372,524,633,554,238,584,149,,,,,,,,,,,
315,534,345,151,375,122,405,112,435,98,465,250,495,193,525,168,555,279,585,507,,,,,,,,,,,
316,115,346,445,376,104,406,77,436,167,466,74,496,172,526,54,556,64,586,170,,,,,,,,,,,
317,112,347,134,377,450,407,545,437,517,467,100,497,53,527,524,557,577,587,228,,,,,,,,,,,
318,309,348,29,378,159,408,280,438,272,468,328,498,263,528,100,558,180,588,52,,,,,,,,,,,
319,212,349,273,379,112,409,307,439,296,469,330,499,50,529,157,559,179,589,667,,,,,,,,,,,
320,243,350,384,380,93,410,77,440,482,470,245,500,170,530,53,560,108,590,122,,,,,,,,,,,
321,127,351,505,381,381,411,70,441,119,471,82,501,179,531,561,561,93,591,209,,,,,,,,,,,
322,81,352,308,382,495,412,90,442,151,472,115,502,0,532,101,562,89,592,62,,,,,,,,,,,
