0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"MAHARASHTRA,","THANE,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,100,31,83,61,83,91,346,121,176,151,80,181,113,211,117,241,34,271,139,,,,,,,,
2,387,32,23,62,174,92,54,122,496,152,270,182,645,212,105,242,66,272,45,,,,,,,,
3,117,33,75,63,355,93,230,123,95,153,73,183,213,213,115,243,100,273,147,,,,,,,,
4,333,34,124,64,628,94,262,124,85,154,227,184,153,214,346,244,540,274,331,,,,,,,,
5,294,35,106,65,366,95,251,125,99,155,73,185,125,215,700,245,87,275,100,,,,,,,,
6,481,36,356,66,25,96,10,126,111,156,89,186,138,216,467,246,110,276,108,,,,,,,,
7,339,37,569,67,184,97,20,127,332,157,318,187,549,217,115,247,514,277,49,,,,,,,,
8,176,38,101,68,70,98,356,128,85,158,117,188,269,218,429,248,119,278,466,,,,,,,,
9,104,39,294,69,220,99,496,129,339,159,262,189,135,219,39,249,2,279,106,,,,,,,,
10,100,40,82,70,95,100,297,130,113,160,77,190,50,220,116,250,181,280,581,,,,,,,,
11,460,41,162,71,44,101,246,131,68,161,381,191,67,221,583,251,343,281,85,,,,,,,,
12,123,42,125,72,220,102,402,132,245,162,96,192,54,222,111,252,110,282,50,,,,,,,,
13,42,43,154,73,99,103,45,133,274,163,79,193,145,223,399,253,222,283,45,,,,,,,,
14,50,44,139,74,539,104,225,134,126,164,148,194,84,224,353,254,183,284,45,,,,,,,,
15,41,45,279,75,81,105,8,135,219,165,84,195,46,225,338,255,396,285,126,,,,,,,,
16,477,46,109,76,35,106,329,136,37,166,80,196,125,226,89,256,489,286,92,,,,,,,,
17,6,47,458,77,251,107,39,137,390,167,75,197,402,227,126,257,92,287,114,,,,,,,,
18,463,48,47,78,74,108,466,138,258,168,468,198,189,228,185,258,137,288,93,,,,,,,,
19,166,49,145,79,37,109,116,139,675,169,146,199,319,229,155,259,122,289,93,,,,,,,,
20,81,50,265,80,82,110,20,140,291,170,81,200,375,230,131,260,170,290,42,,,,,,,,
21,65,51,101,81,37,111,24,141,168,171,102,201,551,231,179,261,64,291,182,,,,,,,,
22,51,52,603,82,54,112,244,142,156,172,346,202,43,232,205,262,409,292,56,,,,,,,,
23,375,53,392,83,49,113,184,143,238,173,128,203,520,233,347,263,54,293,56,,,,,,,,
24,490,54,515,84,30,114,333,144,56,174,57,204,285,234,91,264,85,294,502,,,,,,,,
25,15,55,467,85,26,115,59,145,370,175,302,205,17,235,35,265,374,295,135,,,,,,,,
26,65,56,80,86,109,116,556,146,92,176,325,206,263,236,510,266,170,296,155,,,,,,,,
27,273,57,366,87,174,117,65,147,463,177,88,207,140,237,240,267,65,297,186,,,,,,,,
28,43,58,132,88,334,118,205,148,109,178,633,208,98,238,120,268,102,298,663,,,,,,,,
29,130,59,115,89,184,119,235,149,95,179,106,209,162,239,487,269,153,299,158,,,,,,,,
30,68,60,320,90,470,120,273,150,86,180,242,210,346,240,303,270,617,300,257,,,,,,,,
Centre:,311816,NEW,HORIZON,SCHOLARS,SCHOOL,AIROLI,NAVIMUMBAI,"MR,",NEW,HORIZON,SCHOLARS,SCHOOL,PLOT,NO,5,SECTOR,13,AIROLI,NAVI,MUMBAI,THANE,DISTTNEET,(UG),2024,Page,No.,2
"MAHARASHTRA,","THANE,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,
301,81,331,284,361,327,391,273,,,,,,,,,,,,,,,,,,,,
302,250,332,135,362,353,392,205,,,,,,,,,,,,,,,,,,,,
303,96,333,127,363,78,393,153,,,,,,,,,,,,,,,,,,,,
304,512,334,55,364,573,394,157,,,,,,,,,,,,,,,,,,,,
305,55,335,58,365,173,395,95,,,,,,,,,,,,,,,,,,,,
306,86,336,160,366,229,396,68,,,,,,,,,,,,,,,,,,,,
307,115,337,540,367,144,397,327,,,,,,,,,,,,,,,,,,,,
308,103,338,265,368,135,398,117,,,,,,,,,,,,,,,,,,,,
309,272,339,120,369,210,399,82,,,,,,,,,,,,,,,,,,,,
310,67,340,31,370,81,400,119,,,,,,,,,,,,,,,,,,,,
311,262,341,120,371,287,401,552,,,,,,,,,,,,,,,,,,,,
312,254,342,102,372,398,402,148,,,,,,,,,,,,,,,,,,,,
313,392,343,254,373,172,403,479,,,,,,,,,,,,,,,,,,,,
314,301,344,473,374,380,404,94,,,,,,,,,,,,,,,,,,,,
315,70,345,88,375,120,405,632,,,,,,,,,,,,,,,,,,,,
316,243,346,100,376,35,406,346,,,,,,,,,,,,,,,,,,,,
317,317,347,44,377,353,407,280,,,,,,,,,,,,,,,,,,,,
318,198,348,469,378,169,408,217,,,,,,,,,,,,,,,,,,,,
319,470,349,87,379,339,409,424,,,,,,,,,,,,,,,,,,,,
320,75,350,73,380,110,410,524,,,,,,,,,,,,,,,,,,,,
321,99,351,465,381,31,411,322,,,,,,,,,,,,,,,,,,,,
322,128,352,175,382,51,412,61,,,,,,,,,,,,,,,,,,,,
323,104,353,646,383,72,413,70,,,,,,,,,,,,,,,,,,,,
324,233,354,226,384,155,414,419,,,,,,,,,,,,,,,,,,,,
325,30,355,146,385,43,415,80,,,,,,,,,,,,,,,,,,,,
326,84,356,148,386,151,416,85,,,,,,,,,,,,,,,,,,,,
327,81,357,158,387,182,417,396,,,,,,,,,,,,,,,,,,,,
328,130,358,358,388,41,418,459,,,,,,,,,,,,,,,,,,,,
329,498,359,576,389,133,419,139,,,,,,,,,,,,,,,,,,,,
330,224,360,184,390,59,420,248,,,,,,,,,,,,,,,,,,,,
