0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,121,31,100,61,109,91,86,121,100,151,327,181,72,211,447,241,90,271,16,,,,
2,59,32,94,62,140,92,219,122,136,152,83,182,11,212,488,242,490,272,518,,,,
3,62,33,32,63,326,93,68,123,98,153,261,183,195,213,107,243,304,273,182,,,,
4,343,34,54,64,140,94,60,124,245,154,132,184,620,214,173,244,544,274,141,,,,
5,473,35,591,65,101,95,389,125,78,155,453,185,179,215,634,245,58,275,425,,,,
6,248,36,114,66,260,96,100,126,175,156,102,186,279,216,39,246,93,276,395,,,,
7,70,37,110,67,249,97,310,127,111,157,32,187,164,217,248,247,45,277,276,,,,
8,191,38,242,68,48,98,144,128,79,158,75,188,144,218,80,248,190,278,263,,,,
9,705,39,602,69,98,99,250,129,160,159,445,189,165,219,326,249,152,279,244,,,,
10,47,40,48,70,70,100,354,130,512,160,378,190,85,220,316,250,97,280,155,,,,
11,322,41,137,71,519,101,87,131,159,161,42,191,176,221,498,251,273,281,158,,,,
12,261,42,402,72,25,102,690,132,220,162,399,192,128,222,175,252,359,282,126,,,,
13,123,43,29,73,54,103,185,133,127,163,88,193,122,223,282,253,38,283,514,,,,
14,434,44,297,74,115,104,303,134,96,164,358,194,326,224,24,254,230,284,387,,,,
15,291,45,127,75,122,105,404,135,479,165,275,195,129,225,615,255,20,285,205,,,,
16,197,46,153,76,259,106,200,136,120,166,271,196,60,226,256,256,37,286,112,,,,
17,208,47,130,77,458,107,562,137,80,167,153,197,121,227,44,257,230,287,372,,,,
18,255,48,195,78,72,108,300,138,440,168,94,198,111,228,401,258,32,288,94,,,,
19,190,49,478,79,471,109,360,139,262,169,327,199,114,229,355,259,587,289,55,,,,
20,100,50,274,80,6,110,228,140,50,170,608,200,92,230,485,260,156,290,46,,,,
21,90,51,497,81,21,111,405,141,638,171,347,201,631,231,452,261,45,291,111,,,,
22,153,52,554,82,74,112,584,142,334,172,6,202,114,232,244,262,54,292,49,,,,
23,362,53,252,83,608,113,361,143,26,173,288,203,275,233,109,263,129,293,158,,,,
24,327,54,60,84,427,114,204,144,-6,174,221,204,225,234,49,264,501,294,77,,,,
25,236,55,441,85,30,115,328,145,96,175,30,205,652,235,60,265,84,295,3,,,,
26,58,56,410,86,55,116,286,146,396,176,345,206,277,236,166,266,512,296,246,,,,
27,690,57,522,87,260,117,584,147,59,177,329,207,45,237,125,267,372,297,379,,,,
28,65,58,37,88,318,118,200,148,408,178,145,208,289,238,602,268,59,298,467,,,,
29,85,59,640,89,254,119,42,149,315,179,120,209,214,239,249,269,644,299,484,,,,
30,81,60,265,90,237,120,438,150,48,180,472,210,57,240,170,270,88,300,78,,,,
Centre:,310203,COLLEGE,OF,ENGINEERING,&,TECHNOLOGY,"AKOLA,",AT,-,BABHULGAON,(JH.),N.H.NO.6,MURTIZAPUR,ROAD,"AKOLA,","AKOLA,",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
301,420,331,330,361,145,391,64,421,385,451,189,481,238,511,65,541,43,571,201,,,,
302,60,332,632,362,217,392,312,422,77,452,92,482,325,512,255,542,68,572,85,,,,
303,322,333,10,363,335,393,190,423,470,453,174,483,10,513,279,543,282,573,420,,,,
304,93,334,126,364,374,394,96,424,9,454,96,484,104,514,159,544,158,574,162,,,,
