0,1,2,3,4,5,6,7,8,9,10,11
"GUJARAT,","VALSAD/VAPI,",GUJARAT,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,21,31,74,61,197,91,94,121,126,151,141
2,149,32,352,62,108,92,223,122,123,152,170
3,425,33,110,63,260,93,110,123,54,153,120
4,218,34,114,64,2,94,42,124,159,154,352
5,47,35,90,65,366,95,266,125,211,155,236
6,290,36,93,66,144,96,65,126,85,156,90
7,99,37,367,67,184,97,21,127,159,157,139
8,190,38,246,68,206,98,110,128,109,158,179
9,109,39,130,69,97,99,148,129,70,159,115
10,179,40,119,70,-11,100,142,130,151,160,52
11,157,41,439,71,135,101,335,131,122,161,47
12,71,42,240,72,213,102,316,132,98,162,264
13,271,43,136,73,65,103,44,133,45,163,89
14,47,44,128,74,131,104,69,134,134,164,65
15,99,45,101,75,124,105,301,135,85,165,56
16,282,46,66,76,144,106,162,136,61,,
17,115,47,120,77,367,107,105,137,40,,
18,266,48,120,78,57,108,110,138,70,,
19,130,49,212,79,162,109,226,139,90,,
20,348,50,124,80,80,110,35,140,43,,
21,98,51,65,81,97,111,116,141,114,,
22,56,52,28,82,99,112,254,142,65,,
23,84,53,295,83,109,113,48,143,228,,
24,118,54,131,84,307,114,99,144,173,,
25,230,55,105,85,28,115,127,145,92,,
26,126,56,353,86,140,116,120,146,241,,
27,82,57,72,87,308,117,89,147,375,,
28,189,58,108,88,99,118,120,148,39,,
29,80,59,203,89,119,119,168,149,107,,
30,297,60,73,90,130,120,160,150,72,,
