0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,505,31,350,61,254,91,18,121,696,151,619,181,391,211,621,241,577
2,100,32,300,62,429,92,543,122,183,152,225,182,360,212,108,242,86
3,203,33,167,63,44,93,652,123,115,153,179,183,287,213,628,243,586
4,74,34,175,64,648,94,664,124,200,154,501,184,203,214,322,244,576
5,22,35,355,65,424,95,571,125,573,155,270,185,377,215,45,245,590
6,201,36,325,66,370,96,90,126,99,156,160,186,80,216,324,246,495
7,147,37,324,67,592,97,129,127,76,157,92,187,600,217,79,247,672
8,35,38,464,68,310,98,450,128,146,158,656,188,620,218,40,248,193
9,450,39,470,69,526,99,305,129,131,159,132,189,715,219,675,249,222
10,104,40,236,70,82,100,517,130,44,160,333,190,64,220,80,250,189
11,80,41,367,71,90,101,406,131,538,161,153,191,40,221,408,251,304
12,339,42,179,72,105,102,20,132,548,162,75,192,543,222,296,252,202
13,469,43,146,73,330,103,144,133,404,163,240,193,217,223,652,253,363
14,138,44,82,74,246,104,217,134,237,164,644,194,367,224,20,254,640
15,511,45,137,75,104,105,284,135,2,165,478,195,79,225,340,255,94
16,270,46,166,76,127,106,267,136,112,166,428,196,321,226,136,256,58
17,348,47,30,77,18,107,228,137,190,167,88,197,178,227,173,257,532
18,232,48,357,78,485,108,148,138,70,168,-20,198,400,228,189,,
19,85,49,455,79,424,109,162,139,665,169,337,199,106,229,705,,
20,50,50,89,80,389,110,290,140,352,170,239,200,534,230,360,,
21,24,51,494,81,531,111,209,141,75,171,501,201,212,231,256,,
22,175,52,554,82,314,112,140,142,121,172,185,202,111,232,435,,
23,86,53,102,83,56,113,105,143,396,173,627,203,320,233,85,,
24,587,54,651,84,58,114,201,144,179,174,243,204,643,234,358,,
25,61,55,84,85,47,115,21,145,534,175,96,205,418,235,95,,
26,107,56,603,86,118,116,300,146,680,176,616,206,99,236,160,,
27,245,57,614,87,38,117,514,147,170,177,111,207,75,237,65,,
28,522,58,293,88,80,118,276,148,261,178,581,208,420,238,192,,
29,96,59,131,89,95,119,77,149,125,179,140,209,198,239,138,,
30,68,60,324,90,404,120,353,150,448,180,82,210,75,240,215,,
