0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,368,31,164,61,207,91,106,121,334,151,462,181,37,211,406,241,36,271,153,,,,,,,,,
2,452,32,66,62,35,92,667,122,461,152,129,182,251,212,278,242,205,272,35,,,,,,,,,
3,42,33,618,63,307,93,587,123,265,153,533,183,410,213,70,243,50,273,516,,,,,,,,,
4,399,34,664,64,156,94,258,124,96,154,79,184,338,214,106,244,73,274,65,,,,,,,,,
5,143,35,66,65,137,95,323,125,211,155,70,185,198,215,614,245,229,275,110,,,,,,,,,
6,381,36,173,66,74,96,349,126,605,156,47,186,137,216,537,246,371,276,41,,,,,,,,,
7,404,37,307,67,285,97,83,127,427,157,148,187,62,217,619,247,164,277,166,,,,,,,,,
8,586,38,133,68,298,98,561,128,333,158,100,188,232,218,128,248,48,278,100,,,,,,,,,
9,45,39,141,69,124,99,186,129,111,159,339,189,154,219,87,249,335,279,374,,,,,,,,,
10,278,40,86,70,227,100,305,130,68,160,235,190,135,220,585,250,638,280,160,,,,,,,,,
11,396,41,147,71,156,101,578,131,347,161,130,191,120,221,45,251,133,281,101,,,,,,,,,
12,171,42,312,72,450,102,90,132,123,162,185,192,357,222,134,252,242,282,478,,,,,,,,,
13,143,43,67,73,9,103,490,133,110,163,547,193,453,223,140,253,547,283,184,,,,,,,,,
14,527,44,275,74,352,104,453,134,431,164,100,194,111,224,80,254,161,284,209,,,,,,,,,
15,559,45,568,75,347,105,246,135,306,165,322,195,317,225,263,255,344,285,119,,,,,,,,,
16,119,46,107,76,138,106,302,136,147,166,222,196,80,226,115,256,73,286,160,,,,,,,,,
17,453,47,117,77,202,107,81,137,60,167,626,197,35,227,191,257,10,287,384,,,,,,,,,
18,213,48,538,78,355,108,106,138,710,168,150,198,544,228,321,258,251,288,309,,,,,,,,,
19,161,49,444,79,80,109,82,139,63,169,276,199,33,229,289,259,109,289,95,,,,,,,,,
20,159,50,140,80,432,110,237,140,132,170,93,200,463,230,315,260,385,290,121,,,,,,,,,
21,324,51,304,81,62,111,458,141,97,171,246,201,329,231,529,261,17,291,644,,,,,,,,,
22,136,52,422,82,136,112,145,142,442,172,128,202,141,232,98,262,102,292,585,,,,,,,,,
23,114,53,328,83,150,113,105,143,93,173,154,203,175,233,208,263,200,293,586,,,,,,,,,
24,128,54,54,84,432,114,550,144,100,174,1,204,256,234,115,264,200,294,365,,,,,,,,,
25,586,55,115,85,381,115,414,145,299,175,656,205,228,235,100,265,232,295,420,,,,,,,,,
26,646,56,90,86,102,116,185,146,252,176,115,206,645,236,269,266,66,296,75,,,,,,,,,
27,236,57,455,87,634,117,72,147,65,177,19,207,101,237,281,267,237,297,323,,,,,,,,,
28,259,58,98,88,118,118,214,148,321,178,187,208,391,238,82,268,3,298,677,,,,,,,,,
29,202,59,189,89,456,119,120,149,261,179,211,209,270,239,482,269,100,299,373,,,,,,,,,
30,52,60,260,90,91,120,106,150,151,180,156,210,467,240,161,270,79,300,99,,,,,,,,,
Centre:,440809,S,R,"GLOBALSCHOOL,",BHAISAMAU,NH-24,SITAPUR,ROAD,BAKSHI,KA,TALAB,NEAR,CAMPUS,S,R,GROUP,OF,INSTITUTION,"BKT,","LUCKNOW,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,273,331,120,361,96,391,375,421,307,451,306,481,120,511,46,541,244,571,24,,,,,,,,,
302,101,332,42,362,320,392,270,422,85,452,172,482,112,512,66,542,421,572,174,,,,,,,,,
303,115,333,474,363,314,393,253,423,405,453,46,483,503,513,191,543,98,573,348,,,,,,,,,
304,224,334,263,364,83,394,105,424,172,454,395,484,111,514,53,544,210,574,229,,,,,,,,,
305,69,335,251,365,91,395,589,425,325,455,488,485,89,515,314,545,184,575,40,,,,,,,,,
306,360,336,452,366,55,396,388,426,102,456,295,486,230,516,133,546,481,576,479,,,,,,,,,
307,506,337,296,367,90,397,450,427,95,457,156,487,99,517,251,547,416,577,56,,,,,,,,,
308,162,338,61,368,370,398,331,428,78,458,359,488,106,518,85,548,232,578,160,,,,,,,,,
309,44,339,195,369,110,399,118,429,159,459,617,489,73,519,651,549,123,579,186,,,,,,,,,
310,453,340,497,370,218,400,493,430,534,460,120,490,326,520,217,550,185,580,74,,,,,,,,,
311,181,341,523,371,246,401,114,431,437,461,184,491,25,521,344,551,444,581,392,,,,,,,,,
312,150,342,325,372,260,402,100,432,478,462,580,492,400,522,599,552,29,582,197,,,,,,,,,
313,630,343,217,373,397,403,55,433,348,463,5,493,105,523,192,553,441,583,146,,,,,,,,,
314,466,344,163,374,665,404,260,434,340,464,684,494,80,524,507,554,312,584,492,,,,,,,,,
315,361,345,357,375,56,405,113,435,365,465,189,495,164,525,120,555,172,585,265,,,,,,,,,
316,302,346,593,376,112,406,643,436,233,466,213,496,543,526,92,556,308,586,82,,,,,,,,,
317,90,347,306,377,95,407,200,437,217,467,112,497,2,527,236,557,66,587,35,,,,,,,,,
318,599,348,70,378,263,408,263,438,50,468,146,498,350,528,415,558,53,588,346,,,,,,,,,
319,413,349,45,379,160,409,65,439,-30,469,90,499,394,529,231,559,100,589,110,,,,,,,,,
320,419,350,239,380,455,410,624,440,295,470,130,500,318,530,249,560,445,590,124,,,,,,,,,
321,49,351,246,381,278,411,152,441,114,471,269,501,144,531,171,561,331,591,145,,,,,,,,,
322,157,352,39,382,85,412,161,442,233,472,50,502,684,532,115,562,34,592,336,,,,,,,,,
323,488,353,83,383,210,413,74,443,98,473,519,503,175,533,127,563,179,593,223,,,,,,,,,
324,40,354,421,384,30,414,35,444,46,474,161,504,145,534,224,564,660,594,143,,,,,,,,,
325,603,355,165,385,116,415,126,445,402,475,58,505,207,535,40,565,264,595,110,,,,,,,,,
326,480,356,548,386,456,416,23,446,170,476,105,506,168,536,108,566,549,596,191,,,,,,,,,
327,6,357,130,387,430,417,503,447,490,477,374,507,93,537,122,567,79,597,247,,,,,,,,,
328,379,358,117,388,31,418,80,448,118,478,39,508,214,538,190,568,484,598,380,,,,,,,,,
329,380,359,166,389,526,419,84,449,233,479,480,509,525,539,127,569,213,599,456,,,,,,,,,
330,355,360,89,390,76,420,218,450,247,480,220,510,69,540,619,570,106,600,430,,,,,,,,,
Centre:,440809,S,R,"GLOBALSCHOOL,",BHAISAMAU,NH-24,SITAPUR,ROAD,BAKSHI,KA,TALAB,NEAR,CAMPUS,S,R,GROUP,OF,INSTITUTION,"BKT,","LUCKNOW,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
601,581,631,151,661,283,691,103,721,548,751,449,781,114,811,132,841,219,871,106,,,,,,,,,
602,389,632,509,662,130,692,75,722,455,752,498,782,266,812,290,842,299,872,388,,,,,,,,,
603,65,633,72,663,184,693,60,723,102,753,130,783,449,813,55,843,445,873,341,,,,,,,,,
604,204,634,460,664,195,694,383,724,192,754,226,784,139,814,65,844,59,874,154,,,,,,,,,
605,173,635,128,665,197,695,651,725,135,755,322,785,345,815,121,845,384,875,442,,,,,,,,,
606,393,636,356,666,110,696,535,726,220,756,366,786,160,816,104,846,47,876,307,,,,,,,,,
607,310,637,201,667,279,697,45,727,132,757,57,787,520,817,572,847,373,877,166,,,,,,,,,
608,145,638,139,668,355,698,499,728,513,758,220,788,196,818,160,848,36,878,389,,,,,,,,,
609,67,639,238,669,582,699,288,729,372,759,22,789,88,819,143,849,45,879,213,,,,,,,,,
610,53,640,245,670,116,700,63,730,140,760,216,790,66,820,312,850,396,880,118,,,,,,,,,
611,110,641,243,671,602,701,449,731,51,761,256,791,182,821,339,851,200,881,98,,,,,,,,,
612,183,642,232,672,85,702,76,732,220,762,303,792,284,822,135,852,113,882,596,,,,,,,,,
613,95,643,317,673,111,703,226,733,486,763,132,793,233,823,79,853,291,883,37,,,,,,,,,
