0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,173,31,90,61,133,91,159,121,76,151,60,181,195
2,604,32,193,62,289,92,160,122,466,152,323,182,180
3,73,33,457,63,196,93,90,123,406,153,346,,
4,113,34,98,64,529,94,326,124,23,154,364,,
5,120,35,212,65,20,95,85,125,139,155,248,,
6,43,36,194,66,71,96,233,126,409,156,170,,
7,153,37,469,67,100,97,615,127,196,157,60,,
8,105,38,102,68,303,98,257,128,571,158,419,,
9,245,39,401,69,221,99,530,129,187,159,173,,
10,177,40,60,70,486,100,102,130,159,160,110,,
11,93,41,73,71,326,101,551,131,70,161,160,,
12,281,42,228,72,514,102,95,132,58,162,250,,
13,211,43,85,73,10,103,482,133,285,163,71,,
14,92,44,85,74,45,104,233,134,121,164,55,,
15,606,45,212,75,257,105,279,135,106,165,141,,
16,199,46,126,76,65,106,94,136,125,166,65,,
17,165,47,475,77,183,107,137,137,96,167,243,,
18,296,48,345,78,67,108,635,138,338,168,134,,
19,184,49,298,79,439,109,29,139,485,169,105,,
20,655,50,156,80,67,110,283,140,394,170,278,,
21,143,51,87,81,464,111,151,141,335,171,205,,
22,48,52,163,82,132,112,314,142,550,172,55,,
23,53,53,421,83,237,113,389,143,625,173,124,,
24,498,54,97,84,256,114,82,144,513,174,186,,
25,101,55,150,85,122,115,85,145,92,175,253,,
26,503,56,159,86,120,116,181,146,57,176,243,,
27,517,57,62,87,81,117,120,147,519,177,155,,
28,79,58,130,88,229,118,30,148,73,178,302,,
29,424,59,140,89,135,119,94,149,152,179,75,,
30,175,60,385,90,124,120,116,150,161,180,197,,
