0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"GORAKHPUR,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,36,31,100,61,360,91,96,121,132,151,47,181,57,211,55,241,81,271,285,,,
2,69,32,563,62,132,92,29,122,60,152,71,182,186,212,102,242,100,272,415,,,
3,67,33,496,63,68,93,38,123,147,153,582,183,84,213,96,243,43,273,84,,,
4,70,34,125,64,209,94,72,124,107,154,55,184,45,214,281,244,433,274,40,,,
5,69,35,31,65,81,95,109,125,21,155,152,185,79,215,275,245,28,275,447,,,
6,266,36,135,66,92,96,70,126,75,156,96,186,541,216,59,246,32,276,235,,,
7,91,37,110,67,76,97,76,127,90,157,14,187,126,217,55,247,8,277,399,,,
8,280,38,31,68,107,98,99,128,186,158,119,188,35,218,166,248,48,278,138,,,
9,145,39,-3,69,37,99,61,129,86,159,9,189,25,219,75,249,26,279,161,,,
10,655,40,87,70,460,100,272,130,202,160,190,190,123,220,110,250,133,280,455,,,
11,61,41,84,71,130,101,11,131,37,161,76,191,70,221,74,251,136,281,213,,,
12,94,42,167,72,323,102,109,132,153,162,210,192,334,222,50,252,41,282,125,,,
13,43,43,28,73,127,103,33,133,332,163,184,193,40,223,72,253,167,283,185,,,
14,159,44,360,74,221,104,139,134,95,164,57,194,34,224,131,254,107,284,635,,,
15,95,45,38,75,474,105,124,135,100,165,7,195,356,225,45,255,183,285,75,,,
16,58,46,23,76,245,106,120,136,45,166,288,196,68,226,164,256,43,286,55,,,
17,93,47,361,77,547,107,355,137,106,167,353,197,69,227,60,257,51,287,111,,,
18,155,48,76,78,25,108,67,138,36,168,28,198,416,228,616,258,118,288,261,,,
19,75,49,330,79,51,109,103,139,400,169,57,199,17,229,98,259,72,289,85,,,
20,322,50,50,80,59,110,97,140,61,170,97,200,213,230,95,260,65,290,33,,,
21,162,51,87,81,440,111,71,141,100,171,79,201,74,231,47,261,49,291,80,,,
22,566,52,155,82,219,112,52,142,161,172,42,202,328,232,35,262,31,292,102,,,
23,83,53,352,83,485,113,154,143,-10,173,70,203,135,233,150,263,324,293,345,,,
24,120,54,22,84,36,114,384,144,189,174,76,204,73,234,41,264,206,294,57,,,
25,107,55,24,85,520,115,113,145,59,175,327,205,71,235,63,265,204,295,88,,,
26,-4,56,367,86,248,116,536,146,110,176,-3,206,79,236,342,266,36,296,87,,,
27,123,57,-5,87,58,117,589,147,90,177,228,207,-15,237,80,267,318,297,481,,,
28,238,58,117,88,52,118,204,148,60,178,43,208,61,238,51,268,50,298,8,,,
29,94,59,70,89,462,119,96,149,80,179,21,209,33,239,27,269,145,299,58,,,
30,170,60,134,90,37,120,126,150,61,180,128,210,614,240,72,270,268,300,92,,,
Centre:,440530,RPM,ACADEMY,RUDRAPUR,KUSMHI,GORAKHPUR,"UP,",RPM,ACADEMY,RUDRAPUR,KUSMHI,CHAURI,CHAURA,GORAKHPUR,UTTAR,"PRADESH-273002,",NEET,(UG),2024,Page,No.,2
"GORAKHPUR,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
301,151,331,154,361,121,391,125,421,75,451,24,,,,,,,,,,,
302,60,332,168,362,222,392,14,422,75,452,146,,,,,,,,,,,
303,81,333,619,363,122,393,92,423,234,453,69,,,,,,,,,,,
304,78,334,228,364,256,394,180,424,36,454,76,,,,,,,,,,,
305,148,335,50,365,212,395,131,425,34,455,90,,,,,,,,,,,
306,116,336,68,366,119,396,62,426,379,456,137,,,,,,,,,,,
307,413,337,62,367,364,397,47,427,135,457,577,,,,,,,,,,,
308,221,338,506,368,139,398,568,428,216,458,59,,,,,,,,,,,
309,459,339,505,369,55,399,103,429,30,459,38,,,,,,,,,,,
310,28,340,34,370,93,400,81,430,85,,,,,,,,,,,,,
311,80,341,60,371,472,401,612,431,396,,,,,,,,,,,,,
312,208,342,284,372,61,402,100,432,231,,,,,,,,,,,,,
313,455,343,178,373,73,403,43,433,131,,,,,,,,,,,,,
314,262,344,137,374,144,404,129,434,48,,,,,,,,,,,,,
315,79,345,109,375,124,405,90,435,34,,,,,,,,,,,,,
316,33,346,653,376,56,406,97,436,527,,,,,,,,,,,,,
317,86,347,42,377,617,407,68,437,78,,,,,,,,,,,,,
318,65,348,184,378,176,408,25,438,184,,,,,,,,,,,,,
319,29,349,14,379,103,409,55,439,220,,,,,,,,,,,,,
320,336,350,118,380,106,410,16,440,43,,,,,,,,,,,,,
321,147,351,33,381,135,411,49,441,60,,,,,,,,,,,,,
322,60,352,48,382,80,412,161,442,42,,,,,,,,,,,,,
323,288,353,30,383,132,413,58,443,178,,,,,,,,,,,,,
324,66,354,25,384,95,414,640,444,26,,,,,,,,,,,,,
325,99,355,56,385,40,415,257,445,97,,,,,,,,,,,,,
326,12,356,35,386,65,416,110,446,81,,,,,,,,,,,,,
327,50,357,73,387,55,417,52,447,45,,,,,,,,,,,,,
328,387,358,601,388,139,418,70,448,80,,,,,,,,,,,,,
329,24,359,61,389,150,419,218,449,75,,,,,,,,,,,,,
330,66,360,10,390,55,420,139,450,127,,,,,,,,,,,,,
