0,1,2,3,4,5,6,7
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,40,31,83,61,118,91,88
2,374,32,451,62,96,92,59
3,83,33,29,63,45,93,59
4,39,34,66,64,81,94,128
5,80,35,23,65,130,95,88
6,117,36,65,66,90,96,88
7,97,37,70,67,322,97,57
8,15,38,54,68,45,98,29
9,51,39,41,69,45,99,26
10,154,40,302,70,35,100,84
11,75,41,85,71,99,101,174
12,146,42,29,72,54,102,442
13,104,43,120,73,90,103,201
14,389,44,69,74,223,104,59
15,176,45,175,75,60,105,65
16,155,46,37,76,133,106,81
17,77,47,178,77,85,107,181
18,55,48,88,78,100,108,51
19,48,49,-9,79,160,109,88
20,66,50,51,80,240,110,50
21,12,51,65,81,95,,
22,75,52,224,82,21,,
23,444,53,50,83,63,,
24,229,54,-15,84,245,,
25,10,55,107,85,54,,
26,60,56,175,86,25,,
27,121,57,10,87,54,,
28,12,58,100,88,130,,
29,36,59,45,89,61,,
30,179,60,41,90,94,,
