0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
"ERNAKULAM/MOOVATTUPUZHA,",KERALA,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,231,31,284,61,626,91,233,121,154,151,450,181,77,211,155,241,168,271,218,,
2,563,32,130,62,56,92,203,122,95,152,619,182,229,212,34,242,180,272,447,,
3,200,33,2,63,496,93,95,123,337,153,368,183,210,213,206,243,406,273,420,,
4,60,34,69,64,413,94,187,124,90,154,351,184,57,214,137,244,649,274,137,,
5,20,35,442,65,157,95,55,125,134,155,255,185,285,215,135,245,469,275,313,,
6,306,36,136,66,530,96,60,126,105,156,311,186,63,216,278,246,127,276,526,,
7,123,37,181,67,158,97,302,127,70,157,238,187,103,217,95,247,315,277,386,,
8,85,38,225,68,183,98,118,128,260,158,613,188,129,218,98,248,135,278,165,,
9,75,39,41,69,39,99,355,129,151,159,127,189,643,219,249,249,63,279,212,,
10,59,40,265,70,433,100,506,130,485,160,302,190,205,220,74,250,111,280,95,,
11,50,41,281,71,321,101,190,131,221,161,61,191,449,221,688,251,97,281,293,,
12,220,42,245,72,140,102,237,132,49,162,168,192,159,222,106,252,200,282,573,,
13,0,43,219,73,198,103,338,133,480,163,654,193,181,223,64,253,487,283,50,,
14,495,44,299,74,70,104,158,134,141,164,150,194,181,224,464,254,161,284,209,,
15,380,45,77,75,10,105,240,135,71,165,341,195,219,225,159,255,115,285,212,,
16,299,46,124,76,139,106,225,136,62,166,45,196,499,226,73,256,603,286,122,,
17,231,47,288,77,245,107,121,137,373,167,313,197,207,227,245,257,212,287,80,,
18,147,48,220,78,66,108,56,138,478,168,135,198,128,228,220,258,344,288,76,,
19,460,49,88,79,-47,109,596,139,98,169,174,199,159,229,285,259,688,289,562,,
20,227,50,87,80,93,110,36,140,385,170,500,200,137,230,139,260,214,290,206,,
21,107,51,191,81,441,111,114,141,55,171,140,201,99,231,65,261,352,291,130,,
22,72,52,197,82,312,112,78,142,133,172,112,202,85,232,172,262,109,292,142,,
23,130,53,215,83,363,113,161,143,113,173,102,203,313,233,546,263,649,293,145,,
24,159,54,423,84,120,114,121,144,122,174,92,204,575,234,99,264,102,294,376,,
25,-12,55,180,85,551,115,70,145,54,175,529,205,394,235,247,265,188,295,226,,
26,44,56,161,86,80,116,168,146,179,176,115,206,168,236,158,266,275,296,180,,
27,243,57,226,87,183,117,551,147,129,177,371,207,120,237,215,267,95,297,92,,
28,556,58,556,88,222,118,121,148,99,178,165,208,111,238,650,268,618,298,328,,
29,254,59,221,89,71,119,293,149,210,179,560,209,68,239,61,269,210,299,212,,
30,226,60,86,90,171,120,115,150,70,180,137,210,348,240,679,270,190,300,329,,
Centre:,280311,SREE,SARADA,VIDYALAYA,MATTOOR,ERNAKULAM,"KL,",SREE,SARADA,VIDYALAYA,MATTOOR,NEAR,SREE,SANKARA,"COLLEGE,",NEET,(UG),2024,Page,No.,2
"ERNAKULAM/MOOVATTUPUZHA,",KERALA,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
301,242,331,91,361,181,391,310,421,174,,,,,,,,,,,,
302,129,332,133,362,152,392,41,422,250,,,,,,,,,,,,
303,139,333,101,363,439,393,209,423,200,,,,,,,,,,,,
304,156,334,476,364,185,394,90,424,191,,,,,,,,,,,,
305,162,335,445,365,389,395,173,425,158,,,,,,,,,,,,
306,113,336,30,366,237,396,15,426,385,,,,,,,,,,,,
307,376,337,161,367,378,397,116,427,441,,,,,,,,,,,,
308,83,338,346,368,420,398,179,428,141,,,,,,,,,,,,
309,214,339,462,369,119,399,148,429,120,,,,,,,,,,,,
310,72,340,87,370,656,400,130,430,64,,,,,,,,,,,,
311,100,341,256,371,403,401,619,431,281,,,,,,,,,,,,
312,80,342,135,372,128,402,53,432,272,,,,,,,,,,,,
313,220,343,115,373,120,403,107,433,92,,,,,,,,,,,,
314,222,344,194,374,363,404,325,434,200,,,,,,,,,,,,
315,50,345,326,375,205,405,120,435,87,,,,,,,,,,,,
316,105,346,200,376,334,406,346,436,222,,,,,,,,,,,,
317,257,347,205,377,211,407,341,437,128,,,,,,,,,,,,
318,97,348,680,378,276,408,561,438,73,,,,,,,,,,,,
319,180,349,74,379,106,409,103,439,171,,,,,,,,,,,,
320,300,350,75,380,98,410,206,440,197,,,,,,,,,,,,
321,180,351,112,381,472,411,226,441,186,,,,,,,,,,,,
322,53,352,184,382,155,412,85,442,248,,,,,,,,,,,,
323,608,353,406,383,446,413,499,443,102,,,,,,,,,,,,
324,244,354,113,384,102,414,195,444,203,,,,,,,,,,,,
325,198,355,307,385,314,415,208,445,364,,,,,,,,,,,,
326,71,356,242,386,25,416,65,,,,,,,,,,,,,,
327,194,357,79,387,35,417,55,,,,,,,,,,,,,,
328,241,358,126,388,229,418,113,,,,,,,,,,,,,,
329,461,359,198,389,24,419,443,,,,,,,,,,,,,,
330,105,360,90,390,80,420,184,,,,,,,,,,,,,,
