0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"PRADESH,","GORAKHPUR,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,375,31,378,61,544,91,183,121,54,151,139,181,125,211,235,241,616,271,174,,,,,,
2,297,32,44,62,110,92,16,122,167,152,56,182,145,212,446,242,60,272,191,,,,,,
3,168,33,82,63,59,93,100,123,334,153,296,183,415,213,321,243,47,273,204,,,,,,
4,419,34,84,64,27,94,424,124,423,154,130,184,238,214,595,244,62,274,88,,,,,,
5,164,35,156,65,293,95,24,125,156,155,86,185,298,215,308,245,475,275,245,,,,,,
6,301,36,281,66,77,96,210,126,221,156,595,186,143,216,279,246,278,276,83,,,,,,
7,60,37,248,67,433,97,151,127,211,157,216,187,192,217,340,247,55,277,340,,,,,,
8,313,38,553,68,578,98,48,128,45,158,254,188,122,218,62,248,135,278,45,,,,,,
9,647,39,241,69,114,99,63,129,54,159,353,189,530,219,336,249,389,279,438,,,,,,
10,158,40,98,70,137,100,189,130,383,160,193,190,192,220,292,250,62,280,593,,,,,,
11,544,41,197,71,190,101,194,131,213,161,320,191,474,221,455,251,344,281,137,,,,,,
12,605,42,643,72,11,102,53,132,192,162,72,192,180,222,66,252,443,282,-1,,,,,,
13,200,43,101,73,60,103,134,133,49,163,132,193,151,223,43,253,456,283,100,,,,,,
14,213,44,428,74,84,104,120,134,139,164,80,194,423,224,121,254,648,284,117,,,,,,
15,271,45,427,75,69,105,350,135,601,165,175,195,361,225,311,255,674,285,55,,,,,,
16,78,46,253,76,154,106,648,136,30,166,400,196,47,226,139,256,107,286,138,,,,,,
17,296,47,174,77,47,107,169,137,174,167,31,197,282,227,534,257,344,287,140,,,,,,
18,20,48,101,78,354,108,60,138,409,168,370,198,164,228,241,258,143,288,503,,,,,,
19,82,49,375,79,43,109,596,139,458,169,57,199,240,229,69,259,51,289,402,,,,,,
20,334,50,230,80,91,110,120,140,132,170,70,200,135,230,64,260,210,290,162,,,,,,
21,349,51,126,81,317,111,60,141,72,171,298,201,110,231,14,261,170,291,141,,,,,,
22,172,52,30,82,225,112,316,142,73,172,299,202,159,232,216,262,144,292,41,,,,,,
23,284,53,125,83,35,113,228,143,276,173,296,203,113,233,90,263,576,293,39,,,,,,
24,210,54,204,84,121,114,129,144,242,174,57,204,643,234,209,264,174,294,513,,,,,,
25,356,55,103,85,95,115,648,145,63,175,65,205,206,235,51,265,403,295,81,,,,,,
26,68,56,458,86,129,116,85,146,70,176,77,206,181,236,293,266,432,296,140,,,,,,
27,226,57,334,87,80,117,28,147,210,177,382,207,442,237,65,267,316,297,274,,,,,,
28,196,58,294,88,70,118,136,148,327,178,226,208,16,238,85,268,182,298,26,,,,,,
29,200,59,23,89,263,119,111,149,570,179,49,209,228,239,323,269,160,299,52,,,,,,
30,345,60,136,90,146,120,58,150,96,180,386,210,321,240,21,270,248,300,191,,,,,,
Centre:,440515,RADHIKA,SR,SEC,SCH,KARWAL,BANSGAON,GORAKHPUR,"UP,",RADHIKA,SR,SEC,SCHOOL,KARWAL,MANJHGAWAN,GAGAHA,BANSGAON,GORAKHPUR,UTTAR,NEET,(UG),2024,Page,No.,2
"PRADESH,","GORAKHPUR,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
301,168,331,54,361,344,391,236,421,201,451,148,481,-10,511,432,541,504,571,22,,,,,,
302,92,332,46,362,575,392,105,422,193,452,73,482,381,512,221,542,75,572,384,,,,,,
303,291,333,568,363,34,393,553,423,156,453,176,483,215,513,135,543,98,573,26,,,,,,
304,340,334,456,364,135,394,20,424,367,454,299,484,277,514,192,544,67,574,173,,,,,,
305,58,335,229,365,209,395,98,425,305,455,118,485,73,515,209,545,320,575,183,,,,,,
306,153,336,315,366,354,396,233,426,70,456,413,486,460,516,151,546,297,576,174,,,,,,
307,341,337,340,367,52,397,137,427,185,457,375,487,67,517,60,547,60,577,171,,,,,,
308,78,338,224,368,95,398,212,428,213,458,114,488,224,518,236,548,367,578,281,,,,,,
309,592,339,58,369,224,399,185,429,199,459,83,489,125,519,182,549,82,579,33,,,,,,
310,201,340,85,370,83,400,431,430,347,460,198,490,411,520,86,550,196,580,40,,,,,,
311,259,341,22,371,206,401,306,431,9,461,110,491,29,521,496,551,384,581,51,,,,,,
312,69,342,198,372,182,402,98,432,55,462,228,492,609,522,285,552,476,582,678,,,,,,
313,173,343,546,373,111,403,200,433,364,463,452,493,85,523,444,553,313,583,410,,,,,,
314,629,344,451,374,40,404,75,434,100,464,214,494,161,524,332,554,50,584,120,,,,,,
315,433,345,464,375,130,405,147,435,28,465,175,495,23,525,140,555,168,585,101,,,,,,
316,78,346,60,376,404,406,145,436,441,466,522,496,129,526,541,556,445,586,88,,,,,,
317,65,347,61,377,326,407,46,437,450,467,255,497,61,527,42,557,312,587,150,,,,,,
318,210,348,567,378,144,408,642,438,-13,468,264,498,158,528,37,558,197,588,202,,,,,,
319,44,349,24,379,314,409,91,439,64,469,644,499,57,529,257,559,339,589,74,,,,,,
320,81,350,70,380,55,410,157,440,215,470,171,500,390,530,123,560,233,590,159,,,,,,
321,181,351,184,381,384,411,541,441,34,471,335,501,60,531,554,561,440,591,261,,,,,,
322,194,352,80,382,92,412,159,442,231,472,122,502,85,532,152,562,118,592,224,,,,,,
323,0,353,80,383,117,413,135,443,36,473,146,503,138,533,197,563,460,593,55,,,,,,
324,302,354,402,384,477,414,136,444,20,474,80,504,117,534,201,564,318,594,85,,,,,,
325,193,355,29,385,47,415,356,445,66,475,233,505,112,535,41,565,208,,,,,,,,
326,670,356,166,386,150,416,214,446,261,476,43,506,102,536,73,566,382,,,,,,,,
327,115,357,105,387,64,417,104,447,62,477,77,507,558,537,279,567,96,,,,,,,,
328,578,358,211,388,392,418,171,448,117,478,200,508,165,538,108,568,336,,,,,,,,
329,103,359,41,389,323,419,76,449,130,479,242,509,128,539,152,569,397,,,,,,,,
330,497,360,77,390,92,420,111,450,93,480,141,510,68,540,249,570,641,,,,,,,,
