0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,396,31,450,61,327,91,555,121,102,151,369,181,114,211,139,241,295,271,70,,
2,214,32,146,62,157,92,627,122,146,152,179,182,197,212,490,242,125,272,163,,
3,304,33,256,63,74,93,339,123,400,153,157,183,102,213,88,243,365,273,407,,
4,159,34,241,64,95,94,183,124,160,154,69,184,487,214,147,244,105,274,576,,
5,283,35,490,65,46,95,127,125,295,155,130,185,289,215,409,245,232,275,90,,
6,103,36,171,66,369,96,369,126,665,156,372,186,511,216,505,246,27,276,54,,
7,76,37,154,67,127,97,105,127,478,157,155,187,151,217,640,247,48,277,500,,
8,299,38,239,68,60,98,104,128,491,158,80,188,224,218,222,248,536,278,94,,
9,238,39,177,69,157,99,67,129,286,159,63,189,388,219,132,249,56,279,30,,
10,426,40,130,70,172,100,378,130,289,160,27,190,65,220,500,250,120,280,53,,
11,429,41,475,71,579,101,94,131,181,161,266,191,349,221,312,251,240,281,121,,
12,554,42,513,72,261,102,40,132,84,162,195,192,116,222,614,252,164,282,342,,
13,350,43,277,73,302,103,29,133,80,163,8,193,51,223,14,253,259,283,482,,
14,205,44,399,74,309,104,623,134,628,164,225,194,189,224,147,254,166,284,40,,
15,257,45,28,75,138,105,227,135,74,165,527,195,444,225,125,255,472,285,198,,
16,66,46,290,76,291,106,180,136,180,166,194,196,451,226,501,256,243,286,142,,
17,105,47,201,77,452,107,507,137,603,167,273,197,354,227,485,257,111,287,680,,
18,489,48,198,78,80,108,415,138,208,168,162,198,145,228,-7,258,47,288,468,,
19,90,49,127,79,563,109,-15,139,464,169,675,199,441,229,343,259,154,289,53,,
20,153,50,404,80,83,110,80,140,81,170,142,200,33,230,398,260,95,290,36,,
21,99,51,451,81,129,111,129,141,99,171,42,201,134,231,123,261,123,291,71,,
22,255,52,44,82,346,112,204,142,422,172,181,202,10,232,212,262,284,292,306,,
23,231,53,345,83,180,113,158,143,166,173,566,203,245,233,78,263,40,293,108,,
24,289,54,220,84,52,114,81,144,125,174,627,204,170,234,104,264,173,294,142,,
25,101,55,462,85,409,115,69,145,433,175,97,205,684,235,196,265,131,295,498,,
26,255,56,113,86,60,116,115,146,98,176,230,206,272,236,117,266,72,296,261,,
27,311,57,98,87,574,117,198,147,94,177,421,207,488,237,120,267,127,297,69,,
28,500,58,455,88,124,118,41,148,367,178,351,208,471,238,180,268,36,298,414,,
29,316,59,30,89,199,119,85,149,273,179,472,209,161,239,26,269,89,299,259,,
30,647,60,195,90,415,120,342,150,185,180,80,210,402,240,175,270,125,300,670,,
Centre:,310926,M.S.,BIDVE,ENGINEERING,"COLLEGE,",P.,O.,BOX,NO.,112,VASWADI,BARSHI,"ROAD,","LATUR,",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,
301,70,331,80,361,121,391,132,,,,,,,,,,,,,,
302,408,332,241,362,481,392,574,,,,,,,,,,,,,,
303,608,333,254,363,236,393,71,,,,,,,,,,,,,,
304,294,334,580,364,82,394,434,,,,,,,,,,,,,,
305,384,335,130,365,54,395,456,,,,,,,,,,,,,,
306,272,336,196,366,53,396,399,,,,,,,,,,,,,,
307,606,337,218,367,102,397,393,,,,,,,,,,,,,,
308,238,338,70,368,466,398,300,,,,,,,,,,,,,,
309,266,339,304,369,271,399,113,,,,,,,,,,,,,,
310,390,340,587,370,277,400,344,,,,,,,,,,,,,,
311,523,341,51,371,482,401,231,,,,,,,,,,,,,,
312,503,342,10,372,206,402,584,,,,,,,,,,,,,,
313,487,343,330,373,395,403,149,,,,,,,,,,,,,,
314,206,344,446,374,277,404,542,,,,,,,,,,,,,,
315,112,345,80,375,310,405,104,,,,,,,,,,,,,,
316,68,346,34,376,141,,,,,,,,,,,,,,,,
317,128,347,656,377,293,,,,,,,,,,,,,,,,
318,63,348,179,378,472,,,,,,,,,,,,,,,,
319,546,349,330,379,77,,,,,,,,,,,,,,,,
320,74,350,661,380,89,,,,,,,,,,,,,,,,
321,66,351,360,381,233,,,,,,,,,,,,,,,,
322,579,352,28,382,647,,,,,,,,,,,,,,,,
323,284,353,121,383,216,,,,,,,,,,,,,,,,
324,367,354,149,384,676,,,,,,,,,,,,,,,,
325,117,355,163,385,565,,,,,,,,,,,,,,,,
326,352,356,259,386,438,,,,,,,,,,,,,,,,
327,513,357,469,387,423,,,,,,,,,,,,,,,,
328,270,358,417,388,485,,,,,,,,,,,,,,,,
329,18,359,95,389,84,,,,,,,,,,,,,,,,
330,75,360,135,390,329,,,,,,,,,,,,,,,,
