0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
DELHI/NEW,"DELHI,",DELHI,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,405,31,136,61,452,91,60,121,240,151,360,181,315,211,330,241,93,271,429,,,,,,,
2,556,32,325,62,272,92,142,122,142,152,241,182,285,212,210,242,327,272,62,,,,,,,
3,463,33,38,63,499,93,204,123,56,153,321,183,650,213,200,243,281,273,267,,,,,,,
4,150,34,665,64,614,94,72,124,172,154,278,184,185,214,230,244,240,274,559,,,,,,,
5,22,35,510,65,129,95,57,125,402,155,281,185,82,215,90,245,150,275,481,,,,,,,
6,630,36,140,66,258,96,496,126,346,156,97,186,239,216,112,246,101,276,105,,,,,,,
7,263,37,505,67,266,97,189,127,313,157,152,187,588,217,103,247,274,277,241,,,,,,,
8,105,38,37,68,50,98,478,128,146,158,409,188,125,218,264,248,236,278,265,,,,,,,
9,318,39,290,69,171,99,200,129,126,159,380,189,80,219,414,249,637,279,391,,,,,,,
10,267,40,317,70,156,100,416,130,73,160,99,190,130,220,505,250,615,280,54,,,,,,,
11,239,41,305,71,206,101,244,131,259,161,75,191,183,221,315,251,526,281,155,,,,,,,
12,263,42,128,72,310,102,472,132,175,162,27,192,530,222,103,252,122,282,151,,,,,,,
13,166,43,345,73,116,103,224,133,75,163,229,193,321,223,317,253,150,283,83,,,,,,,
14,125,44,677,74,250,104,123,134,166,164,275,194,474,224,50,254,342,284,156,,,,,,,
15,98,45,312,75,526,105,555,135,155,165,485,195,627,225,197,255,40,285,630,,,,,,,
16,141,46,213,76,115,106,232,136,110,166,-3,196,389,226,257,256,636,286,70,,,,,,,
17,144,47,129,77,406,107,354,137,311,167,181,197,171,227,510,257,79,287,132,,,,,,,
18,136,48,375,78,460,108,403,138,377,168,341,198,246,228,157,258,206,288,255,,,,,,,
19,540,49,29,79,47,109,418,139,252,169,53,199,127,229,265,259,217,289,37,,,,,,,
20,509,50,132,80,276,110,55,140,304,170,68,200,295,230,133,260,257,290,255,,,,,,,
21,156,51,110,81,221,111,181,141,222,171,190,201,53,231,152,261,114,291,168,,,,,,,
22,372,52,363,82,283,112,396,142,115,172,239,202,14,232,97,262,335,292,459,,,,,,,
23,660,53,226,83,144,113,270,143,305,173,161,203,241,233,263,263,163,293,540,,,,,,,
24,264,54,291,84,120,114,470,144,110,174,146,204,313,234,354,264,229,294,222,,,,,,,
25,124,55,159,85,79,115,219,145,317,175,335,205,255,235,126,265,168,295,575,,,,,,,
26,148,56,635,86,327,116,113,146,111,176,377,206,264,236,24,266,403,296,273,,,,,,,
27,150,57,30,87,44,117,582,147,98,177,87,207,148,237,64,267,100,297,356,,,,,,,
28,472,58,214,88,162,118,354,148,105,178,137,208,141,238,395,268,555,298,143,,,,,,,
29,161,59,92,89,342,119,159,149,221,179,187,209,169,239,187,269,226,299,622,,,,,,,
30,115,60,150,90,150,120,379,150,457,180,460,210,112,240,226,270,100,300,550,,,,,,,
Centre:,200129,ST.MARKS,SR.SEC.PUBLIC,"SCHOOL,",A,"BLOCK,",MEERA,BAGH,NEAR,PASCHIM,VIHAR,JAI,NAR,HOSPITAL,MEERA,BAGH,PASCHIM,"VIHAR,",HDFC,"BANK,",NEET,(UG),2024,Page,No.,2
DELHI/NEW,"DELHI,",DELHI,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,
301,286,331,390,361,217,391,207,421,95,451,186,481,154,,,,,,,,,,,,,
302,298,332,597,362,72,392,203,422,459,452,493,482,130,,,,,,,,,,,,,
303,159,333,119,363,217,393,140,423,163,453,63,483,560,,,,,,,,,,,,,
304,38,334,179,364,-15,394,107,424,83,454,376,484,95,,,,,,,,,,,,,
305,56,335,227,365,195,395,135,425,433,455,224,485,120,,,,,,,,,,,,,
306,278,336,120,366,269,396,220,426,135,456,165,486,259,,,,,,,,,,,,,
307,124,337,237,367,66,397,130,427,113,457,453,487,219,,,,,,,,,,,,,
308,120,338,137,368,210,398,134,428,274,458,14,488,344,,,,,,,,,,,,,
309,493,339,486,369,381,399,492,429,224,459,268,489,29,,,,,,,,,,,,,
310,227,340,255,370,343,400,165,430,242,460,443,490,138,,,,,,,,,,,,,
311,448,341,109,371,56,401,100,431,347,461,191,491,85,,,,,,,,,,,,,
312,121,342,195,372,423,402,214,432,151,462,648,492,115,,,,,,,,,,,,,
313,449,343,129,373,184,403,166,433,336,463,213,493,185,,,,,,,,,,,,,
314,65,344,116,374,63,404,327,434,101,464,86,494,240,,,,,,,,,,,,,
315,311,345,60,375,215,405,173,435,237,465,135,495,219,,,,,,,,,,,,,
316,216,346,498,376,280,406,177,436,113,466,150,496,576,,,,,,,,,,,,,
317,266,347,57,377,137,407,690,437,463,467,658,497,456,,,,,,,,,,,,,
318,213,348,562,378,296,408,225,438,47,468,150,498,375,,,,,,,,,,,,,
319,178,349,644,379,240,409,315,439,306,469,397,499,301,,,,,,,,,,,,,
320,421,350,317,380,448,410,177,440,112,470,68,500,-6,,,,,,,,,,,,,
321,293,351,92,381,86,411,540,441,190,471,430,501,84,,,,,,,,,,,,,
322,183,352,208,382,175,412,273,442,559,472,212,502,102,,,,,,,,,,,,,
323,141,353,171,383,63,413,112,443,246,473,567,503,162,,,,,,,,,,,,,
324,172,354,466,384,199,414,348,444,85,474,307,504,120,,,,,,,,,,,,,
325,358,355,655,385,84,415,362,445,105,475,95,,,,,,,,,,,,,,,
326,183,356,256,386,625,416,25,446,424,476,298,,,,,,,,,,,,,,,
327,152,357,315,387,315,417,629,447,154,477,145,,,,,,,,,,,,,,,
328,170,358,87,388,179,418,223,448,315,478,59,,,,,,,,,,,,,,,
329,437,359,56,389,419,419,209,449,333,479,205,,,,,,,,,,,,,,,
330,311,360,649,390,168,420,651,450,443,480,296,,,,,,,,,,,,,,,
