0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
1,249,31,533,61,129,91,66,121,150,151,374,181,73,211,108,241,22,271,68,,,,,,,,,,
2,80,32,271,62,299,92,106,122,68,152,664,182,514,212,103,242,77,272,114,,,,,,,,,,
3,75,33,81,63,100,93,654,123,32,153,468,183,309,213,175,243,188,273,10,,,,,,,,,,
4,69,34,126,64,146,94,80,124,247,154,571,184,528,214,629,244,278,274,67,,,,,,,,,,
5,143,35,248,65,315,95,111,125,149,155,118,185,96,215,151,245,169,275,526,,,,,,,,,,
6,197,36,282,66,308,96,347,126,113,156,75,186,222,216,82,246,78,276,145,,,,,,,,,,
7,174,37,455,67,302,97,134,127,148,157,41,187,43,217,32,247,42,277,216,,,,,,,,,,
8,252,38,537,68,91,98,55,128,303,158,220,188,288,218,140,248,174,278,65,,,,,,,,,,
9,680,39,585,69,647,99,669,129,304,159,37,189,207,219,67,249,85,279,101,,,,,,,,,,
10,124,40,43,70,418,100,131,130,295,160,568,190,470,220,392,250,97,280,371,,,,,,,,,,
11,613,41,264,71,135,101,83,131,5,161,198,191,695,221,214,251,83,281,164,,,,,,,,,,
12,59,42,63,72,361,102,299,132,199,162,69,192,80,222,657,252,178,282,63,,,,,,,,,,
13,325,43,78,73,445,103,496,133,228,163,259,193,114,223,126,253,38,283,83,,,,,,,,,,
14,313,44,193,74,511,104,102,134,166,164,589,194,124,224,445,254,44,284,46,,,,,,,,,,
15,54,45,448,75,130,105,406,135,88,165,415,195,214,225,376,255,268,285,290,,,,,,,,,,
16,122,46,112,76,114,106,246,136,42,166,168,196,395,226,391,256,120,286,97,,,,,,,,,,
17,104,47,103,77,125,107,580,137,349,167,55,197,155,227,231,257,65,287,604,,,,,,,,,,
18,199,48,242,78,98,108,131,138,136,168,28,198,223,228,100,258,59,288,35,,,,,,,,,,
19,225,49,617,79,513,109,147,139,256,169,235,199,201,229,450,259,267,289,208,,,,,,,,,,
20,73,50,91,80,562,110,295,140,265,170,24,200,306,230,564,260,87,290,667,,,,,,,,,,
21,50,51,103,81,49,111,449,141,135,171,402,201,194,231,77,261,582,291,181,,,,,,,,,,
22,428,52,361,82,67,112,143,142,61,172,630,202,635,232,104,262,441,292,127,,,,,,,,,,
23,217,53,153,83,158,113,217,143,291,173,267,203,235,233,143,263,100,293,369,,,,,,,,,,
24,522,54,319,84,273,114,533,144,208,174,201,204,118,234,90,264,116,294,63,,,,,,,,,,
25,244,55,294,85,330,115,43,145,585,175,34,205,637,235,79,265,231,295,216,,,,,,,,,,
26,379,56,86,86,31,116,285,146,30,176,62,206,89,236,211,266,82,296,81,,,,,,,,,,
27,193,57,462,87,268,117,530,147,227,177,223,207,443,237,71,267,316,297,67,,,,,,,,,,
28,405,58,230,88,198,118,46,148,202,178,57,208,353,238,393,268,254,298,53,,,,,,,,,,
29,245,59,204,89,397,119,81,149,65,179,555,209,105,239,167,269,220,299,506,,,,,,,,,,
30,367,60,240,90,102,120,83,150,152,180,268,210,135,240,305,270,389,300,663,,,,,,,,,,
Centre:,260319,G,&,H,HIGH,SCHOOL,RANCHI,"JHARKHAND,",G,&,H,HIGH,SCHOOL,VILLAGE,GATALATU,P.O.,NEORI,VIKAS,DISTT.,RANCHI,"JHARKHAND,","RANCHI,",JHARKHAND,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,,,,
301,50,331,80,,,,,,,,,,,,,,,,,,,,,,,,,,
302,105,332,174,,,,,,,,,,,,,,,,,,,,,,,,,,
303,162,333,73,,,,,,,,,,,,,,,,,,,,,,,,,,
304,557,334,155,,,,,,,,,,,,,,,,,,,,,,,,,,
305,259,335,40,,,,,,,,,,,,,,,,,,,,,,,,,,
306,106,336,100,,,,,,,,,,,,,,,,,,,,,,,,,,
307,478,337,538,,,,,,,,,,,,,,,,,,,,,,,,,,
308,136,338,627,,,,,,,,,,,,,,,,,,,,,,,,,,
309,408,339,339,,,,,,,,,,,,,,,,,,,,,,,,,,
310,219,340,412,,,,,,,,,,,,,,,,,,,,,,,,,,
311,74,341,286,,,,,,,,,,,,,,,,,,,,,,,,,,
312,590,342,112,,,,,,,,,,,,,,,,,,,,,,,,,,
313,455,343,80,,,,,,,,,,,,,,,,,,,,,,,,,,
314,385,344,72,,,,,,,,,,,,,,,,,,,,,,,,,,
315,115,345,54,,,,,,,,,,,,,,,,,,,,,,,,,,
316,60,346,516,,,,,,,,,,,,,,,,,,,,,,,,,,
317,70,347,113,,,,,,,,,,,,,,,,,,,,,,,,,,
318,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
