0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
30,152,60,79,90,130,120,156,150,549,180,126,210,653,240,332,270,690,300,549,,,,,,,,,,
Centre:,391807,JK,MODI,GOVT,GIRLS,SR,SEC,"SCHOOL,",JK,MODI,GOVT,GIRLS,SR,SEC,SCHOOL,OPPOSITE,DHAKA,GAS,AGENCY,ROAD,NO.-2,"JHUNJHUNU,","JHUNJHUNU,",NEET,(UG),2024,Page,No.,2
RAJASTHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,,
301,305,331,563,361,405,,,,,,,,,,,,,,,,,,,,,,,,
302,482,332,347,362,231,,,,,,,,,,,,,,,,,,,,,,,,
303,186,333,101,363,505,,,,,,,,,,,,,,,,,,,,,,,,
304,55,334,288,364,117,,,,,,,,,,,,,,,,,,,,,,,,
305,344,335,634,365,346,,,,,,,,,,,,,,,,,,,,,,,,
306,326,336,186,366,548,,,,,,,,,,,,,,,,,,,,,,,,
307,198,337,487,367,175,,,,,,,,,,,,,,,,,,,,,,,,
308,230,338,66,368,141,,,,,,,,,,,,,,,,,,,,,,,,
309,562,339,282,369,649,,,,,,,,,,,,,,,,,,,,,,,,
310,86,340,315,370,164,,,,,,,,,,,,,,,,,,,,,,,,
311,274,341,373,371,230,,,,,,,,,,,,,,,,,,,,,,,,
312,244,342,142,372,91,,,,,,,,,,,,,,,,,,,,,,,,
313,120,343,140,373,451,,,,,,,,,,,,,,,,,,,,,,,,
314,30,344,186,374,606,,,,,,,,,,,,,,,,,,,,,,,,
315,232,345,473,375,72,,,,,,,,,,,,,,,,,,,,,,,,
316,173,346,194,376,61,,,,,,,,,,,,,,,,,,,,,,,,
317,64,347,84,377,133,,,,,,,,,,,,,,,,,,,,,,,,
318,355,348,180,378,706,,,,,,,,,,,,,,,,,,,,,,,,
319,685,349,118,,,,,,,,,,,,,,,,,,,,,,,,,,
320,415,350,200,,,,,,,,,,,,,,,,,,,,,,,,,,
321,141,351,680,,,,,,,,,,,,,,,,,,,,,,,,,,
322,526,352,101,,,,,,,,,,,,,,,,,,,,,,,,,,
323,60,353,381,,,,,,,,,,,,,,,,,,,,,,,,,,
324,261,354,426,,,,,,,,,,,,,,,,,,,,,,,,,,
325,120,355,455,,,,,,,,,,,,,,,,,,,,,,,,,,
326,615,356,141,,,,,,,,,,,,,,,,,,,,,,,,,,
327,445,357,427,,,,,,,,,,,,,,,,,,,,,,,,,,
328,257,358,422,,,,,,,,,,,,,,,,,,,,,,,,,,
329,111,359,682,,,,,,,,,,,,,,,,,,,,,,,,,,
330,108,360,420,,,,,,,,,,,,,,,,,,,,,,,,,,
