0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,65,31,49,61,20,91,28,121,89,151,150,181,123
2,65,32,236,62,57,92,405,122,285,152,439,182,53
3,10,33,116,63,579,93,47,123,115,153,115,183,431
4,25,34,47,64,65,94,266,124,202,154,64,184,65
5,55,35,21,65,251,95,92,125,67,155,71,185,85
6,59,36,40,66,35,96,43,126,553,156,74,186,90
7,150,37,130,67,-2,97,320,127,61,157,47,187,140
8,438,38,125,68,79,98,75,128,95,158,109,188,13
9,160,39,306,69,340,99,320,129,104,159,79,189,57
10,12,40,71,70,292,100,60,130,100,160,142,190,40
11,456,41,110,71,45,101,157,131,339,161,49,191,73
12,30,42,215,72,58,102,88,132,287,162,150,192,380
13,65,43,100,73,109,103,144,133,36,163,38,193,218
14,138,44,95,74,225,104,37,134,91,164,90,194,227
15,220,45,58,75,245,105,212,135,137,165,163,195,68
16,40,46,100,76,33,106,85,136,80,166,257,196,87
17,134,47,43,77,135,107,76,137,411,167,125,197,35
18,130,48,244,78,113,108,16,138,51,168,30,198,103
19,81,49,90,79,20,109,97,139,25,169,41,199,439
20,54,50,103,80,84,110,160,140,30,170,75,200,354
21,246,51,105,81,41,111,10,141,15,171,38,201,40
22,82,52,164,82,54,112,461,142,40,172,238,202,95
23,124,53,294,83,74,113,80,143,27,173,119,203,37
24,75,54,274,84,90,114,82,144,111,174,139,204,59
25,80,55,88,85,136,115,12,145,75,175,65,205,631
26,253,56,95,86,80,116,148,146,230,176,75,206,267
27,96,57,27,87,271,117,96,147,75,177,44,207,20
28,113,58,25,88,100,118,56,148,95,178,288,,
29,59,59,170,89,42,119,26,149,110,179,81,,
30,70,60,35,90,86,120,70,150,54,180,391,,
