0,1,2,3,4,5,6,7,8,9,10,11,12,13
"KOTTAYAM,",KERALA,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,199,31,521,61,105,91,685,121,168,151,547,181,643
2,86,32,390,62,196,92,665,122,372,152,275,182,373
3,107,33,146,63,77,93,278,123,94,153,113,183,167
4,102,34,165,64,75,94,20,124,30,154,95,,
5,527,35,450,65,107,95,257,125,172,155,364,,
6,69,36,123,66,351,96,245,126,87,156,143,,
7,87,37,690,67,195,97,573,127,476,157,140,,
8,51,38,45,68,122,98,102,128,667,158,338,,
9,464,39,149,69,15,99,658,129,279,159,577,,
10,66,40,519,70,23,100,683,130,152,160,171,,
11,289,41,104,71,41,101,692,131,673,161,149,,
12,168,42,564,72,115,102,457,132,701,162,460,,
13,142,43,184,73,75,103,576,133,57,163,632,,
14,692,44,279,74,85,104,100,134,219,164,670,,
15,234,45,149,75,167,105,115,135,230,165,82,,
16,28,46,249,76,205,106,167,136,110,166,535,,
17,100,47,430,77,135,107,123,137,25,167,115,,
18,630,48,307,78,638,108,107,138,402,168,180,,
19,71,49,212,79,209,109,184,139,137,169,201,,
20,315,50,428,80,41,110,116,140,217,170,100,,
21,469,51,541,81,101,111,686,141,100,171,40,,
22,172,52,155,82,80,112,126,142,85,172,635,,
23,491,53,670,83,190,113,683,143,380,173,77,,
24,125,54,27,84,436,114,389,144,75,174,666,,
25,102,55,136,85,479,115,287,145,547,175,155,,
26,277,56,98,86,233,116,49,146,215,176,198,,
27,104,57,94,87,425,117,71,147,529,177,414,,
28,168,58,57,88,99,118,210,148,74,178,663,,
29,273,59,68,89,126,119,165,149,124,179,206,,
30,105,60,334,90,557,120,661,150,50,180,265,,
