0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,65,31,370,61,145,91,102,121,102,151,200
2,48,32,80,62,198,92,435,122,25,152,134
3,90,33,55,63,115,93,35,123,60,153,0
4,61,34,437,64,35,94,135,124,79,154,65
5,360,35,55,65,590,95,67,125,227,155,108
6,60,36,49,66,199,96,15,126,181,156,65
7,181,37,131,67,135,97,10,127,609,157,100
8,65,38,272,68,262,98,126,128,155,158,180
9,121,39,100,69,235,99,40,129,85,159,81
10,83,40,95,70,200,100,253,130,25,160,130
11,65,41,180,71,55,101,140,131,46,161,37
12,132,42,574,72,82,102,167,132,20,162,120
13,241,43,106,73,79,103,147,133,301,163,369
14,120,44,125,74,40,104,104,134,95,164,-8
15,191,45,96,75,80,105,90,135,106,165,126
16,208,46,373,76,140,106,40,136,192,166,242
17,75,47,141,77,0,107,115,137,473,167,190
18,277,48,105,78,126,108,110,138,65,,
19,284,49,90,79,110,109,106,139,35,,
20,372,50,149,80,135,110,100,140,444,,
21,45,51,185,81,425,111,35,141,81,,
22,160,52,54,82,98,112,105,142,96,,
23,87,53,25,83,20,113,155,143,292,,
24,120,54,188,84,233,114,91,144,133,,
25,125,55,105,85,10,115,118,145,141,,
26,209,56,130,86,273,116,415,146,50,,
27,60,57,418,87,463,117,177,147,88,,
28,121,58,25,88,145,118,44,148,140,,
29,328,59,224,89,579,119,110,149,46,,
30,100,60,42,90,77,120,77,150,158,,
