0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
TELANGANA,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,348,31,243,61,117,91,76,121,164,151,325,181,11,211,123
2,45,32,96,62,167,92,108,122,269,152,329,182,151,212,197
3,265,33,459,63,338,93,243,123,381,153,24,183,127,213,79
4,375,34,117,64,67,94,61,124,76,154,66,184,174,214,268
5,75,35,171,65,151,95,263,125,330,155,130,185,256,215,120
6,31,36,244,66,367,96,108,126,114,156,127,186,282,216,60
7,243,37,121,67,80,97,88,127,130,157,304,187,107,217,225
8,243,38,360,68,335,98,118,128,408,158,69,188,41,218,525
9,36,39,326,69,364,99,84,129,126,159,-13,189,73,219,503
10,72,40,261,70,441,100,135,130,368,160,383,190,263,220,58
11,65,41,263,71,242,101,66,131,135,161,292,191,141,221,146
12,165,42,50,72,104,102,20,132,597,162,292,192,142,222,71
13,557,43,121,73,621,103,186,133,60,163,108,193,119,223,265
14,287,44,395,74,125,104,196,134,38,164,357,194,248,224,100
15,104,45,131,75,462,105,402,135,26,165,135,195,121,225,15
16,104,46,90,76,60,106,24,136,147,166,14,196,175,226,174
17,223,47,100,77,274,107,277,137,75,167,138,197,105,227,352
18,354,48,60,78,305,108,262,138,60,168,135,198,173,228,37
19,86,49,254,79,54,109,114,139,541,169,125,199,463,229,175
20,429,50,396,80,40,110,291,140,265,170,71,200,306,230,75
21,47,51,182,81,199,111,475,141,78,171,140,201,93,231,50
22,487,52,71,82,105,112,75,142,28,172,505,202,397,232,60
23,273,53,271,83,225,113,420,143,121,173,98,203,132,233,90
24,54,54,174,84,40,114,184,144,467,174,-23,204,205,234,88
25,212,55,161,85,275,115,223,145,95,175,145,205,123,235,89
26,254,56,121,86,56,116,355,146,380,176,58,206,111,,
27,61,57,119,87,186,117,115,147,25,177,162,207,258,,
28,250,58,50,88,75,118,294,148,250,178,96,208,130,,
29,52,59,462,89,52,119,84,149,63,179,125,209,71,,
30,25,60,69,90,220,120,205,150,105,180,393,210,370,,
