0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,305,31,511,61,305,91,133,121,120,151,135,181,95,211,280,241,111,271,101,,,,,,,,
2,147,32,139,62,427,92,121,122,132,152,90,182,299,212,275,242,283,272,224,,,,,,,,
3,129,33,42,63,133,93,452,123,135,153,195,183,136,213,231,243,227,273,228,,,,,,,,
4,130,34,423,64,105,94,604,124,33,154,397,184,11,214,59,244,90,274,218,,,,,,,,
5,234,35,352,65,245,95,44,125,100,155,24,185,168,215,200,245,72,275,123,,,,,,,,
6,95,36,230,66,612,96,157,126,58,156,35,186,170,216,205,246,304,276,617,,,,,,,,
7,81,37,87,67,69,97,139,127,497,157,126,187,189,217,198,247,688,277,96,,,,,,,,
8,591,38,158,68,142,98,79,128,32,158,104,188,134,218,140,248,110,278,520,,,,,,,,
9,83,39,77,69,434,99,80,129,227,159,106,189,39,219,161,249,110,279,168,,,,,,,,
10,88,40,175,70,110,100,18,130,41,160,125,190,540,220,313,250,124,280,358,,,,,,,,
11,96,41,75,71,174,101,525,131,40,161,258,191,46,221,137,251,160,281,166,,,,,,,,
12,123,42,225,72,154,102,130,132,155,162,243,192,21,222,82,252,656,282,106,,,,,,,,
13,276,43,106,73,65,103,299,133,19,163,79,193,571,223,285,253,367,283,265,,,,,,,,
14,161,44,617,74,77,104,284,134,410,164,680,194,238,224,147,254,155,284,41,,,,,,,,
15,50,45,315,75,138,105,337,135,98,165,80,195,166,225,330,255,317,285,247,,,,,,,,
16,55,46,638,76,385,106,131,136,107,166,140,196,131,226,200,256,85,286,62,,,,,,,,
17,481,47,58,77,372,107,550,137,100,167,75,197,74,227,46,257,25,287,643,,,,,,,,
18,77,48,481,78,97,108,76,138,110,168,484,198,122,228,417,258,447,288,155,,,,,,,,
19,144,49,479,79,227,109,60,139,462,169,174,199,0,229,127,259,388,289,74,,,,,,,,
20,606,50,38,80,191,110,154,140,216,170,170,200,132,230,202,260,87,290,191,,,,,,,,
21,80,51,57,81,264,111,578,141,118,171,215,201,385,231,65,261,405,291,367,,,,,,,,
22,174,52,301,82,118,112,85,142,213,172,164,202,286,232,102,262,336,292,76,,,,,,,,
23,383,53,20,83,482,113,250,143,120,173,116,203,383,233,314,263,145,293,205,,,,,,,,
24,38,54,130,84,102,114,42,144,35,174,509,204,184,234,152,264,196,294,103,,,,,,,,
25,92,55,64,85,280,115,535,145,484,175,178,205,128,235,161,265,78,295,322,,,,,,,,
26,181,56,115,86,195,116,105,146,27,176,402,206,334,236,64,266,288,296,45,,,,,,,,
27,24,57,216,87,144,117,135,147,250,177,154,207,115,237,150,267,110,297,37,,,,,,,,
28,291,58,248,88,175,118,278,148,159,178,105,208,117,238,459,268,331,298,417,,,,,,,,
29,630,59,209,89,120,119,85,149,372,179,472,209,67,239,76,269,215,299,476,,,,,,,,
30,170,60,99,90,178,120,135,150,366,180,480,210,521,240,303,270,452,300,359,,,,,,,,
Centre:,411602,P,S,CHIDAMBARA,NADAR,SR,ENGLISH,"SCHOOL,",110/2,KATCHERY,ROAD,NORTH,BY,PASS,ROAD,VIRUDHUNAGAR,-,"626001,","VIRUDHUNAGAR,",TAMIL,NADU,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,132,331,474,361,645,391,105,421,341,451,64,481,202,511,120,541,71,,,,,,,,,,
302,69,332,55,362,67,392,332,422,177,452,127,482,186,512,87,542,179,,,,,,,,,,
303,524,333,0,363,613,393,145,423,145,453,99,483,90,513,57,543,467,,,,,,,,,,
304,115,334,192,364,102,394,232,424,421,454,72,484,161,514,254,544,60,,,,,,,,,,
305,45,335,197,365,138,395,540,425,200,455,51,485,102,515,502,545,21,,,,,,,,,,
306,437,336,126,366,224,396,90,426,439,456,112,486,281,516,89,546,117,,,,,,,,,,
307,409,337,466,367,506,397,80,427,280,457,184,487,155,517,120,547,178,,,,,,,,,,
308,278,338,601,368,126,398,488,428,161,458,374,488,418,518,162,548,190,,,,,,,,,,
309,91,339,27,369,489,399,584,429,144,459,319,489,197,519,155,549,125,,,,,,,,,,
310,140,340,344,370,48,400,291,430,139,460,134,490,92,520,43,550,78,,,,,,,,,,
311,97,341,180,371,295,401,51,431,394,461,514,491,178,521,534,551,163,,,,,,,,,,
312,114,342,91,372,101,402,345,432,141,462,212,492,536,522,196,552,571,,,,,,,,,,
313,233,343,117,373,295,403,89,433,245,463,95,493,280,523,285,553,111,,,,,,,,,,
314,167,344,146,374,448,404,597,434,73,464,67,494,394,524,113,554,353,,,,,,,,,,
315,43,345,179,375,250,405,65,435,432,465,511,495,88,525,235,555,335,,,,,,,,,,
316,210,346,258,376,570,406,103,436,35,466,54,496,40,526,60,556,65,,,,,,,,,,
317,308,347,459,377,204,407,62,437,120,467,283,497,159,527,160,557,119,,,,,,,,,,
318,543,348,274,378,12,408,200,438,528,468,103,498,100,528,95,558,212,,,,,,,,,,
319,41,349,66,379,435,409,160,439,64,469,100,499,74,529,94,559,497,,,,,,,,,,
320,105,350,145,380,568,410,200,440,536,470,525,500,295,530,303,560,50,,,,,,,,,,
321,219,351,125,381,224,411,156,441,89,471,149,501,486,531,265,561,140,,,,,,,,,,
322,200,352,124,382,475,412,346,442,241,472,49,502,311,532,117,562,281,,,,,,,,,,
323,141,353,139,383,132,413,212,443,603,473,133,503,163,533,94,,,,,,,,,,,,
324,72,354,467,384,59,414,101,444,186,474,72,504,503,534,155,,,,,,,,,,,,
