0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,460,31,71,61,198,91,299,121,440,151,554,181,291,211,388,241,337,271,346,,,,
2,265,32,24,62,37,92,635,122,119,152,196,182,515,212,578,242,210,272,643,,,,
3,194,33,411,63,116,93,20,123,50,153,83,183,629,213,92,243,44,273,198,,,,
4,386,34,216,64,148,94,276,124,214,154,196,184,578,214,420,244,151,274,95,,,,
5,18,35,149,65,53,95,181,125,313,155,160,185,72,215,101,245,349,275,249,,,,
6,507,36,31,66,183,96,80,126,170,156,286,186,125,216,440,246,103,276,116,,,,
7,653,37,73,67,174,97,66,127,342,157,64,187,125,217,69,247,105,277,135,,,,
8,434,38,393,68,-4,98,120,128,453,158,198,188,142,218,651,248,53,278,585,,,,
9,50,39,565,69,202,99,149,129,99,159,277,189,315,219,306,249,417,279,45,,,,
10,451,40,150,70,245,100,157,130,116,160,148,190,426,220,144,250,281,280,333,,,,
11,73,41,171,71,94,101,517,131,60,161,30,191,33,221,54,251,216,281,251,,,,
12,165,42,550,72,527,102,264,132,214,162,99,192,145,222,59,252,101,282,264,,,,
13,607,43,222,73,215,103,65,133,171,163,67,193,503,223,95,253,135,283,117,,,,
14,613,44,540,74,247,104,142,134,247,164,363,194,535,224,88,254,74,284,486,,,,
15,115,45,148,75,294,105,101,135,189,165,268,195,85,225,521,255,666,285,281,,,,
16,13,46,32,76,27,106,545,136,70,166,208,196,105,226,205,256,159,286,595,,,,
17,221,47,28,77,65,107,76,137,261,167,266,197,431,227,68,257,145,287,143,,,,
18,522,48,263,78,190,108,100,138,333,168,352,198,138,228,50,258,262,288,311,,,,
19,31,49,97,79,220,109,45,139,199,169,284,199,251,229,37,259,336,289,63,,,,
20,104,50,531,80,400,110,182,140,123,170,133,200,187,230,51,260,126,290,583,,,,
21,120,51,123,81,144,111,259,141,218,171,212,201,68,231,5,261,230,291,102,,,,
22,74,52,82,82,402,112,126,142,57,172,76,202,181,232,398,262,34,292,111,,,,
23,105,53,168,83,35,113,101,143,323,173,145,203,237,233,365,263,328,293,65,,,,
24,40,54,261,84,95,114,150,144,412,174,310,204,214,234,555,264,210,294,379,,,,
25,149,55,96,85,259,115,322,145,137,175,226,205,166,235,31,265,518,295,424,,,,
26,70,56,153,86,604,116,277,146,233,176,175,206,360,236,626,266,74,296,116,,,,
27,58,57,43,87,542,117,35,147,352,177,60,207,226,237,-3,267,66,297,60,,,,
28,662,58,116,88,131,118,112,148,238,178,62,208,198,238,81,268,35,298,121,,,,
29,556,59,20,89,41,119,537,149,77,179,501,209,552,239,135,269,154,299,374,,,,
30,232,60,450,90,72,120,100,150,102,180,552,210,75,240,90,270,355,300,75,,,,
Centre:,311104,PODAR,INTERNATIONAL,"SCHOOL,",KHASARA,NO.,182/1,SURVEY,NO.,PH,38/A,MOUZA,"GOTALPANJARI,",BESA-VELAHARI,"ROAD,","NAGPUR,",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
301,362,331,190,361,41,391,90,421,194,451,34,481,176,511,150,541,277,571,158,,,,
302,67,332,66,362,265,392,42,422,375,452,396,482,32,512,132,542,314,572,146,,,,
303,467,333,48,363,314,393,666,423,250,453,99,483,250,513,511,543,398,573,116,,,,
304,228,334,199,364,87,394,85,424,266,454,81,484,112,514,520,544,463,574,24,,,,
305,154,335,195,365,175,395,59,425,4,455,-3,485,263,515,170,545,266,575,143,,,,
306,87,336,69,366,341,396,41,426,255,456,173,486,271,516,58,546,40,576,161,,,,
307,46,337,80,367,165,397,205,427,16,457,563,487,193,517,62,547,258,577,267,,,,
308,403,338,615,368,244,398,209,428,267,458,134,488,7,518,421,548,65,578,444,,,,
309,182,339,14,369,258,399,59,429,105,459,68,489,333,519,127,549,23,579,300,,,,
310,266,340,76,370,133,400,250,430,405,460,120,490,65,520,61,550,166,580,206,,,,
311,196,341,91,371,80,401,50,431,166,461,80,491,118,521,126,551,-8,581,591,,,,
312,89,342,59,372,107,402,269,432,106,462,618,492,93,522,132,552,92,582,146,,,,
313,107,343,301,373,88,403,172,433,71,463,94,493,95,523,189,553,54,583,40,,,,
314,111,344,88,374,135,404,110,434,397,464,87,494,392,524,272,554,428,584,223,,,,
315,56,345,84,375,290,405,38,435,168,465,231,495,191,525,110,555,95,585,311,,,,
316,24,346,146,376,240,406,351,436,166,466,289,496,323,526,76,556,389,586,166,,,,
317,99,347,276,377,501,407,222,437,83,467,22,497,85,527,45,557,275,587,44,,,,
318,116,348,308,378,78,408,52,438,217,468,558,498,152,528,80,558,220,588,429,,,,
319,76,349,35,379,209,409,112,439,49,469,35,499,166,529,153,559,188,589,202,,,,
320,88,350,167,380,69,410,108,440,123,470,30,500,257,530,359,560,65,590,75,,,,
321,209,351,432,381,279,411,91,441,223,471,103,501,72,531,48,561,95,591,440,,,,
322,51,352,422,382,20,412,46,442,323,472,85,502,461,532,413,562,244,592,116,,,,
323,335,353,128,383,163,413,221,443,328,473,30,503,203,533,503,563,139,593,45,,,,
324,235,354,25,384,82,414,299,444,168,474,382,504,127,534,50,564,62,594,106,,,,
325,142,355,186,385,268,415,134,445,90,475,194,505,142,535,192,565,411,595,241,,,,
326,507,356,71,386,589,416,366,446,55,476,508,506,285,536,195,566,167,596,111,,,,
327,46,357,561,387,331,417,100,447,170,477,454,507,139,537,315,567,239,597,202,,,,
328,366,358,32,388,608,418,632,448,206,478,75,508,40,538,97,568,32,598,7,,,,
329,430,359,491,389,432,419,123,449,133,479,162,509,246,539,111,569,169,599,91,,,,
330,234,360,70,390,52,420,247,450,324,480,335,510,254,540,55,570,337,600,293,,,,
Centre:,311104,PODAR,INTERNATIONAL,"SCHOOL,",KHASARA,NO.,182/1,SURVEY,NO.,PH,38/A,MOUZA,"GOTALPANJARI,",BESA-VELAHARI,"ROAD,","NAGPUR,",MAHARASHTRA,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
601,546,631,78,661,141,691,81,721,550,751,612,,,,,,,,,,,,
602,41,632,139,662,196,692,115,722,209,752,72,,,,,,,,,,,,
603,258,633,280,663,110,693,90,723,79,753,263,,,,,,,,,,,,
604,186,634,85,664,42,694,43,724,180,754,637,,,,,,,,,,,,
605,164,635,86,665,225,695,104,725,409,755,45,,,,,,,,,,,,
606,85,636,428,666,257,696,686,726,50,756,395,,,,,,,,,,,,
607,46,637,71,667,84,697,105,727,512,757,181,,,,,,,,,,,,
608,540,638,309,668,115,698,53,728,502,758,133,,,,,,,,,,,,
609,330,639,95,669,70,699,125,729,125,759,69,,,,,,,,,,,,
610,63,640,246,670,46,700,135,730,149,760,357,,,,,,,,,,,,
611,354,641,421,671,178,701,372,731,229,761,159,,,,,,,,,,,,
612,236,642,170,672,548,702,103,732,576,762,100,,,,,,,,,,,,
613,147,643,170,673,25,703,87,733,410,763,145,,,,,,,,,,,,
614,445,644,261,674,140,704,12,734,336,764,156,,,,,,,,,,,,
615,123,645,297,675,381,705,542,735,216,765,240,,,,,,,,,,,,
616,81,646,11,676,188,706,71,736,96,766,547,,,,,,,,,,,,
617,100,647,197,677,398,707,55,737,83,767,505,,,,,,,,,,,,
618,254,648,331,678,45,708,211,738,50,768,198,,,,,,,,,,,,
619,335,649,90,679,458,709,82,739,416,769,641,,,,,,,,,,,,
620,309,650,90,680,451,710,25,740,191,770,365,,,,,,,,,,,,
621,76,651,237,681,174,711,419,741,89,771,71,,,,,,,,,,,,
622,104,652,177,682,181,712,94,742,134,772,299,,,,,,,,,,,,
623,231,653,52,683,65,713,301,743,307,773,257,,,,,,,,,,,,
624,490,654,340,684,141,714,146,744,46,774,296,,,,,,,,,,,,
625,112,655,101,685,138,715,47,745,255,775,105,,,,,,,,,,,,
626,481,656,204,686,412,716,142,746,123,776,81,,,,,,,,,,,,
627,163,657,88,687,521,717,122,747,100,,,,,,,,,,,,,,
628,451,658,60,688,138,718,562,748,41,,,,,,,,,,,,,,
629,264,659,368,689,93,719,331,749,72,,,,,,,,,,,,,,
630,316,660,67,690,155,720,160,750,185,,,,,,,,,,,,,,
